vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=1,mode=0] exmap:0
ycsb load done (tuple=128B), space: 138.059 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,83898,333.219,0,vmcache,32,500,ycsb_A,1,94.9997,0.508642,0,0,28222128,0,0,1022,6910900,2097152
1,107914,318.992,0,vmcache,32,500,ycsb_A,1,94.9997,0.995386,0,0,0,0,0,1002,6167128,2097152
2,116164,308.152,0,vmcache,32,500,ycsb_A,1,94.9997,1.46559,0,0,0,0,0,982,5192846,2097152
3,123163,301.898,0,vmcache,32,500,ycsb_A,1,94.9997,1.92625,0,0,0,0,0,996,6196130,2097152
4,123854,290.227,0,vmcache,32,500,ycsb_A,1,94.9997,2.3691,0,0,0,0,0,968,10999094,2097152
5,130382,285.883,0,vmcache,32,500,ycsb_A,1,94.9997,2.80532,0,0,0,0,0,986,5838592,2097152
6,137765,282.332,0,vmcache,32,500,ycsb_A,1,94.9997,3.23613,0,0,0,0,0,678,5784964,2097152
7,142409,279.887,0,vmcache,32,500,ycsb_A,1,94.9997,3.6632,0,0,0,0,0,686,5872862,2097152
8,143809,279.816,0,vmcache,32,500,ycsb_A,1,94.9997,4.09017,0,0,0,0,0,666,5831380,2097152
9,149452,277.906,0,vmcache,32,500,ycsb_A,1,94.9997,4.51421,0,0,0,0,0,640,10291412,2097152
10,156267,277.125,0,vmcache,32,500,ycsb_A,1,94.9997,4.93707,0,0,0,0,0,688,7226074,2097152
11,160622,275.266,0,vmcache,32,500,ycsb_A,1,94.9997,5.3571,0,0,0,0,0,672,6044072,2097152
12,163943,275.188,0,vmcache,32,500,ycsb_A,1,94.9997,5.777,0,0,0,0,0,666,5948080,2097152
13,165760,274.34,0,vmcache,32,500,ycsb_A,1,94.9997,6.19561,0,0,0,0,0,672,5935818,2097152
14,172399,272.914,0,vmcache,32,500,ycsb_A,1,94.9997,6.61204,0,0,0,0,0,674,7031806,2097152
15,178773,273.168,0,vmcache,32,500,ycsb_A,1,94.9997,7.02887,0,0,0,0,0,670,6109048,2097152
16,182648,272.223,0,vmcache,32,500,ycsb_A,1,94.9997,7.44424,0,0,0,0,0,674,5715508,2097152
17,184448,272.246,0,vmcache,32,500,ycsb_A,1,94.9997,7.85966,0,0,0,0,0,640,5883684,2097152
18,186348,272.121,0,vmcache,32,500,ycsb_A,1,94.9997,8.27488,0,0,0,0,0,646,5981708,2097152
19,193657,271.438,0,vmcache,32,500,ycsb_A,1,94.9997,8.68906,0,0,0,0,0,684,5685446,1048576
20,198285,270.312,0,vmcache,32,500,ycsb_A,1,94.9997,9.10153,0,0,0,0,0,672,5482346,1048576
21,200609,271.211,0,vmcache,32,500,ycsb_A,1,94.9997,9.51536,0,0,0,0,0,686,5839992,1048576
22,203184,271.031,0,vmcache,32,500,ycsb_A,1,94.9997,9.92892,0,0,0,0,0,664,5652154,1048576
23,204349,271.305,0,vmcache,32,500,ycsb_A,1,94.9997,10.3429,0,0,0,0,0,654,5836214,1048576
24,212668,270.887,0,vmcache,32,500,ycsb_A,1,94.9997,10.7562,0,0,0,0,0,658,5832860,1048576
25,216193,269.816,0,vmcache,32,500,ycsb_A,1,94.9997,11.1679,0,0,0,0,0,652,5624270,1048576
26,218645,270.145,0,vmcache,32,500,ycsb_A,1,94.9997,11.5802,0,0,0,0,0,640,5582568,1048576
27,220025,270,0,vmcache,32,500,ycsb_A,1,94.9997,11.9921,0,0,0,0,0,660,5643204,1048576
28,220470,270.508,0,vmcache,32,500,ycsb_A,1,94.9997,12.4049,0,0,0,0,0,662,5891798,1048576
29,226420,268.012,0,vmcache,32,500,ycsb_A,1,94.9997,12.8139,0,0,0,0,0,650,8700668,1048576
30,232658,270.188,0,vmcache,32,500,ycsb_A,1,94.9997,13.2261,0,0,0,0,0,658,5473270,1048576
31,234162,269.602,0,vmcache,32,500,ycsb_A,1,94.9997,13.6375,0,0,0,0,0,644,5816916,1048576
32,235211,269.66,0,vmcache,32,500,ycsb_A,1,94.9997,14.049,0,0,0,0,0,662,5689048,1048576
33,237860,269.359,0,vmcache,32,500,ycsb_A,1,94.9997,14.46,0,0,0,0,0,638,5621036,1048576
34,240967,268.898,0,vmcache,32,500,ycsb_A,1,94.9997,14.8703,0,0,0,0,0,662,11117266,1048576
35,247139,269.883,0,vmcache,32,500,ycsb_A,1,94.9997,15.2821,0,0,0,0,0,662,5664518,1048576
36,245832,265.176,0,vmcache,32,500,ycsb_A,1,94.9997,15.6867,0,0,0,0,0,678,5398750,1048576
37,244531,262.914,0,vmcache,32,500,ycsb_A,1,94.9997,16.0879,0,0,0,0,0,672,5537802,1048576
38,244789,263.285,0,vmcache,32,500,ycsb_A,1,94.9997,16.4896,0,0,0,0,0,662,5175736,1048576
39,248170,262.41,0,vmcache,32,500,ycsb_A,1,94.9997,16.8901,0,0,0,0,0,668,7161844,1048576
40,254520,263.176,0,vmcache,32,500,ycsb_A,1,94.9997,17.2916,0,0,0,0,0,646,5528930,1048576
41,257922,263.871,0,vmcache,32,500,ycsb_A,1,94.9997,17.6943,0,0,0,0,0,660,5372278,1048576
42,258603,263.539,0,vmcache,32,500,ycsb_A,1,94.9997,18.0964,0,0,0,0,0,662,5013116,1048576
