vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=128,mode=0] exmap:0
ycsb load done (tuple=128B), space: 138.059 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,81015,320.648,0,vmcache,32,500,ycsb_A,128,94.999,0.489455,0,0,28222181,0,0,1294,8452610,2097152
1,102973,304.949,0,vmcache,32,500,ycsb_A,128,94.999,0.954777,0,0,0,0,0,1256,6063354,2097152
2,111618,296.305,0,vmcache,32,500,ycsb_A,128,94.999,1.4069,0,0,0,0,0,1256,5747932,2097152
3,118342,292.691,0,vmcache,32,500,ycsb_A,128,94.999,1.85351,0,0,0,0,0,1228,9205410,2097152
4,122914,288.93,0,vmcache,32,500,ycsb_A,128,94.999,2.29438,0,0,0,0,0,1082,5816652,2097152
5,130305,284.152,0,vmcache,32,500,ycsb_A,128,94.999,2.72797,0,0,0,0,0,1240,6200486,2097152
6,137908,283.07,0,vmcache,32,500,ycsb_A,128,94.999,3.1599,0,0,0,0,0,1220,5750718,2097152
7,142401,280.656,0,vmcache,32,500,ycsb_A,128,94.999,3.58813,0,0,0,0,0,1220,5682188,2097152
8,143103,278.988,0,vmcache,32,500,ycsb_A,128,94.999,4.01384,0,0,0,0,0,1152,6450646,2097152
9,151192,277.734,0,vmcache,32,500,ycsb_A,128,94.999,4.43764,0,0,0,0,0,1250,5651684,2097152
10,156648,277.262,0,vmcache,32,500,ycsb_A,128,94.999,4.86071,0,0,0,0,0,1082,6840074,2097152
11,162238,276.238,0,vmcache,32,500,ycsb_A,128,94.999,5.2822,0,0,0,0,0,1056,5674512,2097152
12,162619,273.926,0,vmcache,32,500,ycsb_A,128,94.999,5.70019,0,0,0,0,0,1138,5802744,2097152
13,166586,273.051,0,vmcache,32,500,ycsb_A,128,94.999,6.11682,0,0,0,0,0,1100,6767624,2097152
14,174608,273.164,0,vmcache,32,500,ycsb_A,128,94.999,6.53365,0,0,0,0,0,1034,5687740,2097152
15,179664,272.469,0,vmcache,32,500,ycsb_A,128,94.999,6.94939,0,0,0,0,0,992,6154190,2097152
16,182661,271.445,0,vmcache,32,500,ycsb_A,128,94.999,7.36359,0,0,0,0,0,1216,6617934,2097152
17,185025,272.117,0,vmcache,32,500,ycsb_A,128,94.999,7.77881,0,0,0,0,0,928,6443118,2097152
18,187354,270.305,0,vmcache,32,500,ycsb_A,128,94.999,8.19126,0,0,0,0,0,1092,5487410,2097152
19,195007,270.859,0,vmcache,32,500,ycsb_A,128,94.999,8.60456,0,0,0,0,0,1112,6047796,1048576
20,199318,270.371,0,vmcache,32,500,ycsb_A,128,94.999,9.01711,0,0,0,0,0,1084,5868812,1048576
21,203433,271.695,0,vmcache,32,500,ycsb_A,128,94.999,9.43169,0,0,0,0,0,1096,5770956,1048576
22,200383,269.781,0,vmcache,32,500,ycsb_A,128,94.999,9.84334,0,0,0,0,0,1006,5727274,1048576
23,206630,268.785,0,vmcache,32,500,ycsb_A,128,94.999,10.2535,0,0,0,0,0,1126,8172698,1048576
24,213381,269.422,0,vmcache,32,500,ycsb_A,128,94.999,10.6646,0,0,0,0,0,1064,6233660,1048576
25,218408,269.953,0,vmcache,32,500,ycsb_A,128,94.999,11.0765,0,0,0,0,0,1136,5565954,1048576
26,218225,269.633,0,vmcache,32,500,ycsb_A,128,94.999,11.4879,0,0,0,0,0,874,6278894,1048576
27,222267,269.258,0,vmcache,32,500,ycsb_A,128,94.999,11.8988,0,0,0,0,0,836,5701210,1048576
28,221050,267.898,0,vmcache,32,500,ycsb_A,128,94.999,12.3076,0,0,0,0,0,920,9728936,1048576
29,229759,269.293,0,vmcache,32,500,ycsb_A,128,94.999,12.7185,0,0,0,0,0,808,5725668,1048576
30,232769,268.426,0,vmcache,32,500,ycsb_A,128,94.999,13.128,0,0,0,0,0,800,5541416,1048576
31,235005,269.48,0,vmcache,32,500,ycsb_A,128,94.999,13.5392,0,0,0,0,0,862,5610634,1048576
32,236851,268.777,0,vmcache,32,500,ycsb_A,128,94.999,13.9494,0,0,0,0,0,856,6245694,1048576
33,240429,269.371,0,vmcache,32,500,ycsb_A,128,94.999,14.3604,0,0,0,0,0,856,5889466,1048576
34,242543,268.688,0,vmcache,32,500,ycsb_A,128,94.999,14.7704,0,0,0,0,0,790,8204354,1048576
35,247910,269.105,0,vmcache,32,500,ycsb_A,128,94.999,15.181,0,0,0,0,0,840,5398088,1048576
36,251542,269.762,0,vmcache,32,500,ycsb_A,128,94.999,15.5926,0,0,0,0,0,774,5205574,1048576
37,253576,269.996,0,vmcache,32,500,ycsb_A,128,94.999,16.0046,0,0,0,0,0,850,5514354,1048576
38,250933,268.285,0,vmcache,32,500,ycsb_A,128,94.999,16.414,0,0,0,0,0,830,6163344,1048576
39,258828,268.562,0,vmcache,32,500,ycsb_A,128,94.999,16.8238,0,0,0,0,0,828,5649306,1048576
40,259774,265.629,0,vmcache,32,500,ycsb_A,128,94.999,17.2291,0,0,0,0,0,782,5255830,1048576
41,259473,263.977,0,vmcache,32,500,ycsb_A,128,94.999,17.6319,0,0,0,0,0,766,5256752,1048576
42,260653,263.332,0,vmcache,32,500,ycsb_A,128,94.999,18.0337,0,0,0,0,0,872,5332016,1048576
