vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=512,mode=1] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2963,321.277,19.1836,vmcache,32,1000,tpcc,512,94.9742,0.473881,217,38394,39384689,1,619.258
1,3534,305.172,14.7891,vmcache,32,1000,tpcc,512,94.9922,0.908363,248,34328,3786,1,624.145
2,3530,291.051,15.8203,vmcache,32,1000,tpcc,512,94.9189,1.36558,277,39565,4050,1,638.145
3,3917,290.73,12.3125,vmcache,32,1000,tpcc,512,94.9531,1.77445,327,31724,3152,1,622.039
4,4009,278.223,16.4297,vmcache,32,1000,tpcc,512,94.935,2.18448,299,33747,4206,1,636.736
5,3783,274.406,11.957,vmcache,32,1000,tpcc,512,94.9531,2.57753,338,31316,3061,1,626.32
6,4228,265.633,11.9023,vmcache,32,1000,tpcc,512,94.9499,2.96856,387,32038,3047,1,628.196
7,4502,270.895,21.4727,vmcache,32,1000,tpcc,512,94.9959,3.32905,374,26146,5497,1,622.524
8,4740,271.34,10.293,vmcache,32,1000,tpcc,512,94.9647,3.74642,449,35822,2635,1,628.456
9,5026,263.988,22.6758,vmcache,32,1000,tpcc,512,94.9308,4.13545,370,31747,5805,1,622.49
10,5675,268.059,13.9141,vmcache,32,1000,tpcc,512,94.9314,4.52802,417,31978,3562,1,627.02
11,5626,262.832,12.8477,vmcache,32,1000,tpcc,512,94.9451,4.90785,389,30488,3289,1,622.204
12,5716,257.695,16.9609,vmcache,32,1000,tpcc,512,94.9245,5.29155,379,31870,4342,1,624.902
13,6021,265.051,10.3828,vmcache,32,1000,tpcc,512,94.9908,5.65332,419,27275,2658,1,619.886
14,5926,256.168,11.4961,vmcache,32,1000,tpcc,512,94.9429,6.05716,437,35396,2943,1,620.982
15,6878,261.691,11.207,vmcache,32,1000,tpcc,512,94.9285,6.45458,454,33667,2869,1,623.463
16,6753,263.062,10.2852,vmcache,32,1000,tpcc,512,94.8977,6.86371,412,35244,2633,1,618.316
17,7056,261.559,9.51172,vmcache,32,1000,tpcc,512,94.9804,7.21563,430,25798,2435,1,614.238
18,7372,251.266,13.9844,vmcache,32,1000,tpcc,512,94.8931,7.63022,414,37765,3580,1,619.098
19,7071,252.199,11.9922,vmcache,32,1000,tpcc,512,94.9049,7.99931,415,30395,3070,1,607.9
20,7749,258.723,10.9961,vmcache,32,1000,tpcc,512,94.9512,8.36374,434,28235,2815,1,613.804
21,8113,263.621,10.7617,vmcache,32,1000,tpcc,512,94.9955,8.73741,457,29481,2755,1,614.188
22,7965,248.996,16.7148,vmcache,32,1000,tpcc,512,94.9839,9.10714,398,30494,4279,1,609.88
23,7834,252.852,15.3789,vmcache,32,1000,tpcc,512,94.9951,9.4739,439,29799,3937,1,608.143
24,8986,253.555,11.2305,vmcache,32,1000,tpcc,512,94.9651,9.86951,398,34263,2875,1,611.839
25,8408,245.961,10.9375,vmcache,32,1000,tpcc,512,94.9486,10.2463,424,32242,2800,1,608.34
26,8914,253.98,17.2461,vmcache,32,1000,tpcc,512,94.9916,10.5972,413,26815,4415,1,609.432
27,9071,246.82,9.69141,vmcache,32,1000,tpcc,512,94.9279,11.0021,425,36928,2481,1,605.377
28,9493,246.969,9.42578,vmcache,32,1000,tpcc,512,94.8855,11.3976,386,35172,2413,1,606.414
29,9943,250.621,12.793,vmcache,32,1000,tpcc,512,94.9055,11.7628,402,29410,3275,1,600.204
30,10340,248.188,16.5977,vmcache,32,1000,tpcc,512,94.868,12.1476,399,33362,4249,1,606.582
31,10595,251.73,5.94922,vmcache,32,1000,tpcc,512,94.9796,12.4804,413,23845,1523,1,596.125
32,11138,249.215,14.0547,vmcache,32,1000,tpcc,512,94.9789,12.8531,425,30981,3598,1,595.788
33,11336,246.559,14.8867,vmcache,32,1000,tpcc,512,94.9995,13.2138,382,29376,3287,1,599.51
34,11264,244.793,12.4414,vmcache,32,1000,tpcc,512,94.9945,13.5814,412,30598,3709,1,599.961
35,11656,244.836,14.082,vmcache,32,1000,tpcc,512,94.975,13.9575,387,32328,3605,1,598.667
36,12108,242.719,20.0781,vmcache,32,1000,tpcc,512,94.931,14.3346,345,32408,5140,1,589.236
37,12864,249.637,14.8633,vmcache,32,1000,tpcc,512,94.9907,14.6795,345,26168,3658,1,594.727
38,12874,243.949,7.17969,vmcache,32,1000,tpcc,512,94.9793,15.0618,331,33330,1985,1,595.179
39,12974,235.961,10.8555,vmcache,32,1000,tpcc,512,94.9369,15.4426,283,33930,2779,1,595.263
40,13423,236.707,13.7461,vmcache,32,1000,tpcc,512,94.8903,15.823,269,33730,3519,1,591.754
41,13978,239.145,11.6328,vmcache,32,1000,tpcc,512,94.9402,16.1623,294,26577,2978,1,590.6
42,14351,241.289,12.582,vmcache,32,1000,tpcc,512,94.9231,16.5376,255,32194,3221,1,596.185
43,14235,237.309,14,vmcache,32,1000,tpcc,512,94.8721,16.9219,242,34208,3584,1,589.793
44,15363,245.383,11.6484,vmcache,32,1000,tpcc,512,94.9886,17.2388,216,21709,2982,1,586.73
45,14916,238.566,11.5156,vmcache,32,1000,tpcc,512,94.9797,17.6084,222,31608,2948,1,585.333
46,15189,236.219,16.2461,vmcache,32,1000,tpcc,512,94.9561,17.9748,204,31577,4159,1,584.759
47,15670,237.352,11.9688,vmcache,32,1000,tpcc,512,94.9553,18.3387,177,31019,3064,1,585.264
48,16009,236.676,12.9883,vmcache,32,1000,tpcc,512,94.8948,18.7298,199,35541,3325,1,582.639
49,16542,242.633,11.332,vmcache,32,1000,tpcc,512,94.9861,19.0577,164,24105,2901,1,587.927
50,16526,239.371,10.2891,vmcache,32,1000,tpcc,512,94.9923,19.4247,180,31003,2634,1,584.962
51,17242,243.984,11.5312,vmcache,32,1000,tpcc,512,94.9918,19.8011,157,32135,2952,1,584.273
52,16707,233.16,13.707,vmcache,32,1000,tpcc,512,94.9373,20.1838,159,34419,3509,1,583.373
