vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=1024,mode=0] exmap:0
space: 137.9 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,23445,156,0,vmcache,32,1000000000,rndread,1024,94.6175,0.429171,39984,72034,28180673,1,1125.53,5428,244748300,4194304
1,30428,179.805,0,vmcache,32,1000000000,rndread,1024,94.7212,0.651681,46161,37457,0,1,1170.53,3970,174038134,4194304
2,43880,238.703,0,vmcache,32,1000000000,rndread,1024,94.5608,1.09609,61385,74840,0,1,1169.38,3128,100249470,2097152
3,45854,249.527,0,vmcache,32,1000000000,rndread,1024,94.8833,1.31559,64329,37277,0,1,1164.91,3104,98332286,2097152
4,50220,246.438,0,vmcache,32,1000000000,rndread,1024,94.7857,1.74044,63653,71838,0,1,1122.47,2756,95823338,2097152
5,50304,244.188,0,vmcache,32,1000000000,rndread,1024,94.6372,2.18728,63239,75699,0,1,1182.8,2460,96085362,2097152
6,54207,246.07,0,vmcache,32,1000000000,rndread,1024,94.9388,2.412,63854,38555,0,1,1204.84,2888,95648870,2097152
7,53166,232.855,0,vmcache,32,1000000000,rndread,1024,94.7648,2.85428,60610,75205,0,1,1175.08,2918,96668424,2097152
8,55538,231.977,0,vmcache,32,1000000000,rndread,1024,94.5739,3.30372,60419,76436,0,1,1194.31,2886,96154392,2097152
9,59933,239.672,0,vmcache,32,1000000000,rndread,1024,94.8752,3.51875,62625,37347,0,1,1167.09,2708,93967608,2097152
10,59751,229.785,0,vmcache,32,1000000000,rndread,1024,94.6887,3.96261,60149,75792,0,1,1184.25,2802,95106006,2097152
11,64158,236.918,0,vmcache,32,1000000000,rndread,1024,94.9734,4.18179,62192,38311,0,1,1197.22,2578,97026324,2097152
12,63496,226.207,0,vmcache,32,1000000000,rndread,1024,94.7759,4.62569,59501,76068,0,1,1188.56,2696,97209292,2097152
13,62702,225.359,0,vmcache,32,1000000000,rndread,1024,94.5679,5.07358,59458,76908,0,1,1201.69,2682,98093274,2097152
14,68074,233.191,0,vmcache,32,1000000000,rndread,1024,94.8289,5.29889,61649,39751,0,1,1242.22,2578,107748262,2097152
15,66982,222.527,0,vmcache,32,1000000000,rndread,1024,94.5922,5.75674,58921,78777,0,1,1230.89,2816,104029520,2097152
16,70101,231.746,0,vmcache,32,1000000000,rndread,1024,94.8535,5.97976,61436,39517,0,1,1234.91,2814,100947424,2097152
17,68582,222.312,0,vmcache,32,1000000000,rndread,1024,94.6231,6.43417,59066,78393,0,1,1224.89,2394,102650964,2097152
18,72708,231.223,0,vmcache,32,1000000000,rndread,1024,94.8778,6.6597,61639,40276,0,1,1258.62,2732,97579618,2097152
19,68514,219.426,0,vmcache,32,1000000000,rndread,1024,94.6155,7.12566,58496,80498,0,1,1257.78,2332,108946518,2097152
20,73839,230.238,0,vmcache,32,1000000000,rndread,1024,94.8801,7.34464,61631,39436,0,1,1232.38,2632,104622990,1048576
21,72057,217.578,0,vmcache,32,1000000000,rndread,1024,94.6068,7.81328,58316,81242,0,1,1269.41,2044,109090274,1048576
22,74218,229.461,0,vmcache,32,1000000000,rndread,1024,94.8522,8.04074,61573,40991,0,1,1280.97,2632,105134976,1048576
23,72362,218.652,0,vmcache,32,1000000000,rndread,1024,94.5699,8.5155,58905,82581,0,1,1290.33,2570,109955052,1048576
24,76897,229.195,0,vmcache,32,1000000000,rndread,1024,94.8176,8.74136,61864,41085,0,1,1283.91,2832,106001896,1048576
25,72881,218.254,0,vmcache,32,1000000000,rndread,1024,94.5333,9.21655,59030,82878,0,1,1294.97,2488,103868506,1048576
26,78060,228.543,0,vmcache,32,1000000000,rndread,1024,94.7834,9.44021,61888,40907,0,1,1278.34,2746,105187668,1048576
27,75730,219.473,0,vmcache,32,1000000000,rndread,1024,94.5183,9.90767,59543,81782,0,1,1277.84,2450,104211900,1048576
28,75261,227.836,0,vmcache,32,1000000000,rndread,1024,94.7661,10.1314,62084,41301,0,1,1290.66,2682,102470624,1048576
29,76079,219.309,0,vmcache,32,1000000000,rndread,1024,94.8851,10.4065,59851,49869,0,1,1246.72,2646,101577750,1048576
30,78096,227.031,0,vmcache,32,1000000000,rndread,1024,94.7756,10.8077,62001,71182,0,1,1271.11,2694,104779948,1048576
31,76635,218.582,0,vmcache,32,1000000000,rndread,1024,94.5243,11.2669,59851,80939,0,1,1264.67,2656,104331986,1048576
32,78363,227.836,0,vmcache,32,1000000000,rndread,1024,94.7877,11.4829,62544,40447,0,1,1263.97,2808,102822126,1048576
33,74321,217.75,0,vmcache,32,1000000000,rndread,1024,94.543,11.9375,59850,80374,0,1,1255.84,2656,102889164,1048576
34,79383,228.191,0,vmcache,32,1000000000,rndread,1024,94.814,12.1502,62861,40126,0,1,1253.94,2638,100782954,1048576
35,75987,218.422,0,vmcache,32,1000000000,rndread,1024,94.5874,12.5968,60326,79338,0,1,1239.66,2460,102842032,1048576
36,81131,228.828,0,vmcache,32,1000000000,rndread,1024,94.8733,12.803,63374,39388,0,1,1230.88,2626,99129982,1048576
37,75163,218.023,0,vmcache,32,1000000000,rndread,1024,94.6565,13.2441,60536,78728,0,1,1230.12,2402,100197870,1048576
38,81288,227.273,0,vmcache,32,1000000000,rndread,1024,94.9396,13.4494,63171,39421,0,1,1231.91,2486,100544668,1048576
39,77916,218.93,0,vmcache,32,1000000000,rndread,1024,94.7447,13.8808,61013,77364,0,1,1208.81,2670,102708586,1048576
40,77474,217.871,0,vmcache,32,1000000000,rndread,1024,94.5483,14.3114,60939,77410,0,1,1209.53,2632,102079086,1048576
41,79971,227.23,0,vmcache,32,1000000000,rndread,1024,94.8503,14.5071,63396,38064,0,1,1189.5,2454,98338718,1048576
42,76520,217.18,0,vmcache,32,1000000000,rndread,1024,94.6584,14.9345,60932,77027,0,1,1203.55,2634,99835942,1048576
43,80790,226,0,vmcache,32,1000000000,rndread,1024,94.9683,15.1244,63450,37455,0,1,1170.47,2696,95766780,1048576
44,77705,219.379,0,vmcache,32,1000000000,rndread,1024,94.8004,15.5432,61721,75804,0,1,1184.44,2786,97039682,1048576
45,77451,218.758,0,vmcache,32,1000000000,rndread,1024,94.641,15.9566,61696,75068,0,1,1172.94,2542,96589584,1048576
46,83007,224.586,0,vmcache,32,1000000000,rndread,1024,94.9532,16.1432,63524,37334,0,1,1166.69,2734,93727586,1048576
47,77140,214.285,0,vmcache,32,1000000000,rndread,1024,94.7885,16.5525,60665,74484,0,1,1163.81,2630,96475160,1048576
48,76573,215.09,0,vmcache,32,1000000000,rndread,1024,94.636,16.9569,61032,73822,0,1,1153.47,2708,93969810,1048576
49,80152,224.145,0,vmcache,32,1000000000,rndread,1024,94.9548,17.1395,63780,37035,0,1,1157.34,1978,94565350,1048576
50,77980,215.523,0,vmcache,32,1000000000,rndread,1024,94.8104,17.5406,61432,73549,0,1,1149.2,2418,94512548,1048576
51,78336,215.871,0,vmcache,32,1000000000,rndread,1024,94.6795,17.9355,61937,72920,0,1,1139.38,2868,91835594,1048576
52,81884,221.648,0,vmcache,32,1000000000,rndread,1024,95.0002,18.1132,63506,36601,0,1,1143.78,2588,91371134,1048576
53,77790,217.625,0,vmcache,32,1000000000,rndread,1024,94.8831,18.504,62691,72513,0,1,1133.02,2676,91282452,1048576
