vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=1024,mode=1] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2972,321.848,9.67969,vmcache,32,1000,tpcc,1024,94.8746,0.539404,248,49509,39382294,1,1269.46
1,3574,310.176,7.50781,vmcache,32,1000,tpcc,1024,95.0003,0.939769,294,27770,1768,1,1262.27
2,3574,294.398,7.10156,vmcache,32,1000,tpcc,1024,94.8763,1.43979,270,46266,1972,1,1285.17
3,3928,294.887,5.39453,vmcache,32,1000,tpcc,1024,94.9217,1.85987,377,33328,1381,1,1281.85
4,4048,277.84,11.2422,vmcache,32,1000,tpcc,1024,94.7093,2.37448,274,51213,2878,1,1280.33
5,3962,283.656,6.80469,vmcache,32,1000,tpcc,1024,94.7526,2.77703,375,31705,1742,1,1268.2
6,4490,284.035,4.00391,vmcache,32,1000,tpcc,1024,94.9297,3.11822,398,21401,1025,1,1258.88
7,4604,272.652,14.3516,vmcache,32,1000,tpcc,1024,94.9961,3.48216,376,26307,3674,1,1252.71
8,4777,263.129,2.36328,vmcache,32,1000,tpcc,1024,94.6941,4.03456,411,59408,605,1,1264
9,5034,270.141,6.79297,vmcache,32,1000,tpcc,1024,94.7964,4.38939,341,25533,1739,1,1276.65
10,5819,270.762,5.83203,vmcache,32,1000,tpcc,1024,94.8285,4.78271,409,31815,1493,1,1272.6
11,5756,266.863,6.39453,vmcache,32,1000,tpcc,1024,94.8859,5.15694,450,28986,1637,1,1260.26
12,5855,265.941,7.38672,vmcache,32,1000,tpcc,1024,94.9277,5.53702,427,30062,1891,1,1252.58
13,5859,261.086,13.6367,vmcache,32,1000,tpcc,1024,94.996,5.88657,410,25853,3491,1,1231.1
14,6243,256.59,5.22656,vmcache,32,1000,tpcc,1024,94.7605,6.39469,415,52760,1338,1,1256.19
15,6672,263.883,3.75781,vmcache,32,1000,tpcc,1024,94.8174,6.77114,463,29981,962,1,1249.21
16,7040,258.152,7.10156,vmcache,32,1000,tpcc,1024,94.8851,7.12883,409,27366,1818,1,1243.91
17,6912,261.793,6.71875,vmcache,32,1000,tpcc,1024,94.9631,7.48736,457,27191,1720,1,1235.95
18,7638,262.09,4.32031,vmcache,32,1000,tpcc,1024,94.987,7.87814,453,32314,1106,1,1242.85
19,7424,258.902,6.03125,vmcache,32,1000,tpcc,1024,94.9743,8.27911,445,34446,1544,1,1230.21
20,6998,239.746,11.0664,vmcache,32,1000,tpcc,1024,94.7841,8.73169,402,45623,2833,1,1233.05
21,8143,259.875,8.33984,vmcache,32,1000,tpcc,1024,94.9202,9.05756,451,21801,2135,1,1211.17
22,7915,256.012,12.0469,vmcache,32,1000,tpcc,1024,94.9911,9.40384,439,25751,3084,1,1226.24
23,8107,242.148,7.50781,vmcache,32,1000,tpcc,1024,94.7997,9.8681,382,47477,1922,1,1217.36
24,8771,256.875,5.21484,vmcache,32,1000,tpcc,1024,94.7631,10.2807,421,36767,1335,1,1225.57
25,8492,252.809,5.59375,vmcache,32,1000,tpcc,1024,94.7975,10.6514,473,30453,1432,1,1218.12
26,9329,257.395,5.64844,vmcache,32,1000,tpcc,1024,94.8635,11.0136,422,28002,1446,1,1217.48
27,9797,264.441,6.71094,vmcache,32,1000,tpcc,1024,94.9171,11.3923,430,30184,1718,1,1207.36
28,9537,248.441,6.33984,vmcache,32,1000,tpcc,1024,94.973,11.7459,402,27946,1623,1,1215.04
29,10104,238.859,9.60156,vmcache,32,1000,tpcc,1024,94.7455,12.2216,442,49566,2458,1,1208.93
30,10447,254.59,6.59375,vmcache,32,1000,tpcc,1024,94.8434,12.5641,414,25377,1688,1,1208.43
31,10906,253.777,5.97266,vmcache,32,1000,tpcc,1024,94.8925,12.9311,432,29674,1529,1,1186.96
32,11388,252.504,4.95703,vmcache,32,1000,tpcc,1024,94.9233,13.3077,389,31295,1269,1,1203.65
33,11577,255.582,5.79297,vmcache,32,1000,tpcc,1024,94.9851,13.6719,403,28715,1483,1,1196.46
34,11377,238.309,10.0703,vmcache,32,1000,tpcc,1024,94.7648,14.1445,367,49235,2578,1,1200.85
35,12049,248.746,6.86328,vmcache,32,1000,tpcc,1024,94.703,14.5595,393,37848,1757,1,1182.75
36,12406,249.105,6.17188,vmcache,32,1000,tpcc,1024,94.7556,14.9192,337,28560,1580,1,1190
37,13570,259.918,5.44922,vmcache,32,1000,tpcc,1024,94.8354,15.2846,315,28454,1395,1,1185.58
38,13514,248.289,5.23828,vmcache,32,1000,tpcc,1024,94.877,15.6514,338,29948,1341,1,1197.92
39,13489,246.375,4.21484,vmcache,32,1000,tpcc,1024,94.9127,16.0199,303,30707,1079,1,1181.04
40,14250,245.383,6.00781,vmcache,32,1000,tpcc,1024,94.9505,16.3841,286,29832,1538,1,1193.28
41,14174,238.316,5.98828,vmcache,32,1000,tpcc,1024,94.9803,16.7411,237,29735,1533,1,1189.4
42,13572,230.953,9.94141,vmcache,32,1000,tpcc,1024,94.7186,17.2261,245,52052,2545,1,1183
43,15348,250.473,4.84766,vmcache,32,1000,tpcc,1024,94.8612,17.5489,233,22394,1241,1,1178.63
44,15449,247.137,4.56641,vmcache,32,1000,tpcc,1024,94.8311,17.9527,231,36335,1169,1,1172.1
45,15885,248.531,8.25781,vmcache,32,1000,tpcc,1024,94.9606,18.2746,258,22373,2114,1,1177.53
46,16419,249.883,11.3867,vmcache,32,1000,tpcc,1024,94.992,18.6432,205,30292,2915,1,1165.08
47,15380,228.004,6.51562,vmcache,32,1000,tpcc,1024,94.749,19.1216,156,51310,1668,1,1166.14
48,16765,243.156,6.94531,vmcache,32,1000,tpcc,1024,94.8221,19.4662,179,26934,1778,1,1171.04
49,17093,247.625,6.00391,vmcache,32,1000,tpcc,1024,94.8956,19.8194,184,27839,1537,1,1159.96
50,17480,247.617,4.74219,vmcache,32,1000,tpcc,1024,94.9365,20.1912,154,30476,1214,1,1172.15
51,17041,238.109,13.1562,vmcache,32,1000,tpcc,1024,94.8732,20.5872,150,36068,3368,1,1163.48
52,17273,239.41,6.27344,vmcache,32,1000,tpcc,1024,94.7499,21.0259,158,43101,1606,1,1164.89
53,17942,244.406,6.86328,vmcache,32,1000,tpcc,1024,94.8598,21.3558,164,24236,1757,1,1154.1
54,18304,245.832,2.90234,vmcache,32,1000,tpcc,1024,94.9727,21.6927,152,25419,743,1,1155.41
