vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:128 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=1024,mode=0] exmap:0
space: 180.62 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,1902,211.555,0,vmcache,32,1000,tpcc,1024,94.6341,0.252971,593,31286,39379285,1,1251.44,11868,1296244106,67108864
1,3548,333.125,0,vmcache,32,1000,tpcc,1024,94.6479,0.503838,1103,0,0,1,0,10822,337360062,33554432
2,3739,320.926,0,vmcache,32,1000,tpcc,1024,94.664,0.744948,1253,0,0,1,0,11552,365894904,33554432
3,4251,312.438,0,vmcache,32,1000,tpcc,1024,94.6819,0.979388,1320,0,0,1,0,11020,327546870,33554432
4,4462,299.434,0,vmcache,32,1000,tpcc,1024,94.7002,1.20407,1264,0,0,1,0,9934,348414438,33554432
5,4104,295.316,0,vmcache,32,1000,tpcc,1024,94.7204,1.42526,1382,0,0,1,0,11368,375559568,33554432
6,4610,291.414,0,vmcache,32,1000,tpcc,1024,94.7429,1.64318,1479,0,0,1,0,10070,347129906,16777216
7,4956,288.867,0,vmcache,32,1000,tpcc,1024,94.7677,1.859,1533,0,0,1,0,10278,330578340,16777216
8,4952,285.699,0,vmcache,32,1000,tpcc,1024,94.7943,2.07213,1626,0,0,1,0,10180,340017018,16777216
9,5740,283.727,0,vmcache,32,1000,tpcc,1024,94.8214,2.28428,1447,0,0,1,0,8688,326550480,16777216
10,5663,282.512,0,vmcache,32,1000,tpcc,1024,94.8495,2.49535,1501,0,0,1,0,10054,299746292,16777216
11,6434,279.336,0,vmcache,32,1000,tpcc,1024,94.88,2.70399,1502,0,0,1,0,10950,286327286,16777216
12,6088,279.652,0,vmcache,32,1000,tpcc,1024,94.9121,2.91261,1589,0,0,1,0,9160,322987464,16777216
