vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=2048,mode=0] exmap:0
space: 180.619 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2946,317.793,10.7383,vmcache,32,1000,tpcc,2048,94.4467,0.745547,227,84740,39381721,1,2567.88
1,3633,319.645,0,vmcache,32,1000,tpcc,2048,94.9381,0.98806,304,0,0,1,0
2,3561,285.418,6.77344,vmcache,32,1000,tpcc,2048,94.6894,1.53821,299,56268,1734,1,2557.64
3,3860,282.945,7.82031,vmcache,32,1000,tpcc,2048,94.4253,2.09114,324,56611,2002,1,2573.23
4,4160,292.227,0,vmcache,32,1000,tpcc,2048,94.7555,2.37361,329,10282,0,1,2570.5
5,3837,275.223,8.90234,vmcache,32,1000,tpcc,2048,94.543,2.88781,354,51330,2279,1,2566.5
6,4581,291.887,0,vmcache,32,1000,tpcc,2048,94.9986,3.10804,410,0,0,1,0
7,4510,268.316,6.73047,vmcache,32,1000,tpcc,2048,94.7029,3.65791,379,58441,1723,1,2540.91
8,4545,262.926,9.78516,vmcache,32,1000,tpcc,2048,94.5405,4.12862,393,45645,2505,1,2535.83
9,5469,282.059,0,vmcache,32,1000,tpcc,2048,94.8947,4.38647,401,7666,0,1,2555.33
10,5581,266.551,8.09766,vmcache,32,1000,tpcc,2048,94.6256,4.92042,406,55698,2073,1,2531.73
11,6071,268.504,7.89844,vmcache,32,1000,tpcc,2048,94.9981,5.13759,387,2495,2022,1,2495
12,5985,273.203,0,vmcache,32,1000,tpcc,2048,94.5991,5.76025,442,69858,0,1,2494.93
13,5965,262.836,3.98438,vmcache,32,1000,tpcc,2048,94.2315,6.34543,440,65058,1020,1,2502.23
14,6991,282.281,0,vmcache,32,1000,tpcc,2048,94.6872,6.55617,458,0,0,1,0
15,6560,259.289,7.1875,vmcache,32,1000,tpcc,2048,94.4248,7.07994,408,55087,1840,1,2503.95
16,7406,278.312,0,vmcache,32,1000,tpcc,2048,94.8146,7.31845,468,4872,0,1,2436
17,6883,259.648,5.0625,vmcache,32,1000,tpcc,2048,94.5359,7.85488,456,57022,1296,1,2479.22
18,8384,280.199,0,vmcache,32,1000,tpcc,2048,94.9914,8.06459,501,0,0,1,0
19,7191,247.062,7.09766,vmcache,32,1000,tpcc,2048,94.7222,8.5743,395,54169,1817,1,2462.23
20,7607,256.477,7.76953,vmcache,32,1000,tpcc,2048,94.2424,9.20283,417,73191,1989,1,2439.7
21,8847,278.25,0,vmcache,32,1000,tpcc,2048,94.6949,9.41178,467,0,0,1,0
22,7948,254.719,5.97656,vmcache,32,1000,tpcc,2048,94.4521,9.92292,425,53776,1530,1,2444.36
23,9077,266.777,0,vmcache,32,1000,tpcc,2048,94.7439,10.1953,448,12148,0,1,2429.6
24,8656,253.234,6.33203,vmcache,32,1000,tpcc,2048,94.348,10.7803,431,65945,1621,1,2442.41
25,9692,276.09,0,vmcache,32,1000,tpcc,2048,94.7983,10.9883,504,0,0,1,0
26,9367,254.961,5.01562,vmcache,32,1000,tpcc,2048,94.418,11.5714,445,65452,1284,1,2424.15
27,10250,275.816,0,vmcache,32,1000,tpcc,2048,94.8711,11.7787,451,0,0,1,0
28,10322,252.168,3.76953,vmcache,32,1000,tpcc,2048,94.4406,12.3856,447,70141,965,1,2418.66
29,11503,273.59,0,vmcache,32,1000,tpcc,2048,94.8942,12.5904,426,0,0,1,0
30,10232,241.996,5.32422,vmcache,32,1000,tpcc,2048,94.5932,13.1148,377,57371,1363,1,2390.46
31,11089,253.434,3.73047,vmcache,32,1000,tpcc,2048,94.8288,13.392,437,14263,955,1,2377.17
32,12579,269.227,0,vmcache,32,1000,tpcc,2048,94.6717,13.8969,402,50592,0,1,2409.14
33,11478,250.566,8.46094,vmcache,32,1000,tpcc,2048,94.2946,14.4686,386,64264,2166,1,2380.15
34,13029,270.91,0,vmcache,32,1000,tpcc,2048,94.7456,14.6727,421,0,0,1,0
35,12303,241.922,5.87891,vmcache,32,1000,tpcc,2048,94.5363,15.1529,304,49791,1505,1,2371
36,13832,269.055,0,vmcache,32,1000,tpcc,2048,94.9568,15.3703,399,2467,0,1,2467
37,12774,235.848,9.17969,vmcache,32,1000,tpcc,2048,94.6457,15.8876,300,56986,2350,1,2374.42
38,13654,245.582,5.9375,vmcache,32,1000,tpcc,2048,94.386,16.3998,299,54712,1520,1,2378.78
39,15012,263.133,0,vmcache,32,1000,tpcc,2048,94.8316,16.5975,312,0,0,1,0
40,14440,245.418,5.51953,vmcache,32,1000,tpcc,2048,94.5518,17.1214,258,56927,1413,1,2371.96
41,15669,263.043,0,vmcache,32,1000,tpcc,2048,95,17.3185,267,0,0,1,0
42,15059,242.402,6.28516,vmcache,32,1000,tpcc,2048,94.6605,17.8666,219,61096,1609,1,2349.85
43,15372,243.762,4.89062,vmcache,32,1000,tpcc,2048,94.4175,18.3717,237,53778,1252,1,2338.17
44,16690,261.004,0,vmcache,32,1000,tpcc,2048,94.8596,18.5699,209,0,0,1,0
45,15978,243.066,4.40234,vmcache,32,1000,tpcc,2048,94.5646,19.1014,200,58275,1127,1,2331
46,17496,261.207,3.73828,vmcache,32,1000,tpcc,2048,94.9992,19.2991,207,0,957,1,0
47,16838,244.141,3.41406,vmcache,32,1000,tpcc,2048,94.6815,19.8456,166,60785,874,1,2337.88
48,16399,237.555,4.91016,vmcache,32,1000,tpcc,2048,94.5158,20.304,142,46670,1257,1,2333.5
49,18199,256.609,0,vmcache,32,1000,tpcc,2048,94.8727,20.5397,193,6887,0,1,2295.67
50,17460,243.688,4.76953,vmcache,32,1000,tpcc,2048,94.6067,21.0589,148,56073,1221,1,2336.38
51,17742,245.234,6.64453,vmcache,32,1000,tpcc,2048,94.6473,21.4245,153,30039,1701,1,2310.69
52,18344,247.547,0,vmcache,32,1000,tpcc,2048,94.8254,21.7359,153,20715,0,1,2301.67
53,18148,243.387,9.31641,vmcache,32,1000,tpcc,2048,94.5325,22.2623,183,57328,2385,1,2293.12
54,19809,261.453,0,vmcache,32,1000,tpcc,2048,94.9845,22.4594,190,0,0,1,0
55,18290,242.23,5.76953,vmcache,32,1000,tpcc,2048,94.6996,22.9853,156,57423,1477,1,2296.92
56,18307,236.547,7.42188,vmcache,32,1000,tpcc,2048,94.4903,23.4627,190,50340,1900,1,2288.18
57,20512,261.898,0,vmcache,32,1000,tpcc,2048,94.943,23.662,217,0,0,1,0
58,19426,244.844,6.48438,vmcache,32,1000,tpcc,2048,94.7472,24.148,186,50198,1660,1,2281.73
59,19874,244.57,4.30078,vmcache,32,1000,tpcc,2048,94.475,24.675,194,57203,1101,1,2288.12
60,21249,261.539,0,vmcache,32,1000,tpcc,2048,94.9312,24.8733,199,0,0,1,0
61,18940,236.297,6.40234,vmcache,32,1000,tpcc,2048,94.539,25.4453,184,66266,1639,1,2285.03
62,21482,261.074,0,vmcache,32,1000,tpcc,2048,94.9957,25.6431,219,0,0,1,0
63,20396,243.113,4.05469,vmcache,32,1000,tpcc,2048,94.68,26.192,196,61262,1038,1,2268.96
64,19828,242.195,4.03906,vmcache,32,1000,tpcc,2048,94.3616,26.7411,187,61266,1034,1,2269.11
65,22208,260.898,0,vmcache,32,1000,tpcc,2048,94.8219,26.9391,173,0,0,1,0
66,21105,242.922,4.98047,vmcache,32,1000,tpcc,2048,94.5311,27.4761,189,59088,1275,1,2272.62
67,22574,260.895,0,vmcache,32,1000,tpcc,2048,94.9929,27.6741,203,0,0,1,0
68,21216,242.344,6.76562,vmcache,32,1000,tpcc,2048,94.6555,28.2318,169,63036,1732,1,2251.29
69,21395,243.188,5.31641,vmcache,32,1000,tpcc,2048,94.3241,28.7907,165,62841,1361,1,2244.32
70,23079,261.906,0,vmcache,32,1000,tpcc,2048,94.7898,28.9897,169,0,0,1,0
71,22179,247.66,5.25781,vmcache,32,1000,tpcc,2048,94.5668,29.5021,202,54255,1346,1,2260.62
72,22363,247.176,2.48828,vmcache,32,1000,tpcc,2048,95.0001,29.6901,195,0,637,1,0
73,23236,257.719,0,vmcache,32,1000,tpcc,2048,94.6576,30.2872,188,67323,0,1,2244.1
74,22689,242.477,2.87891,vmcache,32,1000,tpcc,2048,94.3081,30.858,150,64884,737,1,2237.38
75,24024,261.906,0,vmcache,32,1000,tpcc,2048,94.7785,31.056,219,0,0,1,0
76,22476,244.465,5.41797,vmcache,32,1000,tpcc,2048,94.5098,31.5863,205,57791,1387,1,2222.73
77,24720,261.086,0,vmcache,32,1000,tpcc,2048,94.9749,31.7845,210,0,0,1,0
78,22745,242.875,7.43359,vmcache,32,1000,tpcc,2048,94.648,32.3384,192,62106,1903,1,2218.07
79,23362,245.598,2.92188,vmcache,32,1000,tpcc,2048,94.3042,32.9115,227,65030,748,1,2242.41
80,25253,262.25,0,vmcache,32,1000,tpcc,2048,94.776,33.1088,243,0,0,1,0
81,23344,243.945,4.73438,vmcache,32,1000,tpcc,2048,94.5397,33.6228,220,55321,1212,1,2212.84
82,25369,260.453,3.08594,vmcache,32,1000,tpcc,2048,94.9941,33.821,249,0,790,1,0
83,24365,244.562,0.523438,vmcache,32,1000,tpcc,2048,94.6861,34.3781,216,62156,134,1,2219.86
84,24479,244.184,6.91797,vmcache,32,1000,tpcc,2048,94.3367,34.9464,232,64123,1771,1,2211.14
85,26377,261.988,0,vmcache,32,1000,tpcc,2048,94.8053,35.1451,234,0,0,1,0
86,24744,244.582,4.16797,vmcache,32,1000,tpcc,2048,94.5244,35.6841,192,59336,1067,1,2197.63
87,27130,261.488,0,vmcache,32,1000,tpcc,2048,94.9945,35.8822,230,0,0,1,0
88,24636,240.09,5.27734,vmcache,32,1000,tpcc,2048,94.8106,36.3641,223,50464,1351,1,2194.09
89,25342,239.199,5.89062,vmcache,32,1000,tpcc,2048,94.6488,36.833,203,48116,1508,1,2187.09
90,25845,245.109,4.75,vmcache,32,1000,tpcc,2048,94.3731,37.3711,243,59381,1216,1,2199.3
91,27900,262.656,0,vmcache,32,1000,tpcc,2048,94.8524,37.5687,227,0,0,1,0
92,26077,247.086,5.46875,vmcache,32,1000,tpcc,2048,94.6576,38.0687,223,52389,1400,1,2182.88
93,26506,248.383,5.35156,vmcache,32,1000,tpcc,2048,94.4711,38.5677,252,52359,1370,1,2181.62
94,28661,262.824,0,vmcache,32,1000,tpcc,2048,94.9494,38.7667,234,0,0,1,0
95,26822,247.043,4.61328,vmcache,32,1000,tpcc,2048,94.7612,39.2668,223,52416,1181,1,2184
96,26991,245.773,3.63672,vmcache,32,1000,tpcc,2048,94.4725,39.8171,225,60972,931,1,2177.57
97,29420,262.098,0,vmcache,32,1000,tpcc,2048,94.9547,40.0155,240,0,0,1,0
98,27322,244.621,7.625,vmcache,32,1000,tpcc,2048,94.7004,40.5414,239,57004,1952,1,2192.46
99,27316,244.035,3.99609,vmcache,32,1000,tpcc,2048,94.4651,41.0621,224,56397,1023,1,2169.12
100,29925,262.473,0,vmcache,32,1000,tpcc,2048,94.9504,41.26,263,0,0,1,0
101,27863,243.758,5.98438,vmcache,32,1000,tpcc,2048,94.7392,41.7675,253,54153,1532,1,2166.12
102,28439,247.523,4.28516,vmcache,32,1000,tpcc,2048,94.5169,42.2887,249,56016,1097,1,2154.46
103,30554,261.473,2.73438,vmcache,32,1000,tpcc,2048,94.9933,42.4865,283,0,700,1,0
104,28716,246.699,0.25,vmcache,32,1000,tpcc,2048,94.675,43.061,262,65076,64,1,2169.2
105,28611,245.672,1.98438,vmcache,32,1000,tpcc,2048,94.4756,43.572,244,54321,508,1,2172.84
106,31400,263.441,0,vmcache,32,1000,tpcc,2048,94.963,43.7718,254,0,0,1,0
107,29294,246.652,4.64062,vmcache,32,1000,tpcc,2048,94.7373,44.2928,275,56231,1188,1,2162.73
108,29613,246.145,4.42188,vmcache,32,1000,tpcc,2048,94.4885,44.8252,268,57953,1132,1,2146.41
109,31958,262.457,0,vmcache,32,1000,tpcc,2048,94.9758,45.0233,289,0,0,1,0
110,30593,249.145,3.14062,vmcache,32,1000,tpcc,2048,94.8842,45.4842,268,45633,804,1,2173
111,30656,245.496,6.23438,vmcache,32,1000,tpcc,2048,94.6818,45.9897,263,53586,1596,1,2143.44
112,29684,239.434,5.60547,vmcache,32,1000,tpcc,2048,94.4686,46.492,248,53814,1435,1,2152.56
113,32902,262.52,0,vmcache,32,1000,tpcc,2048,94.9603,46.6892,266,0,0,1,0
114,30956,246.77,4.49219,vmcache,32,1000,tpcc,2048,94.7346,47.2117,237,56230,1150,1,2162.69
115,31440,246.168,5.74219,vmcache,32,1000,tpcc,2048,94.5912,47.6919,237,49294,1470,1,2143.22
116,31587,245.684,2.5625,vmcache,32,1000,tpcc,2048,94.3563,48.2206,224,57533,656,1,2130.85
117,34022,263.281,0,vmcache,32,1000,tpcc,2048,94.8491,48.4203,273,0,0,1,0
