vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=1024,mode=0] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2111,234.508,14.3164,vmcache,32,1000,tpcc,1024,95.0004,0.342643,153,27498,39382524,1,1249.91
1,2001,186.902,3.52344,vmcache,32,1000,tpcc,1024,94.8843,0.674009,157,32006,2013,1,1280.24
2,1975,178.199,9.10938,vmcache,32,1000,tpcc,1024,94.7663,0.991261,163,30413,2332,1,1267.21
3,1962,166.133,7.29297,vmcache,32,1000,tpcc,1024,94.984,1.12504,160,1308,1867,1,1308
4,2888,227.051,0,vmcache,32,1000,tpcc,1024,94.8894,1.51942,231,37426,0,1,1290.55
5,2051,136.617,10.3047,vmcache,32,1000,tpcc,1024,94.6701,1.82244,150,33612,2638,1,1292.77
6,2948,222.977,5.19531,vmcache,32,1000,tpcc,1024,94.9986,1.99137,262,0,1330,1,0
7,2764,188,0.28125,vmcache,32,1000,tpcc,1024,94.8397,2.35845,202,37910,72,1,1263.67
8,1748,124.07,8.21484,vmcache,32,1000,tpcc,1024,94.763,2.5743,151,20499,2103,1,1281.19
9,3869,259.793,0,vmcache,32,1000,tpcc,1024,94.9846,2.86189,373,15449,0,1,1287.42
10,1591,97.457,10.2383,vmcache,32,1000,tpcc,1024,94.6644,3.15586,138,36857,2621,1,1270.93
11,3729,222.355,4.46875,vmcache,32,1000,tpcc,1024,94.9993,3.32501,294,0,858,1,0
12,2804,156.875,1.19922,vmcache,32,1000,tpcc,1024,94.8292,3.64767,237,34352,593,1,1272.3
13,2575,153.254,8.71875,vmcache,32,1000,tpcc,1024,94.7434,3.91312,249,25405,2232,1,1270.25
14,3700,200.348,5.53516,vmcache,32,1000,tpcc,1024,94.9974,4.08621,286,3761,1417,1,1253.67
15,3737,175.816,1.34375,vmcache,32,1000,tpcc,1024,94.8643,4.42219,243,34226,344,1,1267.63
16,2230,106.418,9.00391,vmcache,32,1000,tpcc,1024,94.8074,4.60128,147,16540,2305,1,1272.31
17,4572,229.441,0,vmcache,32,1000,tpcc,1024,94.93,4.89437,348,20153,0,1,1259.56
18,2960,131.625,9.37109,vmcache,32,1000,tpcc,1024,94.7337,5.18202,209,31628,2399,1,1265.12
19,4011,179.977,7.60547,vmcache,32,1000,tpcc,1024,95.0001,5.31737,288,0,1715,1,0
20,4360,195.387,0,vmcache,32,1000,tpcc,1024,94.8936,5.67209,302,34788,232,1,1242.43
21,2625,110.41,7.53516,vmcache,32,1000,tpcc,1024,94.6902,5.93347,183,29910,1929,1,1246.25
22,5833,242.848,3.05859,vmcache,32,1000,tpcc,1024,94.9941,6.15367,402,6212,783,1,1242.4
23,2332,99.8555,1.68359,vmcache,32,1000,tpcc,1024,94.7202,6.44307,167,35973,431,1,1240.45
24,4815,185.117,5.66797,vmcache,32,1000,tpcc,1024,94.9992,6.58303,322,0,1451,1,0
25,4607,179.953,1.71875,vmcache,32,1000,tpcc,1024,94.9133,6.90349,300,31263,440,1,1250.52
26,2355,88.1289,6.625,vmcache,32,1000,tpcc,1024,94.6517,7.16137,135,32140,1696,1,1236.15
27,6572,244.379,5.76953,vmcache,32,1000,tpcc,1024,94.9864,7.36617,415,3686,1477,1,1228.67
28,3306,122.367,2.72656,vmcache,32,1000,tpcc,1024,94.7785,7.6569,212,33397,698,1,1236.93
29,4550,148.148,6.66016,vmcache,32,1000,tpcc,1024,94.9985,7.76821,252,0,1705,1,0
30,5344,190.387,0,vmcache,32,1000,tpcc,1024,94.8804,8.1241,323,35860,0,1,1236.55
31,3862,129.309,6.20703,vmcache,32,1000,tpcc,1024,94.7193,8.39732,198,29501,1589,1,1229.21
32,5841,196.785,6.99609,vmcache,32,1000,tpcc,1024,94.9983,8.55433,339,1271,1791,1,1271
33,3782,132.02,0.285156,vmcache,32,1000,tpcc,1024,94.7745,8.87193,239,36652,73,1,1221.73
34,4917,153.793,9.57812,vmcache,32,1000,tpcc,1024,94.9249,9.02267,282,5920,2452,1,1184
35,6704,212.723,4.39453,vmcache,32,1000,tpcc,1024,94.9934,9.31461,356,22062,1125,1,1225.67
36,4380,137.348,4.18359,vmcache,32,1000,tpcc,1024,94.8249,9.6077,212,31738,1071,1,1220.69
37,4257,128.625,7.87109,vmcache,32,1000,tpcc,1024,94.8358,9.79165,207,14698,2015,1,1224.83
38,8015,236.281,0,vmcache,32,1000,tpcc,1024,94.9721,10.094,424,20846,0,1,1226.24
39,3978,118.73,4.96094,vmcache,32,1000,tpcc,1024,94.745,10.3859,217,34053,1270,1,1216.18
40,5939,170.023,8.39453,vmcache,32,1000,tpcc,1024,95.0001,10.5144,327,0,1775,1,0
41,7182,196.801,0,vmcache,32,1000,tpcc,1024,94.9257,10.8583,344,32926,374,1,1219.48
42,3745,102.758,6.35938,vmcache,32,1000,tpcc,1024,94.6426,11.1515,165,36165,1628,1,1205.5
43,8164,222.516,3.75,vmcache,32,1000,tpcc,1024,94.9957,11.3189,354,0,960,1,0
44,4287,108.07,1.51172,vmcache,32,1000,tpcc,1024,94.7482,11.6108,193,35333,387,1,1218.38
45,6585,167.898,8.03516,vmcache,32,1000,tpcc,1024,95.0001,11.7378,302,0,1912,1,0
46,7443,185.637,0,vmcache,32,1000,tpcc,1024,94.9015,12.0787,326,33658,145,1,1202.07
47,4024,92.1719,7.40234,vmcache,32,1000,tpcc,1024,94.683,12.322,129,29146,1895,1,1214.42
48,9259,221.77,3.625,vmcache,32,1000,tpcc,1024,94.9952,12.5103,379,3591,928,1,1197
49,5593,133.168,2.47656,vmcache,32,1000,tpcc,1024,94.8241,12.8024,217,32169,634,1,1191.44
50,5381,118.895,6.40234,vmcache,32,1000,tpcc,1024,94.8596,12.9631,188,11834,1639,1,1183.4
51,9321,207.648,0,vmcache,32,1000,tpcc,1024,94.9275,13.2573,347,23000,0,1,1210.53
52,4639,102.688,9.62891,vmcache,32,1000,tpcc,1024,94.698,13.5199,177,31147,2465,1,1197.96
53,8855,191.098,5.75781,vmcache,32,1000,tpcc,1024,94.9951,13.6647,302,0,1474,1,0
54,6579,145.777,0.289062,vmcache,32,1000,tpcc,1024,94.8029,13.991,228,36174,74,1,1205.8
55,6425,128.434,6.03906,vmcache,32,1000,tpcc,1024,94.9309,14.1218,190,5795,1546,1,1159
56,10413,218.039,0,vmcache,32,1000,tpcc,1024,94.9969,14.4347,352,25074,0,1,1194
57,4098,84.8398,6.88672,vmcache,32,1000,tpcc,1024,94.7246,14.6948,142,32955,1763,1,1176.96
58,8895,173.191,4.96484,vmcache,32,1000,tpcc,1024,94.9975,14.8261,241,0,1271,1,0
59,8836,168.273,0.574219,vmcache,32,1000,tpcc,1024,94.9091,15.137,240,30828,147,1,1185.69
60,5537,110.328,7.61719,vmcache,32,1000,tpcc,1024,94.6867,15.4118,150,32216,1950,1,1193.19
61,10751,195.094,4.78125,vmcache,32,1000,tpcc,1024,95.0001,15.5596,250,0,1074,1,0
62,9562,173.941,0,vmcache,32,1000,tpcc,1024,94.9529,15.8598,217,28334,150,1,1180.58
63,7153,125.895,7.12109,vmcache,32,1000,tpcc,1024,94.787,16.133,147,29813,1823,1,1192.52
64,8138,138.496,6.49609,vmcache,32,1000,tpcc,1024,94.8614,16.3072,167,11761,1663,1,1176.1
65,12690,217.559,0,vmcache,32,1000,tpcc,1024,94.9969,16.5871,221,19186,0,1,1199.12
66,3880,66.9023,6.82031,vmcache,32,1000,tpcc,1024,94.651,16.8564,104,36714,1746,1,1184.32
67,13052,217.188,8.01953,vmcache,32,1000,tpcc,1024,95.0002,17.0211,202,0,1382,1,0
68,9686,159.004,1.48828,vmcache,32,1000,tpcc,1024,94.9055,17.317,182,29499,1052,1,1179.96
69,8059,130.602,10.5117,vmcache,32,1000,tpcc,1024,94.7409,17.5925,119,29315,2691,1,1172.6
70,9992,160.301,3.16016,vmcache,32,1000,tpcc,1024,94.9997,17.7148,146,0,809,1,0
71,10652,169.598,0,vmcache,32,1000,tpcc,1024,94.8552,18.0594,144,36149,0,1,1166.1
72,6461,97.7148,5.69141,vmcache,32,1000,tpcc,1024,94.7958,18.2374,88,17481,1457,1,1165.4
73,14406,220.496,0,vmcache,32,1000,tpcc,1024,94.9603,18.5099,186,17735,0,1,1182.33
74,7974,121.375,6.82422,vmcache,32,1000,tpcc,1024,94.77,18.79,104,31584,1747,1,1169.78
75,9723,144.195,5.78125,vmcache,32,1000,tpcc,1024,94.9983,18.899,91,0,1480,1,0
76,12328,180.77,0,vmcache,32,1000,tpcc,1024,94.9202,19.2289,127,32595,0,1,1164.11
77,8321,121.152,6.83984,vmcache,32,1000,tpcc,1024,94.7279,19.5097,85,31583,1751,1,1169.74
78,11535,166.371,4.35938,vmcache,32,1000,tpcc,1024,94.9998,19.6352,112,0,1116,1,0
79,11260,160.641,0.320312,vmcache,32,1000,tpcc,1024,94.8567,19.9652,99,34950,82,1,1165
80,7353,104.691,3.78516,vmcache,32,1000,tpcc,1024,94.6949,20.2094,66,27699,969,1,1154.12
81,16232,227.32,4.16797,vmcache,32,1000,tpcc,1024,94.989,20.4233,154,6997,995,1,1166.17
82,7406,105.41,2.55469,vmcache,32,1000,tpcc,1024,94.7546,20.7062,73,34017,726,1,1173
83,10907,149.551,4.12891,vmcache,32,1000,tpcc,1024,94.9986,20.8198,96,0,1057,1,0
84,10712,146.805,0.53125,vmcache,32,1000,tpcc,1024,94.8513,21.1299,88,33451,136,1,1153.48
85,8446,110.156,8.79297,vmcache,32,1000,tpcc,1024,94.7963,21.3219,71,18278,2251,1,1142.38
86,15615,210.504,4.70312,vmcache,32,1000,tpcc,1024,94.9931,21.5572,138,12681,1204,1,1152.82
87,8740,121.031,1.08203,vmcache,32,1000,tpcc,1024,94.8032,21.846,77,33087,277,1,1140.93
88,9850,129.336,5.72266,vmcache,32,1000,tpcc,1024,94.7882,22.0543,85,18502,1465,1,1156.38
89,15979,211.414,3.22656,vmcache,32,1000,tpcc,1024,94.9912,22.2908,140,12676,826,1,1152.36
90,9127,121.375,1.08203,vmcache,32,1000,tpcc,1024,94.8129,22.5745,112,32135,277,1,1147.68
91,9449,121.984,4.94922,vmcache,32,1000,tpcc,1024,94.7236,22.8093,78,23968,1267,1,1141.33
92,16167,210.379,3.66406,vmcache,32,1000,tpcc,1024,94.9939,23.01,162,6935,938,1,1155.83
93,9044,114.965,2.06641,vmcache,32,1000,tpcc,1024,94.7911,23.295,88,33177,529,1,1144.03
94,10758,135.047,6.73828,vmcache,32,1000,tpcc,1024,94.7459,23.5271,103,21764,1725,1,1145.47
95,16415,207.242,4.00391,vmcache,32,1000,tpcc,1024,94.9977,23.7312,153,8019,1025,1,1145.57
96,6727,86.7305,1.19141,vmcache,32,1000,tpcc,1024,94.7217,24.0084,65,35429,305,1,1142.87
97,13675,170.574,5.66406,vmcache,32,1000,tpcc,1024,94.9993,24.1383,155,0,1450,1,0
98,13867,172.242,0.285156,vmcache,32,1000,tpcc,1024,94.9021,24.4675,135,33395,73,1,1151.55
99,8900,108.387,5.48828,vmcache,32,1000,tpcc,1024,94.6684,24.753,89,34060,1405,1,1135.33
100,15965,196.656,5.73047,vmcache,32,1000,tpcc,1024,94.9964,24.9013,157,0,1385,1,0
101,11014,136.309,0.558594,vmcache,32,1000,tpcc,1024,94.8348,25.2034,92,33334,225,1,1149.45
102,10567,126.125,6.5,vmcache,32,1000,tpcc,1024,94.7231,25.4549,95,26232,1664,1,1140.52
103,17166,207.133,2.57422,vmcache,32,1000,tpcc,1024,94.9975,25.6522,134,6893,659,1,1148.83
104,9384,114.141,0.605469,vmcache,32,1000,tpcc,1024,94.7916,25.9413,80,33895,155,1,1129.83
105,10990,131.566,5.69531,vmcache,32,1000,tpcc,1024,94.7783,26.1545,81,19081,1458,1,1122.41
106,17415,209.09,5.30078,vmcache,32,1000,tpcc,1024,94.993,26.3816,167,11529,1357,1,1152.9
107,11302,137.473,3.57812,vmcache,32,1000,tpcc,1024,94.8735,26.6612,106,29450,916,1,1132.69
