vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=4096,mode=0] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,3003,330.312,5.67188,vmcache,32,1000,tpcc,4096,94.0088,0.991261,244,124387,39381407,1,5182.79
1,3870,340.215,0,vmcache,32,1000,tpcc,4096,94.5328,1.24885,301,0,0,1,0
2,4003,313.848,5.65234,vmcache,32,1000,tpcc,4096,94.9995,1.48659,301,0,1447,1,0
3,3918,286.234,0.832031,vmcache,32,1000,tpcc,4096,93.963,2.44145,344,123764,213,1,5156.83
4,4259,302.738,0,vmcache,32,1000,tpcc,4096,94.4328,2.6703,332,0,0,1,0
5,4424,298.738,0,vmcache,32,1000,tpcc,4096,94.8982,2.89551,387,0,0,1,0
6,4138,252.406,6.17969,vmcache,32,1000,tpcc,4096,93.6962,3.87453,349,132410,1582,1,5092.69
7,4985,295.031,0,vmcache,32,1000,tpcc,4096,94.1549,4.09877,452,0,0,1,0
8,5098,292.434,0,vmcache,32,1000,tpcc,4096,94.6138,4.3194,474,0,0,1,0
9,5212,257.27,6.92188,vmcache,32,1000,tpcc,4096,94.9991,4.5132,369,0,1772,1,0
10,6001,283.746,0,vmcache,32,1000,tpcc,4096,94.0631,5.41956,417,115999,0,1,5043.43
11,6480,285.5,0,vmcache,32,1000,tpcc,4096,94.5186,5.63396,480,0,0,1,0
12,6217,283.391,0,vmcache,32,1000,tpcc,4096,94.9696,5.84763,508,0,0,1,0
13,5797,246.793,8.58594,vmcache,32,1000,tpcc,4096,93.9032,6.7504,400,120394,2198,1,5016.42
14,7044,282.82,0,vmcache,32,1000,tpcc,4096,94.3563,6.96365,496,0,0,1,0
15,7472,280.773,0,vmcache,32,1000,tpcc,4096,94.8054,7.17643,495,0,0,1,0
16,6604,244.16,8.23047,vmcache,32,1000,tpcc,4096,93.6988,8.09767,414,123857,2107,1,4954.28
17,7883,279.617,0,vmcache,32,1000,tpcc,4096,94.1503,8.30836,491,0,0,1,0
18,7930,279.797,0,vmcache,32,1000,tpcc,4096,94.6002,8.5197,493,0,0,1,0
19,7518,258.594,6.58203,vmcache,32,1000,tpcc,4096,94.9989,8.71403,457,0,1685,1,0
20,8055,256.746,0,vmcache,32,1000,tpcc,4096,93.9539,9.63812,430,122495,0,1,4899.8
21,8702,277.387,0,vmcache,32,1000,tpcc,4096,94.4016,9.84817,496,0,0,1,0
22,8758,276.77,0,vmcache,32,1000,tpcc,4096,94.8518,10.0565,466,0,0,1,0
23,8548,239.305,6.33594,vmcache,32,1000,tpcc,4096,93.7113,10.9924,388,126783,1622,1,4876.27
24,9539,276.031,0,vmcache,32,1000,tpcc,4096,94.1615,11.2002,497,0,0,1,0
25,9707,275.305,0,vmcache,32,1000,tpcc,4096,94.6119,11.4069,477,0,0,1,0
26,9214,246.453,5.46484,vmcache,32,1000,tpcc,4096,95,11.5922,425,0,1399,1,0
27,10105,259.816,0.253906,vmcache,32,1000,tpcc,4096,93.7496,12.6261,394,140413,65,1,4841.83
28,11584,273.289,0,vmcache,32,1000,tpcc,4096,94.2024,12.8307,445,0,0,1,0
