vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=64,mode=0] exmap:0
space: 180.621 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=0.5
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,2253,253.629,61.707,vmcache,32,1000,tpcc,64,94.9922,0.297004,192,17565,39395382,1,74.1139,11514,495035294,67108864
1,2505,234.871,58.8477,vmcache,32,1000,tpcc,64,94.9854,0.569189,176,15812,15065,1,74.2347,11260,500634620,67108864
2,2611,228.664,52.7148,vmcache,32,1000,tpcc,64,94.9977,0.831884,193,14935,13495,1,73.9356,11586,549765860,67108864
3,2963,222.758,65.3125,vmcache,32,1000,tpcc,64,94.9914,1.08463,259,14108,15236,1,74.2526,12140,492747952,67108864
4,2947,218.891,53.7969,vmcache,32,1000,tpcc,64,95.0004,1.33164,235,13601,13989,1,74.3224,11172,528092966,67108864
5,2944,216.508,58.9141,vmcache,32,1000,tpcc,64,95.0004,1.57182,265,13015,15295,1,73.5311,11400,483666074,67108864
6,2988,210.215,51.1562,vmcache,32,1000,tpcc,64,94.9885,1.81551,252,14209,14150,1,74.0052,11148,517616518,67108864
7,2936,207.066,53.9219,vmcache,32,1000,tpcc,64,94.9988,2.05193,233,13434,12703,1,73.4098,11376,488514810,67108864
8,3358,210.801,50.9297,vmcache,32,1000,tpcc,64,94.99,2.29545,269,14009,14139,1,74.1217,10902,530267768,67108864
9,3542,205.32,52.6914,vmcache,32,1000,tpcc,64,95.0004,2.53326,268,14099,12173,1,74.5979,10414,482148284,67108864
10,3541,203.066,48.3359,vmcache,32,1000,tpcc,64,94.9792,2.77436,293,14709,13690,1,73.9146,11708,518196072,67108864
11,3444,210.203,58.0039,vmcache,32,1000,tpcc,64,95.0004,3.00485,317,12194,13814,1,73.903,8720,473880050,67108864
12,3791,196.941,43.3047,vmcache,32,1000,tpcc,64,94.9905,3.24677,287,15756,11158,1,73.2837,10846,441529348,67108864
13,4241,199.797,45.8164,vmcache,32,1000,tpcc,64,94.9789,3.48738,317,15107,12372,1,75.1592,10124,448368594,67108864
14,4114,204.352,51.0234,vmcache,32,1000,tpcc,64,94.9843,3.72053,322,13121,13382,1,74.1299,11020,501418912,67108864
15,4687,206.844,53.8555,vmcache,32,1000,tpcc,64,95,3.9509,307,12556,13787,1,75.1856,10052,444869386,33554432
16,4389,199.906,56.207,vmcache,32,1000,tpcc,64,94.9817,4.18374,336,13933,14389,1,73.7196,9722,439840422,67108864
17,4423,203.949,50.1875,vmcache,32,1000,tpcc,64,94.9978,4.41505,363,13032,12848,1,73.6271,10230,413498360,67108864
18,4640,196.449,52.207,vmcache,32,1000,tpcc,64,94.9995,4.64568,322,13834,12290,1,74.3763,10112,407367698,67108864
19,4938,202.434,54.4961,vmcache,32,1000,tpcc,64,94.9879,4.87627,346,13248,15026,1,74.427,10546,403641020,33554432
20,5083,199.516,53.7539,vmcache,32,1000,tpcc,64,95.0004,5.10569,339,13343,12572,1,73.7182,9756,388631106,33554432
21,5163,196.695,50.4609,vmcache,32,1000,tpcc,64,94.9767,5.3396,298,14350,14107,1,74.3523,9226,414210722,33554432
22,5186,200.703,51.4883,vmcache,32,1000,tpcc,64,94.9905,5.56688,356,12996,13181,1,74.2629,10112,372565984,33554432
23,5452,199.191,56.8906,vmcache,32,1000,tpcc,64,95.0004,5.79466,316,12925,13039,1,73.4375,9662,363480904,33554432
24,6063,199.59,55.1055,vmcache,32,1000,tpcc,64,94.9854,6.02092,315,12788,15632,1,73.4943,9702,358481754,33554432
25,5207,198.355,47.25,vmcache,32,1000,tpcc,64,94.9953,6.25277,357,13795,12096,1,73.3777,10188,366702804,33554432
26,5926,197.082,59.293,vmcache,32,1000,tpcc,64,94.9781,6.47985,330,13069,15012,1,73.0112,9870,346491048,33554432
27,5565,192.805,45.2109,vmcache,32,1000,tpcc,64,94.984,6.71256,347,14498,10975,1,73.9694,10972,345532094,33554432
28,6063,196.711,48.9297,vmcache,32,1000,tpcc,64,94.9842,6.94059,343,13456,13292,1,73.9341,10136,379420596,33554432
29,6315,198.344,56.7227,vmcache,32,1000,tpcc,64,95.0004,7.16474,331,12563,13118,1,73.4678,10394,370770956,33554432
30,6176,197.238,52.1016,vmcache,32,1000,tpcc,64,94.984,7.39371,326,13641,14741,1,74.1359,9652,335762920,33554432
31,6468,197.441,48.7266,vmcache,32,1000,tpcc,64,94.9961,7.62265,320,13320,12474,1,73.1868,9746,310057226,33554432
32,6677,194.297,53.7227,vmcache,32,1000,tpcc,64,95.0004,7.8493,326,13404,12700,1,74.4667,10752,361237842,33554432
33,6819,195.484,49.957,vmcache,32,1000,tpcc,64,94.9813,8.08278,340,14335,13842,1,73.8918,9266,352593744,33554432
34,6969,201.266,60.5664,vmcache,32,1000,tpcc,64,95.0003,8.30282,345,11324,14463,1,73.0581,9860,326317820,33554432
35,6756,191.914,54.0273,vmcache,32,1000,tpcc,64,94.983,8.52839,314,13480,14148,1,74.0659,10406,317173786,33554432
36,7283,195.941,56.125,vmcache,32,1000,tpcc,64,94.9877,8.74419,331,11479,15093,1,73.1146,10856,334349836,33554432
37,7082,190.352,49.4648,vmcache,32,1000,tpcc,64,94.989,8.96747,329,13302,12663,1,73.4917,10650,348593752,33554432
38,7543,184.113,43.793,vmcache,32,1000,tpcc,64,94.9805,9.19516,331,14904,11211,1,73.7822,9378,344407098,33554432
39,7711,191.102,52.5117,vmcache,32,1000,tpcc,64,94.9859,9.41324,315,12487,13443,1,73.4529,10700,325763008,16777216
40,7822,190.461,50.9727,vmcache,32,1000,tpcc,64,94.9937,9.63205,311,12710,13049,1,73.046,10520,302619020,33554432
41,7922,186.871,43.7969,vmcache,32,1000,tpcc,64,94.9957,9.85909,321,14518,11212,1,73.3232,9786,321268404,33554432
42,8237,188.199,53.2148,vmcache,32,1000,tpcc,64,95.0004,10.0787,267,13048,12657,1,73.3034,8834,296530040,16777216
43,8367,186.383,49.8867,vmcache,32,1000,tpcc,64,94.9972,10.3004,287,13674,12501,1,73.5161,10264,317864604,16777216
44,8651,189.688,53.5273,vmcache,32,1000,tpcc,64,94.9821,10.5222,312,13054,14396,1,73.7514,10426,234046958,16777216
45,8782,189.301,49.3477,vmcache,32,1000,tpcc,64,94.9789,10.7446,284,13345,13176,1,74.1389,8740,298865308,16777216
46,8680,186.977,45.7461,vmcache,32,1000,tpcc,64,94.9812,10.9701,271,14154,11711,1,72.9588,10168,250930008,16777216
47,9119,190.254,51.7969,vmcache,32,1000,tpcc,64,94.9903,11.1881,279,12591,13260,1,73.6316,10164,306456114,16777216
48,9447,188.094,49.0742,vmcache,32,1000,tpcc,64,94.9955,11.4093,237,13339,12563,1,73.2912,9076,235471806,16777216
49,9749,188.902,59.6992,vmcache,32,1000,tpcc,64,94.9942,11.6263,242,12425,14064,1,73.5207,10338,222962900,16777216
50,9763,189.328,52.2773,vmcache,32,1000,tpcc,64,94.9803,11.8472,247,13034,14602,1,72.8156,8590,212325050,16777216
51,10256,187.391,47.2266,vmcache,32,1000,tpcc,64,94.984,12.0721,210,13848,12090,1,73.6596,9870,210708080,16777216
52,10034,187.828,50.7617,vmcache,32,1000,tpcc,64,95.0003,12.2911,235,13064,12093,1,72.9832,9502,248756716,16777216
53,10608,185.055,51.5352,vmcache,32,1000,tpcc,64,94.9834,12.5145,189,14105,13486,1,73.4635,9984,223685020,16777216
54,10742,187.414,47.6445,vmcache,32,1000,tpcc,64,94.9845,12.7371,189,13495,12806,1,73.7432,8580,199831360,16777216
55,10758,188.195,50.3984,vmcache,32,1000,tpcc,64,94.9924,12.9569,192,13061,12902,1,74.2102,10322,248400348,16777216
56,11311,189.059,50.1914,vmcache,32,1000,tpcc,64,94.9999,13.179,170,13125,12849,1,74.1525,9690,226708482,16777216
57,10869,181.812,50.6055,vmcache,32,1000,tpcc,64,94.9894,13.4031,167,14588,12092,1,72.5771,9174,193614996,16777216
58,11299,184.141,46.6328,vmcache,32,1000,tpcc,64,94.9753,13.6285,172,14255,12801,1,73.4794,9420,223157002,16777216
59,11561,187.648,48.7383,vmcache,32,1000,tpcc,64,94.9847,13.8499,168,13373,12477,1,73.478,8970,219345994,16777216
60,11924,190.254,50.4961,vmcache,32,1000,tpcc,64,94.9989,14.0712,157,12819,12927,1,73.2514,9222,190113464,16777216
61,11882,183.816,56.7344,vmcache,32,1000,tpcc,64,94.9779,14.2902,139,13552,14524,1,73.6522,8890,147367228,16777216
62,11902,187.645,46.7461,vmcache,32,1000,tpcc,64,94.9935,14.5128,139,13551,11967,1,73.2486,9554,178222524,16777216
63,12430,185.523,50.3789,vmcache,32,1000,tpcc,64,95.0004,14.736,140,13799,12031,1,73.3989,9948,134552846,16777216
64,12771,186.016,55.3672,vmcache,32,1000,tpcc,64,94.9779,14.9566,124,13321,15040,1,74.0056,9236,168638976,16777216
65,12389,187.238,47.7031,vmcache,32,1000,tpcc,64,94.9913,15.1786,121,13500,12212,1,73.3696,9774,153179542,8388608
66,12988,186.336,46.7969,vmcache,32,1000,tpcc,64,94.9991,15.4035,111,13839,11980,1,72.4555,10060,153783506,8388608
67,12684,183.246,53.5781,vmcache,32,1000,tpcc,64,94.9795,15.627,111,14355,13716,1,72.868,9896,197674424,16777216
68,13302,191.082,55.6875,vmcache,32,1000,tpcc,64,94.9979,15.8411,118,11609,14256,1,73.0126,9696,119182920,8388608
69,13192,185.75,58.4219,vmcache,32,1000,tpcc,64,94.9786,16.0611,104,13258,14956,1,73.6556,8804,112680288,16777216
70,13305,188.309,49.7188,vmcache,32,1000,tpcc,64,94.9977,16.2797,111,12929,12728,1,73.0452,8952,109786962,8388608
71,13739,183.301,54.3477,vmcache,32,1000,tpcc,64,94.978,16.5028,115,14130,13913,1,72.4615,8548,110316144,8388608
72,13755,190.527,52.5977,vmcache,32,1000,tpcc,64,94.9973,16.7208,127,12241,13465,1,72.8631,8892,102137176,8388608
73,13387,182.848,52.8867,vmcache,32,1000,tpcc,64,94.979,16.9448,138,14309,13539,1,72.2677,9474,100996244,8388608
74,13379,187.562,48.293,vmcache,32,1000,tpcc,64,94.9934,17.1675,139,13449,12363,1,73.0924,9626,114072906,8388608
75,14235,186.996,59.1602,vmcache,32,1000,tpcc,64,94.9801,17.3865,134,12965,15145,1,73.2486,8580,91736116,8388608
76,13526,184.918,44.4219,vmcache,32,1000,tpcc,64,94.9934,17.6115,131,14364,11372,1,73.2857,9524,111958486,8388608
