vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=1,batch_sz=4096,mode=0] exmap:0
space: 180.626 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,55,12.5586,6.11719,vmcache,32,1000,tpcc,4096,95,0.00969172,5,0,39382408,1,0
1,2717,290.398,0,vmcache,32,1000,tpcc,4096,93.9602,0.972891,201,124432,0,1,5184.67
2,3573,320.617,0,vmcache,32,1000,tpcc,4096,94.4516,1.21683,279,0,0,1,0
3,3746,307.395,0,vmcache,32,1000,tpcc,4096,94.9251,1.44979,307,0,0,1,0
4,915,66.8945,9.17188,vmcache,32,1000,tpcc,4096,95,1.50068,62,0,2348,1,0
5,1101,77.8906,0,vmcache,32,1000,tpcc,4096,93.5223,2.35876,77,134105,0,1,5157.88
6,3705,279.418,0,vmcache,32,1000,tpcc,4096,93.8932,2.60073,327,5115,0,1,5115
7,4023,272.355,0,vmcache,32,1000,tpcc,4096,94.3164,2.80639,303,0,0,1,0
8,4074,274.211,0,vmcache,32,1000,tpcc,4096,94.7437,3.01316,334,0,0,1,0
9,2766,173.184,5.01562,vmcache,32,1000,tpcc,4096,94.9998,3.14332,243,0,1284,1,0
10,1115,56.3828,0,vmcache,32,1000,tpcc,4096,93.6356,3.91216,84,121890,0,1,5078.75
11,4508,268.297,0,vmcache,32,1000,tpcc,4096,94.0552,4.11472,401,0,0,1,0
12,4647,266.5,0,vmcache,32,1000,tpcc,4096,94.4717,4.31651,438,0,0,1,0
13,5555,270.18,0,vmcache,32,1000,tpcc,4096,94.8979,4.52041,394,0,0,1,0
14,1561,80.7305,9.06641,vmcache,32,1000,tpcc,4096,94.9988,4.58072,106,0,2321,1,0
15,2237,110.289,0,vmcache,32,1000,tpcc,4096,93.6738,5.41356,167,125892,0,1,5035.68
16,5660,258.727,0,vmcache,32,1000,tpcc,4096,94.0845,5.60843,430,0,0,1,0
17,5644,259.332,0,vmcache,32,1000,tpcc,4096,94.497,5.80368,475,0,0,1,0
18,5868,259.062,0,vmcache,32,1000,tpcc,4096,94.9099,5.9989,444,0,0,1,0
19,1505,66.2383,4.65234,vmcache,32,1000,tpcc,4096,95,6.0494,121,0,1191,1,0
20,611,26.3711,0,vmcache,32,1000,tpcc,4096,93.4928,6.84392,31,129944,0,1,4997.85
21,6018,251.293,0,vmcache,32,1000,tpcc,4096,93.7765,7.09213,438,9966,0,1,4983
22,6833,254.664,0,vmcache,32,1000,tpcc,4096,94.1871,7.28379,426,0,0,1,0
23,6627,255.746,0,vmcache,32,1000,tpcc,4096,94.5964,7.4771,451,0,0,1,0
24,7060,251.676,3.95312,vmcache,32,1000,tpcc,4096,94.9916,7.66616,422,0,1012,1,0
25,248,10.9219,3.06641,vmcache,32,1000,tpcc,4096,94.9997,7.67434,22,0,785,1,0
26,2621,90.7383,0,vmcache,32,1000,tpcc,4096,93.4991,8.56637,143,138239,0,1,4937.11
