vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 exmap:0
space: 180.625 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
47,51550,574.059,496.98,vmcache,32,1000,tpcc,64
48,52059,572.629,489.078,vmcache,32,1000,tpcc,64
49,52714,576.344,465.129,vmcache,32,1000,tpcc,64
50,53772,581.371,465.188,vmcache,32,1000,tpcc,64
51,56226,604.535,470.453,vmcache,32,1000,tpcc,64
52,57072,609.848,460.648,vmcache,32,1000,tpcc,64
53,52909,562.461,418.887,vmcache,32,1000,tpcc,64
54,56076,594.48,424.812,vmcache,32,1000,tpcc,64
55,58549,614.434,432.379,vmcache,32,1000,tpcc,64
56,59406,624.309,429.477,vmcache,32,1000,tpcc,64
57,58962,611.211,428.207,vmcache,32,1000,tpcc,64
58,57580,604.25,436.332,vmcache,32,1000,tpcc,64
59,59947,617.992,458.461,vmcache,32,1000,tpcc,64
60,57269,591.855,447.461,vmcache,32,1000,tpcc,64
61,56575,583.383,455.805,vmcache,32,1000,tpcc,64
62,55068,570.035,462.68,vmcache,32,1000,tpcc,64
63,56781,586.992,478.57,vmcache,32,1000,tpcc,64
64,56522,586.484,489.406,vmcache,32,1000,tpcc,64
65,55151,567.105,482.941,vmcache,32,1000,tpcc,64
66,52207,541.945,467.336,vmcache,32,1000,tpcc,64
67,55037,566.867,502.719,vmcache,32,1000,tpcc,64
68,54422,563.852,502.43,vmcache,32,1000,tpcc,64
69,53986,549.512,501.484,vmcache,32,1000,tpcc,64
70,53400,557.086,511.395,vmcache,32,1000,tpcc,64
71,55786,569.855,523.457,vmcache,32,1000,tpcc,64
72,54954,558.902,520.84,vmcache,32,1000,tpcc,64
73,52173,539.648,505.566,vmcache,32,1000,tpcc,64
74,52481,540.883,505.496,vmcache,32,1000,tpcc,64
75,53873,559.34,515.641,vmcache,32,1000,tpcc,64
76,55237,566.789,534.727,vmcache,32,1000,tpcc,64
77,54401,553.598,512.918,vmcache,32,1000,tpcc,64
78,52910,545.254,512.453,vmcache,32,1000,tpcc,64
79,52343,540.027,500.168,vmcache,32,1000,tpcc,64
80,53651,552.863,516.625,vmcache,32,1000,tpcc,64
81,51952,540.805,504.812,vmcache,32,1000,tpcc,64
82,53790,549.156,511.941,vmcache,32,1000,tpcc,64
83,54367,563.652,526.68,vmcache,32,1000,tpcc,64
84,54190,554.984,526.824,vmcache,32,1000,tpcc,64
85,52549,534.344,498.246,vmcache,32,1000,tpcc,64
86,52822,542.074,505.812,vmcache,32,1000,tpcc,64
87,54238,552.52,521.547,vmcache,32,1000,tpcc,64
88,54806,563.879,529.707,vmcache,32,1000,tpcc,64
89,53040,550.52,514.18,vmcache,32,1000,tpcc,64
90,52706,543.43,515.375,vmcache,32,1000,tpcc,64
91,51123,532.176,499.535,vmcache,32,1000,tpcc,64
92,53699,548.828,514.551,vmcache,32,1000,tpcc,64
93,52199,534.297,500.531,vmcache,32,1000,tpcc,64
94,53169,544.82,514.605,vmcache,32,1000,tpcc,64
95,55091,567.82,530.371,vmcache,32,1000,tpcc,64
96,54721,562.402,530.711,vmcache,32,1000,tpcc,64
97,51477,531.422,497.605,vmcache,32,1000,tpcc,64
98,52125,536.504,505.965,vmcache,32,1000,tpcc,64
99,54181,561.387,524.969,vmcache,32,1000,tpcc,64
100,55503,568.793,538.871,vmcache,32,1000,tpcc,64
101,53314,554.992,515.594,vmcache,32,1000,tpcc,64
102,53305,550.488,523.855,vmcache,32,1000,tpcc,64
103,52462,532.566,496.234,vmcache,32,1000,tpcc,64
104,54061,554.906,520.305,vmcache,32,1000,tpcc,64
105,52238,545.094,506.234,vmcache,32,1000,tpcc,64
106,54019,548.637,522.133,vmcache,32,1000,tpcc,64
107,54498,565.863,531.324,vmcache,32,1000,tpcc,64
108,54574,561.277,522.191,vmcache,32,1000,tpcc,64
109,52022,534.828,500.246,vmcache,32,1000,tpcc,64
110,51908,537.008,499.863,vmcache,32,1000,tpcc,64
111,54435,556.918,521.688,vmcache,32,1000,tpcc,64
112,54646,563.383,530.145,vmcache,32,1000,tpcc,64
113,53280,551.316,516.23,vmcache,32,1000,tpcc,64
114,53771,548.688,513.828,vmcache,32,1000,tpcc,64
115,50122,529.344,496.047,vmcache,32,1000,tpcc,64
116,53942,550.242,522.355,vmcache,32,1000,tpcc,64
117,52586,541.867,500.809,vmcache,32,1000,tpcc,64
118,53877,550.836,524.254,vmcache,32,1000,tpcc,64
119,54904,563.875,522.453,vmcache,32,1000,tpcc,64
120,54190,557.973,525.129,vmcache,32,1000,tpcc,64
121,51934,533.848,497.363,vmcache,32,1000,tpcc,64
122,51640,533.465,500.504,vmcache,32,1000,tpcc,64
123,53965,553.195,522.699,vmcache,32,1000,tpcc,64
124,54651,564.184,530.543,vmcache,32,1000,tpcc,64
125,52751,545.227,507.023,vmcache,32,1000,tpcc,64
126,52614,543.863,508.492,vmcache,32,1000,tpcc,64
127,51541,529.184,496.699,vmcache,32,1000,tpcc,64
128,52671,551.574,515.621,vmcache,32,1000,tpcc,64
129,53709,542.215,508.457,vmcache,32,1000,tpcc,64
130,52966,549.621,523.25,vmcache,32,1000,tpcc,64
131,55059,563.32,524.086,vmcache,32,1000,tpcc,64
132,54065,560.574,523.879,vmcache,32,1000,tpcc,64
133,51665,533.828,501.512,vmcache,32,1000,tpcc,64
134,51654,534.504,504.105,vmcache,32,1000,tpcc,64
135,53802,554.797,520.211,vmcache,32,1000,tpcc,64
136,54036,562.684,533.285,vmcache,32,1000,tpcc,64
137,53499,549.566,508.051,vmcache,32,1000,tpcc,64
138,52616,543.496,509.059,vmcache,32,1000,tpcc,64
139,52546,531.07,500.078,vmcache,32,1000,tpcc,64
140,52304,547.738,518.16,vmcache,32,1000,tpcc,64
141,51938,539.621,503.719,vmcache,32,1000,tpcc,64
142,54196,550.574,519.961,vmcache,32,1000,tpcc,64
143,54518,565.379,525.938,vmcache,32,1000,tpcc,64
144,54399,559.047,529.727,vmcache,32,1000,tpcc,64
145,51989,532.492,498.91,vmcache,32,1000,tpcc,64
146,52381,534.973,500.145,vmcache,32,1000,tpcc,64
147,53906,554.516,517.895,vmcache,32,1000,tpcc,64
148,54447,561.73,527.328,vmcache,32,1000,tpcc,64
149,53304,546.598,515.359,vmcache,32,1000,tpcc,64
150,52261,547.977,508.691,vmcache,32,1000,tpcc,64
151,50944,525.723,494.656,vmcache,32,1000,tpcc,64
152,54219,552.77,521.703,vmcache,32,1000,tpcc,64
153,51684,537.227,507.656,vmcache,32,1000,tpcc,64
154,53362,549.555,516.051,vmcache,32,1000,tpcc,64
155,54342,563.832,523.09,vmcache,32,1000,tpcc,64
156,54380,559.383,525.172,vmcache,32,1000,tpcc,64
157,51444,532.402,507.691,vmcache,32,1000,tpcc,64
158,52910,541.367,501.035,vmcache,32,1000,tpcc,64
159,54199,552.238,521.586,vmcache,32,1000,tpcc,64
160,54190,560.914,530.062,vmcache,32,1000,tpcc,64
161,52755,548.512,509.691,vmcache,32,1000,tpcc,64
162,53169,548.898,514.238,vmcache,32,1000,tpcc,64
163,53570,548.738,515.902,vmcache,32,1000,tpcc,64
164,53426,548.734,522.172,vmcache,32,1000,tpcc,64
165,52028,540.793,502.465,vmcache,32,1000,tpcc,64
166,52644,548.391,515.922,vmcache,32,1000,tpcc,64
167,54942,564.066,530.668,vmcache,32,1000,tpcc,64
168,53921,558.965,530.273,vmcache,32,1000,tpcc,64
169,50137,516.883,480.301,vmcache,32,1000,tpcc,64
170,52030,534,507.098,vmcache,32,1000,tpcc,64
171,53444,556.129,514.723,vmcache,32,1000,tpcc,64
172,53911,557.688,525.598,vmcache,32,1000,tpcc,64
173,53615,545.141,513.324,vmcache,32,1000,tpcc,64
174,52602,544.324,514.645,vmcache,32,1000,tpcc,64
175,53088,548.535,508.004,vmcache,32,1000,tpcc,64
176,53794,550.324,522.984,vmcache,32,1000,tpcc,64
177,52014,540.285,500.691,vmcache,32,1000,tpcc,64
178,53116,547.305,515.828,vmcache,32,1000,tpcc,64
179,54281,560.957,530.91,vmcache,32,1000,tpcc,64
180,54552,564.785,522.43,vmcache,32,1000,tpcc,64
181,50469,516.695,485.906,vmcache,32,1000,tpcc,64
182,52022,539.293,508.301,vmcache,32,1000,tpcc,64
183,53856,553.461,515.488,vmcache,32,1000,tpcc,64
184,54549,557.871,529.164,vmcache,32,1000,tpcc,64
185,53014,549.367,514.629,vmcache,32,1000,tpcc,64
186,52973,549.145,507.586,vmcache,32,1000,tpcc,64
187,52751,549.234,515.594,vmcache,32,1000,tpcc,64
188,53876,550.914,519.168,vmcache,32,1000,tpcc,64
189,52217,538.777,503.129,vmcache,32,1000,tpcc,64
190,52673,545.777,509.336,vmcache,32,1000,tpcc,64
191,54605,563.027,529.879,vmcache,32,1000,tpcc,64
192,54331,566.379,532.629,vmcache,32,1000,tpcc,64
193,50305,517.316,489.336,vmcache,32,1000,tpcc,64
194,52990,540.562,500.996,vmcache,32,1000,tpcc,64
195,53325,552.09,516.348,vmcache,32,1000,tpcc,64
196,54119,557.84,529.562,vmcache,32,1000,tpcc,64
197,54081,554.141,515.145,vmcache,32,1000,tpcc,64
198,53140,552.281,515.867,vmcache,32,1000,tpcc,64
199,52949,541.719,514.016,vmcache,32,1000,tpcc,64
200,52694,556.91,515.227,vmcache,32,1000,tpcc,64
201,51550,534,500.141,vmcache,32,1000,tpcc,64
202,52824,542.402,508.832,vmcache,32,1000,tpcc,64
203,55305,564.789,529.402,vmcache,32,1000,tpcc,64
204,54770,565.688,530.926,vmcache,32,1000,tpcc,64
205,49663,518.246,483.387,vmcache,32,1000,tpcc,64
206,53266,537.148,507.93,vmcache,32,1000,tpcc,64
207,52879,553.668,516.48,vmcache,32,1000,tpcc,64
208,54324,560.219,522.504,vmcache,32,1000,tpcc,64
209,52748,550.129,515.965,vmcache,32,1000,tpcc,64
210,54061,549.281,515.352,vmcache,32,1000,tpcc,64
211,52896,546.941,515.766,vmcache,32,1000,tpcc,64
212,52762,554.066,515.016,vmcache,32,1000,tpcc,64
213,51659,529.637,500.488,vmcache,32,1000,tpcc,64
214,52697,544.23,508.5,vmcache,32,1000,tpcc,64
215,55143,563.203,529.496,vmcache,32,1000,tpcc,64
216,55171,565.004,530.203,vmcache,32,1000,tpcc,64
217,49674,518.016,486.652,vmcache,32,1000,tpcc,64
218,51740,538.68,500.059,vmcache,32,1000,tpcc,64
219,53832,551.031,514.84,vmcache,32,1000,tpcc,64
220,53993,557.926,524.121,vmcache,32,1000,tpcc,64
221,52972,548.09,515.281,vmcache,32,1000,tpcc,64
222,53216,544.586,515.383,vmcache,32,1000,tpcc,64
223,53243,550.324,513.875,vmcache,32,1000,tpcc,64
224,53068,554.5,520.672,vmcache,32,1000,tpcc,64
225,52272,533.539,499.676,vmcache,32,1000,tpcc,64
226,52654,546.434,511.945,vmcache,32,1000,tpcc,64
227,54921,562.809,529.672,vmcache,32,1000,tpcc,64
228,54380,562.09,529.973,vmcache,32,1000,tpcc,64
229,50852,526.961,492.391,vmcache,32,1000,tpcc,64
230,52228,537.949,508.164,vmcache,32,1000,tpcc,64
231,53451,552.641,514.531,vmcache,32,1000,tpcc,64
232,53519,557.262,523.453,vmcache,32,1000,tpcc,64
233,52817,545.395,513.898,vmcache,32,1000,tpcc,64
234,52316,545.824,509.254,vmcache,32,1000,tpcc,64
235,52915,548.363,517.164,vmcache,32,1000,tpcc,64
236,53806,554.719,520.988,vmcache,32,1000,tpcc,64
237,51379,535.297,500.832,vmcache,32,1000,tpcc,64
238,52867,539.586,506.566,vmcache,32,1000,tpcc,64
239,54662,563.762,530.945,vmcache,32,1000,tpcc,64
240,54510,562.199,529.566,vmcache,32,1000,tpcc,64
241,50958,526.676,491.637,vmcache,32,1000,tpcc,64
242,52210,535.816,499.832,vmcache,32,1000,tpcc,64
243,52910,548.223,514.246,vmcache,32,1000,tpcc,64
244,53594,549.453,523.102,vmcache,32,1000,tpcc,64
245,52500,548.891,507.129,vmcache,32,1000,tpcc,64
246,53265,547.855,514.648,vmcache,32,1000,tpcc,64
247,52368,542.746,507.898,vmcache,32,1000,tpcc,64
248,52928,548.254,516.219,vmcache,32,1000,tpcc,64
249,51410,526.727,500.465,vmcache,32,1000,tpcc,64
250,51940,537.883,498.832,vmcache,32,1000,tpcc,64
251,54296,559.48,527.125,vmcache,32,1000,tpcc,64
252,54124,558.109,519.641,vmcache,32,1000,tpcc,64
253,51310,526.078,499.195,vmcache,32,1000,tpcc,64
254,52147,535.336,500.641,vmcache,32,1000,tpcc,64
255,52477,548.734,507.832,vmcache,32,1000,tpcc,64
256,53212,549.652,523.23,vmcache,32,1000,tpcc,64
257,52876,543.387,509.395,vmcache,32,1000,tpcc,64
258,53533,544.172,508.047,vmcache,32,1000,tpcc,64
259,52307,545.805,506.121,vmcache,32,1000,tpcc,64
260,53253,546.906,515.141,vmcache,32,1000,tpcc,64
261,51022,525.98,492.719,vmcache,32,1000,tpcc,64
262,51173,530.309,497.316,vmcache,32,1000,tpcc,64
263,53765,556.184,527.18,vmcache,32,1000,tpcc,64
264,53717,553.504,515.754,vmcache,32,1000,tpcc,64
265,51490,528.105,493.422,vmcache,32,1000,tpcc,64
266,50845,525.801,493.211,vmcache,32,1000,tpcc,64
267,52734,546.461,509.031,vmcache,32,1000,tpcc,64
268,52825,549.34,512.699,vmcache,32,1000,tpcc,64
269,52837,538.625,509.258,vmcache,32,1000,tpcc,64
270,52046,539.25,508.867,vmcache,32,1000,tpcc,64
271,52695,550.332,509.41,vmcache,32,1000,tpcc,64
272,51692,541.031,512.828,vmcache,32,1000,tpcc,64
273,51837,533.535,493.176,vmcache,32,1000,tpcc,64
274,51672,526.645,498.555,vmcache,32,1000,tpcc,64
275,54021,559.289,522.711,vmcache,32,1000,tpcc,64
276,53515,554.742,521.586,vmcache,32,1000,tpcc,64
277,51684,540.012,499.398,vmcache,32,1000,tpcc,64
278,50450,524.395,491.031,vmcache,32,1000,tpcc,64
279,52227,541.895,509.879,vmcache,32,1000,tpcc,64
280,53704,548.945,513.562,vmcache,32,1000,tpcc,64
281,52472,542.504,506.496,vmcache,32,1000,tpcc,64
282,52365,539.652,508.227,vmcache,32,1000,tpcc,64
283,53115,552.207,522.988,vmcache,32,1000,tpcc,64
284,52010,540.773,500.004,vmcache,32,1000,tpcc,64
285,51482,529.539,499.258,vmcache,32,1000,tpcc,64
286,51038,525.215,492.152,vmcache,32,1000,tpcc,64
287,53035,555.043,521.5,vmcache,32,1000,tpcc,64
288,53836,558.25,523.367,vmcache,32,1000,tpcc,64
289,52215,541.078,499.172,vmcache,32,1000,tpcc,64
290,50233,521.742,491.84,vmcache,32,1000,tpcc,64
291,52638,544.816,510.863,vmcache,32,1000,tpcc,64
292,52602,542.375,505.082,vmcache,32,1000,tpcc,64
293,52007,540.238,507.199,vmcache,32,1000,tpcc,64
294,52907,546.473,515.75,vmcache,32,1000,tpcc,64
295,53106,553.234,523.105,vmcache,32,1000,tpcc,64
296,51811,539.758,498.875,vmcache,32,1000,tpcc,64
297,51846,532.453,500.594,vmcache,32,1000,tpcc,64
298,51333,528.457,498.621,vmcache,32,1000,tpcc,64
299,53270,546.887,514.41,vmcache,32,1000,tpcc,64
300,53026,556.406,519.254,vmcache,32,1000,tpcc,64
301,52243,540.82,512.402,vmcache,32,1000,tpcc,64
302,50668,519.918,485.035,vmcache,32,1000,tpcc,64
303,52811,545.152,508.633,vmcache,32,1000,tpcc,64
304,52146,540.219,513.398,vmcache,32,1000,tpcc,64
305,51918,539.699,498.77,vmcache,32,1000,tpcc,64
306,51470,542.102,506.848,vmcache,32,1000,tpcc,64
307,53754,556.344,522.895,vmcache,32,1000,tpcc,64
308,52061,536.945,506.285,vmcache,32,1000,tpcc,64
309,51470,529.891,500.227,vmcache,32,1000,tpcc,64
310,50933,532.074,492.699,vmcache,32,1000,tpcc,64
311,53093,548.668,520.711,vmcache,32,1000,tpcc,64
312,54167,556.84,515.379,vmcache,32,1000,tpcc,64
313,52206,541.031,508.875,vmcache,32,1000,tpcc,64
314,51413,526.32,498.32,vmcache,32,1000,tpcc,64
315,52539,547.973,508.227,vmcache,32,1000,tpcc,64
316,51365,541.938,506.398,vmcache,32,1000,tpcc,64
317,51084,526.727,501.18,vmcache,32,1000,tpcc,64
318,52462,543.449,506.684,vmcache,32,1000,tpcc,64
319,53313,554.969,516.777,vmcache,32,1000,tpcc,64
320,52169,538.863,507.891,vmcache,32,1000,tpcc,64
321,50340,527.449,492.48,vmcache,32,1000,tpcc,64
322,51139,520.59,491.559,vmcache,32,1000,tpcc,64
323,51478,537.586,501.258,vmcache,32,1000,tpcc,64
324,52524,546.312,512.953,vmcache,32,1000,tpcc,64
325,51029,527.227,493.648,vmcache,32,1000,tpcc,64
326,50994,525.637,497.246,vmcache,32,1000,tpcc,64
327,51745,529.691,492.602,vmcache,32,1000,tpcc,64
328,50347,528.625,500.234,vmcache,32,1000,tpcc,64
329,50336,518.754,484.891,vmcache,32,1000,tpcc,64
330,51271,532.711,492.043,vmcache,32,1000,tpcc,64
331,52704,543.508,515.984,vmcache,32,1000,tpcc,64
332,52870,543.105,508.633,vmcache,32,1000,tpcc,64
333,49076,512.207,475.945,vmcache,32,1000,tpcc,64
334,49433,510.531,477.242,vmcache,32,1000,tpcc,64
335,50679,519.977,492.402,vmcache,32,1000,tpcc,64
336,51161,532.777,497.004,vmcache,32,1000,tpcc,64
337,50758,524.387,487.348,vmcache,32,1000,tpcc,64
338,49934,520.379,486.109,vmcache,32,1000,tpcc,64
339,50121,518.535,493.488,vmcache,32,1000,tpcc,64
340,50412,519.766,484.648,vmcache,32,1000,tpcc,64
341,48714,506.531,469.562,vmcache,32,1000,tpcc,64
342,48977,510.223,484.988,vmcache,32,1000,tpcc,64
343,50975,527.621,492.234,vmcache,32,1000,tpcc,64
344,49500,517.133,485.977,vmcache,32,1000,tpcc,64
345,48992,501.805,470.305,vmcache,32,1000,tpcc,64
346,47685,491.957,460.918,vmcache,32,1000,tpcc,64
347,49827,517.371,477.297,vmcache,32,1000,tpcc,64
348,49445,509.965,485.637,vmcache,32,1000,tpcc,64
349,49437,509.582,472.648,vmcache,32,1000,tpcc,64
350,49874,511.262,482.25,vmcache,32,1000,tpcc,64
351,49902,525.676,491.551,vmcache,32,1000,tpcc,64
352,49020,507.797,470.488,vmcache,32,1000,tpcc,64
353,48153,501.617,468.98,vmcache,32,1000,tpcc,64
354,48101,497.582,468.445,vmcache,32,1000,tpcc,64
355,49851,520.66,485.566,vmcache,32,1000,tpcc,64
356,50591,522.281,491.121,vmcache,32,1000,tpcc,64
357,49149,506.477,474.859,vmcache,32,1000,tpcc,64
358,48937,506.988,476.941,vmcache,32,1000,tpcc,64
359,44214,463.828,432.715,vmcache,32,1000,tpcc,64
360,43474,450.121,423.434,vmcache,32,1000,tpcc,64
361,42434,442.797,411.938,vmcache,32,1000,tpcc,64
362,43268,443.023,413.641,vmcache,32,1000,tpcc,64
363,44536,458.762,430.254,vmcache,32,1000,tpcc,64
364,43592,453.262,431.504,vmcache,32,1000,tpcc,64
365,44104,452.152,417.609,vmcache,32,1000,tpcc,64
366,42006,436.668,413.668,vmcache,32,1000,tpcc,64
367,42271,438.34,408.184,vmcache,32,1000,tpcc,64
368,42987,447.934,416.43,vmcache,32,1000,tpcc,64
369,41652,428.035,402.309,vmcache,32,1000,tpcc,64
370,42289,437.598,409.441,vmcache,32,1000,tpcc,64
371,42845,445.418,424.602,vmcache,32,1000,tpcc,64
372,43705,452.66,417.578,vmcache,32,1000,tpcc,64
373,41521,424.098,401.668,vmcache,32,1000,tpcc,64
374,39876,415.242,386.395,vmcache,32,1000,tpcc,64
375,40509,419.883,401.488,vmcache,32,1000,tpcc,64
376,40518,424.445,394.547,vmcache,32,1000,tpcc,64
377,39265,414.254,386.758,vmcache,32,1000,tpcc,64
378,40914,423.172,400.734,vmcache,32,1000,tpcc,64
379,41312,426.758,400.82,vmcache,32,1000,tpcc,64
380,40387,424.262,393.891,vmcache,32,1000,tpcc,64
381,39317,404.336,380.453,vmcache,32,1000,tpcc,64
382,38679,404.309,382.871,vmcache,32,1000,tpcc,64
383,40588,418.578,385.773,vmcache,32,1000,tpcc,64
384,39600,412.047,393.496,vmcache,32,1000,tpcc,64
385,39878,411.113,384.41,vmcache,32,1000,tpcc,64
386,39959,416.344,387.43,vmcache,32,1000,tpcc,64
387,40371,418.16,393.484,vmcache,32,1000,tpcc,64
388,40004,415.855,386.055,vmcache,32,1000,tpcc,64
389,38752,398.859,379.328,vmcache,32,1000,tpcc,64
390,38416,401.371,371.332,vmcache,32,1000,tpcc,64
391,39130,403.227,381.469,vmcache,32,1000,tpcc,64
392,39332,412.27,385.523,vmcache,32,1000,tpcc,64
393,38933,403.23,375.688,vmcache,32,1000,tpcc,64
394,38977,401.566,377.695,vmcache,32,1000,tpcc,64
395,38973,405.547,386,vmcache,32,1000,tpcc,64
396,39380,407.824,378.531,vmcache,32,1000,tpcc,64
397,37793,393.652,369.727,vmcache,32,1000,tpcc,64
398,37347,387.176,364.316,vmcache,32,1000,tpcc,64
399,38516,394.016,363.766,vmcache,32,1000,tpcc,64
400,36685,380.172,362.855,vmcache,32,1000,tpcc,64
401,37514,386.594,355.25,vmcache,32,1000,tpcc,64
402,36899,388.695,363.359,vmcache,32,1000,tpcc,64
403,38214,396.492,370.266,vmcache,32,1000,tpcc,64
404,38418,394.562,371.133,vmcache,32,1000,tpcc,64
405,37755,389.023,363.191,vmcache,32,1000,tpcc,64
406,36226,379.172,363.062,vmcache,32,1000,tpcc,64
407,37028,382.492,356.191,vmcache,32,1000,tpcc,64
408,36821,386.578,356.398,vmcache,32,1000,tpcc,64
409,36309,374.938,356,vmcache,32,1000,tpcc,64
410,36235,380.438,356.414,vmcache,32,1000,tpcc,64
411,38122,393.465,364.496,vmcache,32,1000,tpcc,64
412,37005,385.48,362.07,vmcache,32,1000,tpcc,64
413,37051,380.816,355.387,vmcache,32,1000,tpcc,64
414,37463,391.953,363.816,vmcache,32,1000,tpcc,64
415,36813,379.277,356.469,vmcache,32,1000,tpcc,64
416,37525,388.367,362.457,vmcache,32,1000,tpcc,64
417,36672,380.008,359.957,vmcache,32,1000,tpcc,64
418,36605,380.844,352.43,vmcache,32,1000,tpcc,64
419,38144,394.004,371.254,vmcache,32,1000,tpcc,64
420,37680,391.52,363.816,vmcache,32,1000,tpcc,64
421,36838,383.973,362.988,vmcache,32,1000,tpcc,64
422,37120,383.051,356.723,vmcache,32,1000,tpcc,64
423,37104,388.41,364.559,vmcache,32,1000,tpcc,64
424,36690,380.547,353.043,vmcache,32,1000,tpcc,64
425,37047,373.191,353.879,vmcache,32,1000,tpcc,64
426,36199,377.227,347.562,vmcache,32,1000,tpcc,64
427,37772,387.957,363.812,vmcache,32,1000,tpcc,64
428,38288,388.777,365.891,vmcache,32,1000,tpcc,64
429,36880,388.051,362.145,vmcache,32,1000,tpcc,64
430,37181,387.395,364.824,vmcache,32,1000,tpcc,64
431,38281,392.496,371.91,vmcache,32,1000,tpcc,64
432,37146,385.25,357.691,vmcache,32,1000,tpcc,64
433,36919,380.637,363.199,vmcache,32,1000,tpcc,64
434,36441,379.926,349.527,vmcache,32,1000,tpcc,64
435,38074,387.602,369.875,vmcache,32,1000,tpcc,64
436,37169,389.641,363.844,vmcache,32,1000,tpcc,64
437,37574,389.902,363.484,vmcache,32,1000,tpcc,64
438,37300,388.652,364.316,vmcache,32,1000,tpcc,64
439,37423,388.07,364.508,vmcache,32,1000,tpcc,64
440,37241,386.141,361.246,vmcache,32,1000,tpcc,64
441,36854,376.117,348.141,vmcache,32,1000,tpcc,64
442,35763,372.18,348.445,vmcache,32,1000,tpcc,64
443,36299,378.516,356.531,vmcache,32,1000,tpcc,64
444,37463,385.172,357.598,vmcache,32,1000,tpcc,64
445,36780,384.445,362.715,vmcache,32,1000,tpcc,64
446,37339,384.473,363.062,vmcache,32,1000,tpcc,64
447,38586,395.809,366.527,vmcache,32,1000,tpcc,64
448,37858,394.582,369.359,vmcache,32,1000,tpcc,64
449,36889,381.434,355.551,vmcache,32,1000,tpcc,64
450,36633,380.074,362.328,vmcache,32,1000,tpcc,64
451,38038,388.75,359.414,vmcache,32,1000,tpcc,64
452,37646,387.219,361.594,vmcache,32,1000,tpcc,64
453,37591,388.887,363.578,vmcache,32,1000,tpcc,64
454,36667,379.793,356.863,vmcache,32,1000,tpcc,64
455,37479,388.961,370.836,vmcache,32,1000,tpcc,64
456,38033,396.324,364.781,vmcache,32,1000,tpcc,64
457,36517,379.824,357.73,vmcache,32,1000,tpcc,64
458,35974,366.121,347.082,vmcache,32,1000,tpcc,64
459,36926,379.227,356.59,vmcache,32,1000,tpcc,64
460,36222,377.824,355.66,vmcache,32,1000,tpcc,64
