vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=256,mode=0] exmap:0
space: 180.625 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=0.5
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,3098,338.117,41.5898,vmcache,32,1000,tpcc,256,94.9911,0.456917,243,33461,39391336,1,306.982,11932,380718890,33554432
1,3644,316.5,34.7812,vmcache,32,1000,tpcc,256,94.9773,0.894082,289,33030,8904,1,303.028,10242,408309726,33554432
2,3758,302.117,30.3008,vmcache,32,1000,tpcc,256,95.0003,1.29848,277,29429,7693,1,306.552,11100,492153096,33554432
3,3937,296.781,37.2344,vmcache,32,1000,tpcc,256,94.9979,1.70224,362,30188,8627,1,304.929,11180,394733956,33554432
4,4058,279.617,24.1641,vmcache,32,1000,tpcc,256,94.965,2.10431,318,32191,7155,1,306.581,11274,479070894,33554432
5,4012,282.59,20.2773,vmcache,32,1000,tpcc,256,94.9974,2.49011,354,28913,5191,1,310.892,11182,486460560,33554432
6,4430,273.824,29.4062,vmcache,32,1000,tpcc,256,94.9542,2.89089,392,32931,6904,1,307.766,10266,432447012,33554432
7,4551,273.223,26.4375,vmcache,32,1000,tpcc,256,94.9577,3.26495,381,28264,7392,1,310.593,10688,444194784,33554432
8,4664,270.062,26.6133,vmcache,32,1000,tpcc,256,95.0002,3.61947,434,25707,6671,1,306.036,11014,358176556,33554432
9,5196,265.555,36.1016,vmcache,32,1000,tpcc,256,94.9924,3.98031,367,26978,8799,1,306.568,10124,360165546,33554432
10,5539,261.211,25.4961,vmcache,32,1000,tpcc,256,94.9431,4.36611,380,31762,7112,1,308.369,11446,385564084,16777216
11,5725,264.816,19.7891,vmcache,32,1000,tpcc,256,94.9902,4.72205,379,26213,5066,1,308.388,9548,369190854,16777216
12,5770,258.312,25.6445,vmcache,32,1000,tpcc,256,94.9774,5.08962,412,28912,6565,1,307.574,10208,334851332,16777216
13,5967,262.371,25.7344,vmcache,32,1000,tpcc,256,94.9771,5.4571,454,28255,6588,1,307.12,10334,486038796,16777216
14,6117,259.723,32.8008,vmcache,32,1000,tpcc,256,94.9498,5.82371,445,28660,8397,1,308.172,10122,352871078,16777216
15,6499,259.77,23.9023,vmcache,32,1000,tpcc,256,94.9603,6.18621,467,28108,6119,1,308.879,10470,355511266,16777216
16,6730,258.391,34.4531,vmcache,32,1000,tpcc,256,94.9574,6.53723,423,26298,8820,1,305.791,9144,287799176,16777216
17,6901,255.496,26.6641,vmcache,32,1000,tpcc,256,94.9805,6.88328,444,26012,6826,1,306.024,10400,334261340,16777216
18,7459,255.34,32.3867,vmcache,32,1000,tpcc,256,94.9462,7.24978,410,29256,8291,1,307.958,10240,385878044,16777216
19,7110,256.281,19.957,vmcache,32,1000,tpcc,256,94.9848,7.59967,425,26458,5109,1,304.115,9040,371715386,16777216
20,7678,254.953,24.5039,vmcache,32,1000,tpcc,256,94.9836,7.96123,413,28732,6273,1,302.442,10364,327681774,16777216
