vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:128 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=256,mode=0] exmap:0
space: 137.9 GB 
Switching to workload ratios: dr=0.2 dw=0.2 nr=0.2 nw=0.2
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,44499,282.836,164.633,vmcache,32,1000000000,rndread,128,94.9912,0.0923216,3332,19889,28222831,1,147.326,3182,54941138,2097152
1,47538,266.094,150.371,vmcache,32,1000000000,rndread,128,94.977,0.184414,2993,20184,38403,1,146.261,3056,50657310,2097152
2,47842,253.25,144.656,vmcache,32,1000000000,rndread,128,94.9921,0.263211,2980,16406,37124,1,147.802,3168,55090984,2097152
3,49671,251.812,141.066,vmcache,32,1000000000,rndread,128,94.9932,0.347438,3076,18464,36113,1,148.903,3108,58888458,2097152
4,51073,245.738,141.293,vmcache,32,1000000000,rndread,128,94.9855,0.432646,3031,18984,34965,1,148.312,2830,55714710,2097152
5,51741,239.785,138.32,vmcache,32,1000000000,rndread,128,94.9982,0.503278,3207,14487,36616,1,146.333,2678,62544162,2097152
6,55466,243.219,140.223,vmcache,32,1000000000,rndread,128,94.9921,0.583395,3296,17515,35897,1,148.432,2754,61725536,2097152
7,57800,245.43,141.352,vmcache,32,1000000000,rndread,128,94.9908,0.663108,3508,17768,36186,1,148.067,2910,59393532,2097152
8,97480,391.777,223.484,vmcache,32,1000000000,rndread,128,94.9767,0.796241,5681,30349,56809,1,148.77,2758,56656244,1048576
9,113375,431.676,250.324,vmcache,32,1000000000,rndread,128,94.9846,0.931436,6556,29833,64486,1,149.165,2670,35470282,1048576
10,118073,423.254,239.414,vmcache,32,1000000000,rndread,128,94.9958,1.06887,6505,31020,61290,1,148.421,2242,37458668,1048576
11,41992,138.473,90.8555,vmcache,32,1000000000,rndread,128,94.9726,1.11101,2152,9310,23259,1,145.469,3082,116066412,4194304
12,27056,92.8164,54.2656,vmcache,32,1000000000,rndread,128,94.9857,1.13715,1503,5490,13892,1,152.5,4646,122506340,4194304
13,27932,95.4805,59.6602,vmcache,32,1000000000,rndread,128,94.9708,1.16822,1569,7056,15273,1,147,5002,114343826,4194304
14,28999,99.5273,61.0312,vmcache,32,1000000000,rndread,128,94.9816,1.1973,1595,6220,14810,1,144.651,4756,106609800,4194304
15,27838,95.4805,52.125,vmcache,32,1000000000,rndread,128,94.9914,1.2255,1598,6107,14158,1,148.951,4560,218025556,4194304
16,28187,93.4883,55.4141,vmcache,32,1000000000,rndread,128,94.9745,1.25876,1539,7871,14186,1,148.509,4718,116739684,4194304
17,28598,95.9805,51.3711,vmcache,32,1000000000,rndread,128,94.9944,1.28784,1582,6409,13151,1,149.047,4894,114901398,4194304
18,29964,99.6211,60.7188,vmcache,32,1000000000,rndread,128,94.9988,1.3164,1592,6074,15544,1,148.146,5274,115360332,4194304
19,28081,90.6719,60.1094,vmcache,32,1000000000,rndread,128,94.9782,1.3454,1422,6531,15220,1,151.884,5736,122746832,4194304
20,28109,92.5156,52.207,vmcache,32,1000000000,rndread,128,94.9895,1.37281,1487,5851,13533,1,146.275,5340,118301024,4194304
21,31196,99.6836,55.9375,vmcache,32,1000000000,rndread,128,94.968,1.41157,1597,9461,14320,1,155.098,5040,111137352,4194304
22,30981,100.438,50.5312,vmcache,32,1000000000,rndread,128,94.9937,1.44321,1664,7117,12936,1,151.426,4982,98353510,4194304
23,28794,92.9648,59.0117,vmcache,32,1000000000,rndread,128,94.9849,1.47132,1478,6133,15107,1,149.585,5280,128320252,4194304
24,29709,94.793,50.5234,vmcache,32,1000000000,rndread,128,94.9987,1.50164,1555,6807,12934,1,147.978,5164,105739220,4194304
25,29388,93.4961,57.4844,vmcache,32,1000000000,rndread,128,94.9827,1.53312,1466,7098,14716,1,147.875,4794,180042044,4194304
26,31335,100.176,61.6797,vmcache,32,1000000000,rndread,128,94.9901,1.56063,1582,5711,15790,1,146.436,5220,119416632,4194304
27,29490,91.6992,61.9102,vmcache,32,1000000000,rndread,128,94.9758,1.58741,1521,5802,15689,1,152.684,4506,122719702,4194304
28,28983,91.2461,49.6094,vmcache,32,1000000000,rndread,128,94.9812,1.61735,1491,6857,12860,1,145.894,5484,103000254,4194304
29,30664,96.3125,59.5156,vmcache,32,1000000000,rndread,128,94.9811,1.64818,1571,6996,14316,1,148.851,5276,115761972,4194304
30,31591,98.7266,52.7383,vmcache,32,1000000000,rndread,128,94.998,1.67633,1586,5994,14421,1,149.85,5368,118291658,4194304
