vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=64,mode=2] exmap:0
space: 90.3243 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,4523,353.66,0,vmcache,32,500,tpcc,64,94.9952,0.542408,1133,1567,15708890,1,71.2273,8188,320279746,33554432
1,5664,323.504,0,vmcache,32,500,tpcc,64,94.9971,1.0371,1352,1529,0,1,72.8095,9140,314275718,16777216
2,6486,307.898,0,vmcache,32,500,tpcc,64,95.0001,1.50943,1525,1961,0,1,72.6296,8712,326858676,16777216
3,7096,299.82,0,vmcache,32,500,tpcc,64,94.9952,1.97543,1562,2979,0,1,72.6585,7966,311600252,16777216
4,8250,286.805,0,vmcache,32,500,tpcc,64,94.9861,2.42609,1534,3717,0,1,72.8824,8426,274712794,16777216
5,8615,285.066,0,vmcache,32,500,tpcc,64,94.9926,2.86751,1498,2579,0,1,71.6389,6756,248141228,16777216
6,9638,279.473,0,vmcache,32,500,tpcc,64,94.9969,3.30325,1456,3030,0,1,72.1429,7996,234939848,16777216
7,10291,278.57,0,vmcache,32,500,tpcc,64,94.9966,3.74113,1466,3602,0,1,72.04,8302,230772026,16777216
8,11524,276.566,0,vmcache,32,500,tpcc,64,94.9869,4.18208,1351,4529,0,1,73.0484,8478,223092404,16777216
9,12371,275.891,0,vmcache,32,500,tpcc,64,94.9988,4.61277,1314,2944,0,1,73.6,8068,212269350,8388608
10,13278,275.191,0,vmcache,32,500,tpcc,64,94.9972,5.04982,1299,4175,0,1,70.7627,7632,200561582,8388608
11,14154,273.078,0,vmcache,32,500,tpcc,64,94.9951,5.48554,1176,4370,0,1,71.6393,7260,201521874,8388608
12,15856,271.113,0,vmcache,32,500,tpcc,64,94.9892,5.92173,1046,4822,0,1,70.9118,7958,195737808,8388608
13,16843,269.75,0,vmcache,32,500,tpcc,64,94.984,6.35697,924,4889,0,1,71.8971,7498,203700002,8388608
14,18391,270.316,0,vmcache,32,500,tpcc,64,94.9973,6.78509,811,3439,0,1,71.6458,7784,145358880,8388608
15,20095,268.859,0,vmcache,32,500,tpcc,64,94.999,7.21947,679,4724,0,1,71.5758,6660,127740122,8388608
16,21112,267.492,0,vmcache,32,500,tpcc,64,94.9943,7.65615,638,5423,0,1,72.3067,7714,166042392,8388608
17,22403,266.332,0,vmcache,32,500,tpcc,64,94.9947,8.09015,562,5194,0,1,72.1389,7088,83528382,8388608
18,23682,265.684,0,vmcache,32,500,tpcc,64,94.995,8.52427,487,5307,0,1,70.76,7414,78278134,8388608
19,24256,265.949,0,vmcache,32,500,tpcc,64,94.9961,8.9601,519,5557,0,1,71.2436,6956,80077132,8388608
20,25179,264.77,0,vmcache,32,500,tpcc,64,94.9843,9.4013,582,6822,0,1,72.5745,7334,50941608,8388608
21,25747,266.324,0,vmcache,32,500,tpcc,64,94.9936,9.83573,561,5267,0,1,72.1507,7268,53987238,8388608
22,26437,264.195,0,vmcache,32,500,tpcc,64,94.986,10.2763,637,6918,0,1,71.3196,7610,72417444,8388608
23,27189,264.109,0,vmcache,32,500,tpcc,64,94.9815,10.7171,640,6981,0,1,71.2347,7500,59074504,8388608
24,28317,266.207,0,vmcache,32,500,tpcc,64,94.9996,11.1521,638,5462,0,1,70.9351,7494,33698510,8388608
25,28495,262.434,0,vmcache,32,500,tpcc,64,94.9998,11.5916,571,7132,0,1,71.32,7408,74645756,8388608
