vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=1,batch_sz=1,mode=0] exmap:0
space: 180.618 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,3065,333.285,166.609,vmcache,32,1000,tpcc,1,94.995,0.256944,235,601,39421443,1,1,12266,379320790,33554432
1,3523,309.715,152.578,vmcache,32,1000,tpcc,1,94.9998,0.494725,256,511,39060,1,1,10520,421677920,33554432
2,3767,298.164,150.105,vmcache,32,1000,tpcc,1,94.9951,0.723749,290,551,38427,1,1,10856,442099110,33554432
3,3897,289.473,146.965,vmcache,32,1000,tpcc,1,94.9916,0.947225,316,580,37095,1,1,11298,418957648,33554432
4,3974,280.012,138.508,vmcache,32,1000,tpcc,1,94.9944,1.1639,304,512,35358,1,1,10512,414437044,33554432
5,3911,276.371,136.516,vmcache,32,1000,tpcc,1,94.9953,1.37487,344,472,35576,1,1,12094,398930034,33554432
6,4306,274.469,141.926,vmcache,32,1000,tpcc,1,94.9933,1.58484,360,532,35578,1,1,10988,424049750,33554432
7,4545,271.562,136.965,vmcache,32,1000,tpcc,1,94.9893,1.79218,393,469,35571,1,1,9890,432483758,33554432
8,4613,270.07,132.383,vmcache,32,1000,tpcc,1,95,1.99876,423,467,34137,1,1,10810,467344930,33554432
9,5293,266.363,140.547,vmcache,32,1000,tpcc,1,94.9891,2.20281,370,504,35602,1,1,10740,391302308,33554432
10,5417,266.742,132.18,vmcache,32,1000,tpcc,1,94.9965,2.40687,393,480,34216,1,1,8950,336315594,33554432
11,5673,264.355,134.441,vmcache,32,1000,tpcc,1,94.9999,2.60894,399,499,34417,1,1,10044,335211862,33554432
12,5726,261.227,138.926,vmcache,32,1000,tpcc,1,94.9877,2.80769,386,476,35565,1,1,10534,397192070,33554432
13,6012,263.055,131.773,vmcache,32,1000,tpcc,1,94.9987,3.00899,459,492,33734,1,1,10514,485769612,33554432
14,6043,260.754,137.875,vmcache,32,1000,tpcc,1,94.9949,3.20865,442,515,34666,1,1,9982,321067672,16777216
15,6586,261.055,134.059,vmcache,32,1000,tpcc,1,94.9928,3.40734,436,490,34949,1,1,9702,305309226,16777216
16,6757,259.754,138.129,vmcache,32,1000,tpcc,1,94.992,3.60538,416,521,34693,1,1,10474,403447424,16777216
17,6917,260.309,130.133,vmcache,32,1000,tpcc,1,94.9977,3.80545,464,479,33982,1,1,9956,312752766,16777216
18,7312,258.09,135.066,vmcache,32,1000,tpcc,1,94.997,4.00261,415,521,34577,1,1,10046,358392298,16777216
19,7214,257.168,136.051,vmcache,32,1000,tpcc,1,94.9916,4.2013,435,572,34400,1,1,10064,304324826,16777216
20,7368,258.102,134.758,vmcache,32,1000,tpcc,1,94.9876,4.39794,425,477,34927,1,1,8486,293275378,16777216
21,7846,257,131.941,vmcache,32,1000,tpcc,1,95.0002,4.59472,401,462,33330,1,1,10330,302698280,16777216
22,8010,256.023,137.992,vmcache,32,1000,tpcc,1,94.9926,4.79053,435,525,34952,1,1,9670,333968016,16777216
23,7884,255.266,132.906,vmcache,32,1000,tpcc,1,94.9937,4.98617,410,544,34084,1,1,10140,317049318,16777216
24,8712,254.574,133.156,vmcache,32,1000,tpcc,1,94.9886,5.1802,381,469,34849,1,1,9380,306011634,16777216
25,8667,253.777,131.477,vmcache,32,1000,tpcc,1,94.9978,5.37266,445,444,33658,1,1,10260,254125670,16777216
