vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=1,mode=0] exmap:0
space: 180.62 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,3016,330.75,169.465,vmcache,32,1000,tpcc,1,94.9895,0.254923,237,625,39422027,1,1
1,3472,313.859,152.566,vmcache,32,1000,tpcc,1,94.9968,0.494319,280,499,39633,1,1
2,3854,301.332,153.402,vmcache,32,1000,tpcc,1,94.9935,0.727385,302,547,38446,1,1
3,3976,293.203,146.293,vmcache,32,1000,tpcc,1,94.9904,0.952369,332,513,37753,1,1
4,4042,283.488,142.086,vmcache,32,1000,tpcc,1,94.9853,1.16966,322,504,36821,1,1
5,3976,277.77,139.363,vmcache,32,1000,tpcc,1,94.9897,1.38227,355,471,35369,1,1
6,4322,273.656,135.559,vmcache,32,1000,tpcc,1,94.9916,1.59209,368,513,35087,1,1
7,4667,271.172,137.723,vmcache,32,1000,tpcc,1,94.9923,1.79846,420,475,35257,1,1
8,4595,272.602,137.465,vmcache,32,1000,tpcc,1,94.9953,2.00645,429,478,35191,1,1
9,5215,269.406,137.074,vmcache,32,1000,tpcc,1,94.9954,2.21271,400,476,35091,1,1
10,5638,267.152,136.66,vmcache,32,1000,tpcc,1,94.994,2.41756,403,485,34985,1,1
11,5718,266.621,134.832,vmcache,32,1000,tpcc,1,94.998,2.62212,410,477,34517,1,1
12,5811,264.047,134.93,vmcache,32,1000,tpcc,1,95,2.82428,396,585,34542,1,1
13,5876,262.961,136.516,vmcache,32,1000,tpcc,1,94.9954,3.02573,443,448,34948,1,1
14,6179,260.715,138.465,vmcache,32,1000,tpcc,1,94.9874,3.2244,449,491,35230,1,1
15,6417,260.418,133.703,vmcache,32,1000,tpcc,1,94.9958,3.42367,414,449,33820,1,1
16,6821,260.719,132.723,vmcache,32,1000,tpcc,1,94.9953,3.6234,436,530,34602,1,1
17,6901,260.027,136.445,vmcache,32,1000,tpcc,1,94.9936,3.82131,440,517,34930,1,1
18,7518,258.672,135.086,vmcache,32,1000,tpcc,1,94.9926,4.01956,411,546,34582,1,1
19,7133,257.254,137.305,vmcache,32,1000,tpcc,1,94.9908,4.2169,418,507,34352,1,1
20,7362,256.57,130.594,vmcache,32,1000,tpcc,1,95.0003,4.41335,404,463,33446,1,1
21,7880,256.977,132.629,vmcache,32,1000,tpcc,1,94.996,4.61004,396,500,34737,1,1
22,7866,255.582,134.969,vmcache,32,1000,tpcc,1,94.993,4.80519,415,485,34552,1,1
23,7971,255.852,133.008,vmcache,32,1000,tpcc,1,94.995,5.00169,410,483,34050,1,1
24,8636,255.871,134.5,vmcache,32,1000,tpcc,1,94.994,5.19789,412,502,34432,1,1
25,8678,255.926,136.309,vmcache,32,1000,tpcc,1,94.9994,5.39341,407,552,34054,1,1
26,8573,254.516,135.836,vmcache,32,1000,tpcc,1,94.9916,5.58773,417,540,34894,1,1
27,9333,253.375,133.32,vmcache,32,1000,tpcc,1,94.9891,5.78279,397,512,34322,1,1
28,9373,252.895,128.371,vmcache,32,1000,tpcc,1,94.9998,5.97627,392,566,33392,1,1
29,10155,251.348,136.305,vmcache,32,1000,tpcc,1,94.9898,6.16907,434,553,34894,1,1
30,10054,253.266,130.723,vmcache,32,1000,tpcc,1,94.9999,6.36362,387,523,33465,1,1
31,10337,254.184,136.023,vmcache,32,1000,tpcc,1,94.9964,6.5585,417,575,34822,1,1
32,10824,252.062,136.457,vmcache,32,1000,tpcc,1,94.9887,6.75206,393,590,34933,1,1
33,11584,251.359,133.918,vmcache,32,1000,tpcc,1,94.9914,6.94409,378,552,34283,1,1
