vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=1,batch_sz=512,mode=0] exmap:0
space: 180.617 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2597,287.574,12.6211,vmcache,32,1000,tpcc,512,94.9912,0.424045,218,34532,39381752,1,627.855
1,3079,275.477,12.793,vmcache,32,1000,tpcc,512,94.9885,0.826442,233,32683,3275,1,628.519
2,3134,267.672,17.0977,vmcache,32,1000,tpcc,512,94.9612,1.22305,255,32744,4377,1,617.811
3,3405,237.977,12.4766,vmcache,32,1000,tpcc,512,94.8442,1.62644,231,37598,3194,1,626.633
4,3346,259.891,15.1172,vmcache,32,1000,tpcc,512,94.9923,1.9269,326,17396,3870,1,621.286
5,3759,261.531,14.9062,vmcache,32,1000,tpcc,512,94.9892,2.30636,315,30774,3816,1,628.041
6,3724,241.359,9.33594,vmcache,32,1000,tpcc,512,94.9247,2.69434,305,34762,2390,1,632.036
7,3749,244.516,17.4297,vmcache,32,1000,tpcc,512,94.8711,3.06972,318,32222,4462,1,631.804
8,4275,242.562,15.5742,vmcache,32,1000,tpcc,512,94.8893,3.40973,402,26381,3987,1,628.119
9,4351,253.07,7.73047,vmcache,32,1000,tpcc,512,94.9779,3.7429,407,23825,1979,1,626.974
10,4254,233.465,12.6641,vmcache,32,1000,tpcc,512,94.903,4.1207,363,33649,3242,1,623.13
11,4745,221.441,12.3945,vmcache,32,1000,tpcc,512,94.8578,4.46644,306,30117,3173,1,627.438
12,5036,237.168,4.65625,vmcache,32,1000,tpcc,512,94.8938,4.80795,370,27187,1192,1,632.256
13,5111,235.852,15.5938,vmcache,32,1000,tpcc,512,94.9071,5.14268,363,26203,3992,1,623.881
14,5508,246.93,11.3438,vmcache,32,1000,tpcc,512,94.9994,5.46188,410,22357,2904,1,621.028
15,5375,232.953,9.58594,vmcache,32,1000,tpcc,512,94.9247,5.84564,413,35064,2454,1,615.158
16,5541,231.27,13.4453,vmcache,32,1000,tpcc,512,94.875,6.20907,427,31628,3442,1,620.157
17,6155,238.609,16.2188,vmcache,32,1000,tpcc,512,94.9916,6.49761,390,18416,4152,1,613.867
18,6407,244.344,18.125,vmcache,32,1000,tpcc,512,94.992,6.84994,447,28183,4640,1,626.289
19,6388,232.988,8.04688,vmcache,32,1000,tpcc,512,94.9433,7.22536,388,33738,2060,1,613.418
20,6191,219.215,11.7188,vmcache,32,1000,tpcc,512,94.8505,7.59593,361,34639,3000,1,618.554
21,6602,235.996,11.7305,vmcache,32,1000,tpcc,512,94.9971,7.87262,406,16635,3003,1,616.111
22,7228,240.875,10.4688,vmcache,32,1000,tpcc,512,94.9947,8.23442,382,30148,2680,1,615.265
23,5889,200.508,11.3633,vmcache,32,1000,tpcc,512,94.8249,8.61524,346,38688,2909,1,614.095
24,7804,244.266,11.8281,vmcache,32,1000,tpcc,512,94.9922,8.89633,411,16282,2880,1,603.037
25,7310,229.531,12.0742,vmcache,32,1000,tpcc,512,94.9429,9.26107,398,32200,3239,1,607.547
26,6710,216.535,12.1211,vmcache,32,1000,tpcc,512,94.8474,9.62916,374,34488,3103,1,605.053
27,8559,238.938,6.85156,vmcache,32,1000,tpcc,512,94.9899,9.92242,356,19005,1754,1,613.065
28,8030,229.215,19.0156,vmcache,32,1000,tpcc,512,94.9137,10.2908,398,32846,4868,1,608.259
29,8009,229.418,18.9023,vmcache,32,1000,tpcc,512,94.8714,10.643,459,30025,4839,1,612.755
30,8598,227.711,13.5508,vmcache,32,1000,tpcc,512,94.8505,10.991,355,29417,3469,1,600.347
31,8946,241.922,11.75,vmcache,32,1000,tpcc,512,94.9902,11.2835,392,18247,3008,1,608.233
32,9196,228.078,10.7188,vmcache,32,1000,tpcc,512,94.9531,11.6452,404,32005,2744,1,603.868
33,9207,223.734,13.2891,vmcache,32,1000,tpcc,512,94.912,11.9979,386,30994,3402,1,607.725
34,9229,215.781,13.3086,vmcache,32,1000,tpcc,512,94.8457,12.3518,359,32276,3407,1,597.704
