vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=1,mode=0] exmap:0
space: 180.618 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=0.5
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,2911,323.141,165.148,vmcache,32,1000,tpcc,1,94.9921,0.248462,258,538,39420445,1,1,10800,415480024,67108864
1,3439,309.66,155.242,vmcache,32,1000,tpcc,1,94.992,0.485748,257,562,39536,1,1,11070,458804618,33554432
2,3893,300.938,146.242,vmcache,32,1000,tpcc,1,94.9948,0.71677,273,487,38166,1,1,11250,432038136,33554432
3,3868,287.848,143.289,vmcache,32,1000,tpcc,1,94.9992,0.93624,322,496,36682,1,1,10538,441632796,33554432
4,4021,280.168,145.176,vmcache,32,1000,tpcc,1,94.9939,1.15165,319,535,36292,1,1,11160,432681176,33554432
5,3893,277.172,136.09,vmcache,32,1000,tpcc,1,94.9966,1.36207,385,450,35712,1,1,11696,439913948,33554432
6,4322,274.93,141.691,vmcache,32,1000,tpcc,1,94.9953,1.57231,374,458,35606,1,1,11038,429721952,33554432
7,4515,271.32,135.559,vmcache,32,1000,tpcc,1,94.9946,1.77879,381,443,35370,1,1,10262,470411898,33554432
8,4690,270.449,139.781,vmcache,32,1000,tpcc,1,94.9873,1.98526,423,501,35784,1,1,9990,385215196,33554432
9,5217,269.078,133.531,vmcache,32,1000,tpcc,1,94.9991,2.19037,397,459,34184,1,1,10054,337649166,33554432
10,5404,265.594,137.898,vmcache,32,1000,tpcc,1,94.9921,2.3936,409,465,35302,1,1,9500,424990726,33554432
11,5754,265.5,133.195,vmcache,32,1000,tpcc,1,94.9997,2.59718,401,499,34098,1,1,10146,378194706,33554432
12,5709,263.719,141.789,vmcache,32,1000,tpcc,1,94.9871,2.7986,424,558,35753,1,1,10448,317415292,33554432
13,5677,262.391,132.887,vmcache,32,1000,tpcc,1,94.9901,2.9986,455,499,34406,1,1,8732,382748074,33554432
14,6425,261.129,134.391,vmcache,32,1000,tpcc,1,94.9895,3.19837,451,437,34562,1,1,10200,363351530,16777216
15,6466,258.867,135.57,vmcache,32,1000,tpcc,1,94.986,3.39583,426,518,34706,1,1,9942,355539948,16777216
16,6808,258.695,135.031,vmcache,32,1000,tpcc,1,94.9895,3.59261,416,411,34256,1,1,10790,370459642,16777216
17,6740,259.516,135.918,vmcache,32,1000,tpcc,1,94.9907,3.79118,448,482,34424,1,1,10268,312998690,16777216
18,7657,258.68,134.16,vmcache,32,1000,tpcc,1,94.9931,3.98851,400,399,34449,1,1,9898,327193548,16777216
19,7005,257.395,131.891,vmcache,32,1000,tpcc,1,94.9931,4.18476,423,470,34343,1,1,9596,345351798,16777216
20,7345,257.227,134.031,vmcache,32,1000,tpcc,1,94.9939,4.3816,416,457,34312,1,1,9028,314154262,16777216
21,7926,255.914,135.285,vmcache,32,1000,tpcc,1,94.9909,4.57671,424,437,34633,1,1,10094,328046280,16777216
22,7988,256.379,132.613,vmcache,32,1000,tpcc,1,94.9962,4.7726,403,528,33949,1,1,9712,311633504,16777216
23,7690,256.102,132.727,vmcache,32,1000,tpcc,1,94.9981,4.96957,452,447,33978,1,1,8422,278039312,16777216
24,8881,253.941,138.742,vmcache,32,1000,tpcc,1,94.993,5.16371,403,484,34681,1,1,9500,253920356,16777216
25,8509,255.094,131.141,vmcache,32,1000,tpcc,1,94.9917,5.35873,410,470,34409,1,1,8382,248507890,16777216
26,8869,254.359,133.559,vmcache,32,1000,tpcc,1,94.9936,5.55308,456,471,34191,1,1,10172,306924914,16777216
27,9296,253.758,134.48,vmcache,32,1000,tpcc,1,95.0001,5.74629,400,470,33909,1,1,9818,293557438,16777216
28,9050,253.348,132.645,vmcache,32,1000,tpcc,1,94.9985,5.93989,405,461,34475,1,1,9814,248049128,16777216
29,10145,250.5,137.723,vmcache,32,1000,tpcc,1,94.999,6.13061,437,453,34140,1,1,9588,253363888,16777216
30,10020,251.422,132.629,vmcache,32,1000,tpcc,1,94.9945,6.32262,393,409,34621,1,1,8908,225994328,16777216
31,10190,251.941,137.906,vmcache,32,1000,tpcc,1,94.9872,6.51419,413,444,35101,1,1,10380,267785038,16777216
32,10723,251.961,127.773,vmcache,32,1000,tpcc,1,94.9989,6.70713,353,422,33362,1,1,8994,248542960,16777216
33,11347,250.027,136.961,vmcache,32,1000,tpcc,1,94.9893,6.8984,343,473,35062,1,1,8906,306121834,16777216
34,11088,250.172,132.645,vmcache,32,1000,tpcc,1,94.9996,7.08943,395,512,33429,1,1,9186,243501436,16777216
35,11462,250.605,137.91,vmcache,32,1000,tpcc,1,94.9931,7.28126,385,489,34904,1,1,8486,252868916,16777216
36,11647,244.137,130.957,vmcache,32,1000,tpcc,1,94.9905,7.46804,324,481,33812,1,1,9830,253572008,16777216
37,12306,244.82,130.281,vmcache,32,1000,tpcc,1,94.9888,7.65507,295,437,33994,1,1,9980,226822696,16777216
38,12368,244.188,132.441,vmcache,32,1000,tpcc,1,94.9881,7.84121,320,417,33905,1,1,10104,208860494,16777216
39,12861,243.762,127.496,vmcache,32,1000,tpcc,1,94.999,8.02943,243,444,32639,1,1,9232,219654068,16777216
40,12932,243.117,134.129,vmcache,32,1000,tpcc,1,94.9924,8.21608,265,480,34185,1,1,8830,207447530,8388608
41,13688,243.605,133.348,vmcache,32,1000,tpcc,1,94.9886,8.40282,268,498,34225,1,1,8736,171068028,8388608
42,14001,242.711,129.227,vmcache,32,1000,tpcc,1,94.9949,8.58951,245,460,33146,1,1,8748,189640476,8388608
43,13978,242.184,132.688,vmcache,32,1000,tpcc,1,94.9935,8.77498,244,411,33968,1,1,7974,218848318,8388608
44,14313,242.285,130.184,vmcache,32,1000,tpcc,1,94.9972,8.96171,213,465,33327,1,1,7228,194111024,8388608
45,14652,242.418,131.723,vmcache,32,1000,tpcc,1,94.9976,9.1481,205,425,33721,1,1,9462,174539208,8388608
46,15165,242.785,135.977,vmcache,32,1000,tpcc,1,94.9882,9.3349,182,474,34810,1,1,9028,126116438,8388608
47,15273,242.453,132.094,vmcache,32,1000,tpcc,1,94.9882,9.52289,183,500,33736,1,1,9224,188473990,8388608
48,15395,242.133,133.719,vmcache,32,1000,tpcc,1,94.9909,9.71012,172,483,33662,1,1,8982,152654510,8388608
49,16038,242.184,133.34,vmcache,32,1000,tpcc,1,94.9878,9.89719,158,493,34087,1,1,9248,116108004,8388608
50,16175,241.746,128.84,vmcache,32,1000,tpcc,1,94.992,10.0834,174,413,33600,1,1,9104,128121708,8388608
51,16062,241.332,134.047,vmcache,32,1000,tpcc,1,94.9878,10.2691,157,505,34397,1,1,8456,111294248,8388608
52,16359,240.973,129.926,vmcache,32,1000,tpcc,1,94.9961,10.4548,148,396,33261,1,1,8626,112018342,8388608
53,16698,241.809,132.691,vmcache,32,1000,tpcc,1,94.9981,10.6406,145,473,33969,1,1,8880,98034350,8388608
54,16731,240.359,133.641,vmcache,32,1000,tpcc,1,94.9968,10.825,124,441,34212,1,1,9088,86077536,8388608
55,17084,239.926,135.5,vmcache,32,1000,tpcc,1,94.993,11.0104,142,547,34160,1,1,9124,84395192,8388608
56,17232,241.555,130.891,vmcache,32,1000,tpcc,1,94.9964,11.1973,147,445,33805,1,1,8810,80432978,8388608
57,17152,240.461,132.051,vmcache,32,1000,tpcc,1,94.9967,11.3829,167,470,34036,1,1,8592,81923894,8388608
58,17418,240.285,136.527,vmcache,32,1000,tpcc,1,94.9923,11.568,155,473,34366,1,1,8990,90478382,8388608
