vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=1,batch_sz=1,mode=0] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2811,309.238,154.688,vmcache,32,1000,tpcc,1,94.9939,0.239223,252,569,39419419,1,1
1,3301,296.172,147.926,vmcache,32,1000,tpcc,1,94.9918,0.466877,256,534,37868,1,1
2,3516,295.176,148.34,vmcache,32,1000,tpcc,1,94.9941,0.694448,308,528,37286,1,1
3,4052,288.59,144.805,vmcache,32,1000,tpcc,1,94.9907,0.917131,313,546,36987,1,1
4,3977,281.879,138.086,vmcache,32,1000,tpcc,1,94.9909,1.13338,310,525,36122,1,1
5,3859,278.402,139.828,vmcache,32,1000,tpcc,1,94.9958,1.34863,351,480,35032,1,1
6,4419,276.102,134.074,vmcache,32,1000,tpcc,1,95.0001,1.56087,383,476,35087,1,1
7,4531,274.668,142.52,vmcache,32,1000,tpcc,1,94.9957,1.77217,408,464,35748,1,1
8,4557,271.855,139.238,vmcache,32,1000,tpcc,1,94.9913,1.97893,419,497,35822,1,1
9,5244,268.594,132.277,vmcache,32,1000,tpcc,1,94.9949,2.18596,381,517,34423,1,1
10,5565,266.93,139.879,vmcache,32,1000,tpcc,1,94.9956,2.39108,408,464,34704,1,1
11,5512,265.102,130.391,vmcache,32,1000,tpcc,1,94.9978,2.59497,398,508,34332,1,1
12,5898,263.496,136.738,vmcache,32,1000,tpcc,1,94.9935,2.79578,406,465,35158,1,1
13,5763,264.234,140.488,vmcache,32,1000,tpcc,1,94.9885,2.99736,429,530,35294,1,1
14,6079,263.277,134.887,vmcache,32,1000,tpcc,1,94.9917,3.19789,439,484,34601,1,1
15,6645,262.586,133.492,vmcache,32,1000,tpcc,1,94.9952,3.39915,444,504,34465,1,1
16,6814,260.57,134.191,vmcache,32,1000,tpcc,1,94.9949,3.59842,412,488,34663,1,1
17,6770,260.016,135.613,vmcache,32,1000,tpcc,1,94.9916,3.79788,439,486,34717,1,1
18,7321,258.082,136.16,vmcache,32,1000,tpcc,1,94.9972,3.99451,442,511,34143,1,1
