vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=1024,mode=0] exmap:0
space: 180.62 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,3114,339.707,9.82812,vmcache,32,1000,tpcc,1024,94.9753,0.516027,259,43314,39381778,1,1273.94
1,3543,310.801,10.2578,vmcache,32,1000,tpcc,1024,94.8291,1.04817,256,49681,2626,1,1273.87
2,3797,304.402,13.8789,vmcache,32,1000,tpcc,1024,94.9956,1.40901,302,21841,3553,1,1284.76
3,4005,291.711,11.9023,vmcache,32,1000,tpcc,1024,94.7889,1.94038,348,52358,3047,1,1277.02
4,4124,282.738,6.32422,vmcache,32,1000,tpcc,1024,94.8722,2.32221,310,28233,1619,1,1283.32
5,3954,281.105,6.46875,vmcache,32,1000,tpcc,1024,94.9198,2.71928,378,30844,1656,1,1285.17
6,4503,278.578,5.77344,vmcache,32,1000,tpcc,1024,94.9882,3.10382,389,29389,1478,1,1277.78
7,4786,284.004,4.33984,vmcache,32,1000,tpcc,1024,94.9804,3.53764,454,36870,1111,1,1271.38
8,4657,264.023,10.125,vmcache,32,1000,tpcc,1024,94.9254,3.95597,418,36574,2592,1,1261.17
9,5286,264.578,2.87891,vmcache,32,1000,tpcc,1024,94.8202,4.41231,407,43230,737,1,1271.47
10,5544,266.918,5.16406,vmcache,32,1000,tpcc,1024,94.8598,4.79685,371,30534,1322,1,1272.25
11,5712,267.574,5.89844,vmcache,32,1000,tpcc,1024,94.8704,5.19658,421,32843,1510,1,1263.19
12,5692,258.219,4.55078,vmcache,32,1000,tpcc,1024,94.912,5.56881,423,29961,1165,1,1248.38
13,6040,262.363,13.2969,vmcache,32,1000,tpcc,1024,94.9961,5.91322,433,24601,3404,1,1230.05
14,6489,267.684,8.02734,vmcache,32,1000,tpcc,1024,94.9243,6.35232,461,39788,2055,1,1243.38
15,6400,251.422,7.20312,vmcache,32,1000,tpcc,1024,94.7659,6.81186,422,45237,1844,1,1256.58
16,6876,262.617,4.42969,vmcache,32,1000,tpcc,1024,94.8202,7.18671,453,29835,1134,1,1243.12
17,7488,269.297,4.50781,vmcache,32,1000,tpcc,1024,94.844,7.58823,441,33341,1154,1,1234.85
18,7324,258.09,6.07422,vmcache,32,1000,tpcc,1024,94.9001,7.95362,422,28652,1555,1,1245.74
19,7683,259.16,7.82031,vmcache,32,1000,tpcc,1024,94.9576,8.31754,458,28225,2002,1,1227.17
