vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=64,mode=0] exmap:0
space: 180.62 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,3186,339.918,0,vmcache,32,1000,tpcc,64,94.9967,0.520355,982,1237,39379347,1,72.7647,12806,343329334,33554432
1,3760,335.715,0,vmcache,32,1000,tpcc,64,94.9965,1.03321,1180,1275,0,1,75,11650,357301296,33554432
2,4189,324.641,0,vmcache,32,1000,tpcc,64,94.9904,1.53251,1244,1906,0,1,76.24,9958,339056486,33554432
3,4197,312.379,0,vmcache,32,1000,tpcc,64,94.9923,2.00943,1430,1473,0,1,73.65,11062,330384426,33554432
4,4305,301.234,0,vmcache,32,1000,tpcc,64,94.9995,2.46724,1315,1009,0,1,77.6154,11040,361270416,33554432
5,4437,295.086,0,vmcache,32,1000,tpcc,64,94.9943,2.92228,1406,2209,0,1,71.2581,9046,371193034,33554432
6,4872,292.719,0,vmcache,32,1000,tpcc,64,94.9988,3.36967,1550,1671,0,1,75.9545,10274,352669570,16777216
7,4795,290.027,0,vmcache,32,1000,tpcc,64,94.997,3.81629,1621,2303,0,1,74.2903,10562,321516300,16777216
8,5264,285.594,0,vmcache,32,1000,tpcc,64,94.9958,4.25697,1496,2319,0,1,72.4688,10614,315045790,16777216
9,5979,284.016,0,vmcache,32,1000,tpcc,64,94.9884,4.69912,1511,2983,0,1,74.575,10258,328932122,16777216
10,6147,282.695,0,vmcache,32,1000,tpcc,64,94.9919,5.13457,1446,2134,0,1,73.5862,10644,290597712,16777216
11,6156,281.273,0,vmcache,32,1000,tpcc,64,94.9917,5.57029,1561,2655,0,1,73.75,10620,320944986,16777216
12,6446,280.734,0,vmcache,32,1000,tpcc,64,94.9938,6.00452,1569,2552,0,1,72.9143,10192,299822542,16777216
13,6493,279.566,0,vmcache,32,1000,tpcc,64,94.9941,6.43813,1626,2806,0,1,75.8378,9946,282675068,16777216
14,7327,278.027,0,vmcache,32,1000,tpcc,64,94.9989,6.86852,1495,2526,0,1,76.5455,9960,267353076,16777216
15,7220,276.492,0,vmcache,32,1000,tpcc,64,94.9863,7.30528,1501,3995,0,1,73.9815,10364,251644028,16777216
16,7280,274.863,0,vmcache,32,1000,tpcc,64,94.9855,7.7341,1541,3121,0,1,76.122,10644,275024736,16777216
17,8327,274.754,0,vmcache,32,1000,tpcc,64,94.9924,8.15991,1356,2459,0,1,74.5152,9860,303016176,16777216
18,7872,274.555,0,vmcache,32,1000,tpcc,64,94.9978,8.5859,1457,2639,0,1,73.3056,9202,245165598,16777216
19,8180,273.793,0,vmcache,32,1000,tpcc,64,94.9937,9.01566,1454,3464,0,1,73.7021,10492,279559902,16777216
20,8809,272.637,0,vmcache,32,1000,tpcc,64,94.9995,9.43937,1330,2624,0,1,74.9714,9298,234614740,16777216
21,8595,271.836,0,vmcache,32,1000,tpcc,64,94.9883,9.87074,1393,4174,0,1,73.2281,9514,247829284,16777216
22,9064,271.203,0,vmcache,32,1000,tpcc,64,94.9903,10.2946,1353,3040,0,1,74.1463,10130,215349544,16777216
23,9382,270.766,0,vmcache,32,1000,tpcc,64,94.9979,10.7151,1391,2617,0,1,74.7714,8754,212879052,16777216
24,9544,268.957,0,vmcache,32,1000,tpcc,64,94.9877,11.1423,1416,4242,0,1,74.4211,9718,235251104,16777216
25,9991,270.012,0,vmcache,32,1000,tpcc,64,94.9936,11.5639,1369,2978,0,1,74.45,8880,201573500,16777216
26,10420,269.234,0,vmcache,32,1000,tpcc,64,94.9845,11.9921,1313,4232,0,1,74.2456,9836,215252314,16777216
27,11018,267.883,0,vmcache,32,1000,tpcc,64,94.9873,12.4131,1150,3193,0,1,74.2558,9818,209030178,16777216
28,11019,267.844,0,vmcache,32,1000,tpcc,64,94.9938,12.8322,1221,2981,0,1,74.525,9594,192117158,16777216
29,11630,267.711,0,vmcache,32,1000,tpcc,64,94.9989,13.253,1157,3213,0,1,73.0227,10014,184946078,16777216
30,12123,265.402,0,vmcache,32,1000,tpcc,64,94.985,13.6796,1090,4710,0,1,73.5938,9756,200683900,16777216
31,12119,267.449,0,vmcache,32,1000,tpcc,64,94.9902,14.0998,1110,3154,0,1,73.3488,9300,193720556,16777216
32,12631,267.164,0,vmcache,32,1000,tpcc,64,94.9967,14.52,1056,3161,0,1,73.5116,9664,201805252,8388608
33,13059,264.906,0,vmcache,32,1000,tpcc,64,94.9897,14.9439,984,4289,0,1,75.2456,9430,169174950,8388608
34,13629,266.25,0,vmcache,32,1000,tpcc,64,94.9964,15.3637,884,3152,0,1,73.3023,9388,154243268,8388608
35,13842,265.316,0,vmcache,32,1000,tpcc,64,94.9972,15.7855,832,3668,0,1,74.8571,7938,170760452,8388608
36,14710,264.555,0,vmcache,32,1000,tpcc,64,94.9821,16.2149,802,5123,0,1,72.1549,9186,139053256,8388608
37,14937,264.426,0,vmcache,32,1000,tpcc,64,94.9903,16.6332,732,3214,0,1,74.7442,9216,151897252,8388608
38,15393,262.652,0,vmcache,32,1000,tpcc,64,94.9984,17.0489,686,3189,0,1,74.1628,9304,161214626,8388608
39,15398,257.215,0,vmcache,32,1000,tpcc,64,94.9825,17.4684,692,5235,0,1,73.7324,8886,139036512,8388608
40,15641,256.77,0,vmcache,32,1000,tpcc,64,94.9861,17.8781,637,3628,0,1,72.56,8836,124706636,8388608
41,16147,257.035,0,vmcache,32,1000,tpcc,64,94.9949,18.2854,659,3207,0,1,72.8864,9806,152492108,8388608
42,16416,256.461,0,vmcache,32,1000,tpcc,64,94.9815,18.7043,577,5185,0,1,73.0282,8868,188773648,8388608
43,16894,256.523,0,vmcache,32,1000,tpcc,64,94.9839,19.1155,537,3869,0,1,74.4038,7292,87789588,8388608
44,17097,256.336,0,vmcache,32,1000,tpcc,64,94.9915,19.5242,560,3509,0,1,73.1042,9428,103954538,8388608
45,17855,256.605,0,vmcache,32,1000,tpcc,64,95,19.9333,528,3461,0,1,73.6383,8348,96274556,8388608
46,17728,255.559,0,vmcache,32,1000,tpcc,64,94.988,20.3515,535,5271,0,1,74.2394,7876,93152842,8388608
47,17982,256.188,0,vmcache,32,1000,tpcc,64,94.9975,20.7601,484,3464,0,1,72.1667,8964,98481478,8388608
48,18590,255.953,0,vmcache,32,1000,tpcc,64,94.9881,21.178,512,5089,0,1,72.7,8966,88771948,8388608
49,18640,255.492,0,vmcache,32,1000,tpcc,64,94.9976,21.5864,527,3651,0,1,73.02,8892,88958850,8388608
50,19139,255.105,0,vmcache,32,1000,tpcc,64,94.991,22.0022,553,5005,0,1,73.6029,9604,83313286,8388608
51,18958,255.824,0,vmcache,32,1000,tpcc,64,94.9839,22.42,536,5137,0,1,73.3857,9336,56907652,8388608
52,19306,255.918,0,vmcache,32,1000,tpcc,64,94.9925,22.8302,610,3911,0,1,73.7925,8374,69497118,8388608
53,19585,255.082,0,vmcache,32,1000,tpcc,64,94.9806,23.2494,597,5621,0,1,73.9605,9068,56412690,8388608
54,19798,256.469,0,vmcache,32,1000,tpcc,64,94.9921,23.66,611,3852,0,1,74.0769,9052,48249242,8388608
55,20124,254.879,0,vmcache,32,1000,tpcc,64,94.988,24.0766,648,5283,0,1,74.4085,8494,91822868,8388608
56,20386,254.48,0,vmcache,32,1000,tpcc,64,94.9813,24.4933,557,5325,0,1,75,8536,66647110,8388608
57,20464,255.855,0,vmcache,32,1000,tpcc,64,94.9973,24.9015,622,3603,0,1,73.5306,9194,59584106,8388608
58,20840,254.852,0,vmcache,32,1000,tpcc,64,94.9944,25.3188,591,5367,0,1,72.527,9512,75423402,8388608
59,20625,255.551,0,vmcache,32,1000,tpcc,64,94.9932,25.7365,595,5252,0,1,72.9444,9578,51113592,8388608
60,21191,255.004,0,vmcache,32,1000,tpcc,64,94.9902,26.1539,571,5319,0,1,73.875,9258,73472744,8388608
61,21161,254.672,0,vmcache,32,1000,tpcc,64,94.9835,26.5738,636,5892,0,1,72.7407,8302,76313498,8388608
62,21155,254.992,0,vmcache,32,1000,tpcc,64,94.9827,26.9921,566,5464,0,1,71.8947,9090,66502514,8388608
63,21686,255.27,0,vmcache,32,1000,tpcc,64,94.9855,27.4091,605,5214,0,1,72.4167,8710,62675970,8388608
64,22281,255.086,0,vmcache,32,1000,tpcc,64,94.9879,27.8277,628,5548,0,1,73,8588,71929070,8388608
65,22214,254.91,0,vmcache,32,1000,tpcc,64,94.9953,28.2435,579,5089,0,1,72.7,9008,71541252,8388608
66,22525,255.449,0,vmcache,32,1000,tpcc,64,94.9995,28.6626,634,5545,0,1,72.9605,8686,78764818,8388608
67,22524,254.289,0,vmcache,32,1000,tpcc,64,94.9827,29.0899,557,7165,0,1,73.866,8176,89966230,8388608
68,22772,255.289,0,vmcache,32,1000,tpcc,64,94.9823,29.512,562,6009,0,1,73.2805,8682,75403260,8388608
69,22665,255.32,0,vmcache,32,1000,tpcc,64,94.99,29.9297,607,5331,0,1,73.0274,8488,87342252,8388608
70,23435,256.25,0,vmcache,32,1000,tpcc,64,94.9963,30.35,587,5496,0,1,73.28,8542,69936506,8388608
71,23420,254.141,0,vmcache,32,1000,tpcc,64,94.9854,30.7753,569,6874,0,1,73.1277,8784,76622240,8388608
72,23543,255.465,0,vmcache,32,1000,tpcc,64,94.9973,31.1914,620,5031,0,1,72.913,8306,72770166,8388608
73,23869,254.805,0,vmcache,32,1000,tpcc,64,94.9805,31.6218,647,7622,0,1,72.5905,8770,71048818,8388608
