vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=4096,mode=2] exmap:0
space: 180.624 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2977,330.387,4.19531,vmcache,32,1000,tpcc,4096,94.4006,0.797766,243,91808,39381338,1,5100.44
1,3808,334.348,0,vmcache,32,1000,tpcc,4096,94.9142,1.05164,257,0,0,1,0
2,3568,280.309,11.7148,vmcache,32,1000,tpcc,4096,93.8971,1.97067,279,118907,2999,1,5169.87
3,4334,316.988,0,vmcache,32,1000,tpcc,4096,94.3883,2.21003,376,0,0,1,0
4,4343,301.953,0,vmcache,32,1000,tpcc,4096,94.856,2.43859,358,0,0,1,0
5,3643,258.402,5.92969,vmcache,32,1000,tpcc,4096,93.8335,3.33681,324,117757,1518,1,5119.87
6,4962,296.691,0,vmcache,32,1000,tpcc,4096,94.2953,3.5614,398,0,0,1,0
7,4990,293.555,0,vmcache,32,1000,tpcc,4096,94.7572,3.78177,423,0,0,1,0
8,4333,256.016,8.21094,vmcache,32,1000,tpcc,4096,93.926,4.57876,397,101580,2102,1,5079
9,5893,289.234,0,vmcache,32,1000,tpcc,4096,94.3831,4.7965,451,0,0,1,0
10,5970,287.273,0,vmcache,32,1000,tpcc,4096,94.8402,5.01171,439,0,0,1,0
11,5409,239.766,9.87891,vmcache,32,1000,tpcc,4096,93.636,5.97011,353,130314,2529,1,5012.08
12,6250,283.555,0,vmcache,32,1000,tpcc,4096,94.0855,6.18472,455,0,0,1,0
13,6658,283.488,0,vmcache,32,1000,tpcc,4096,94.5364,6.39867,497,0,0,1,0
14,6961,281.703,0,vmcache,32,1000,tpcc,4096,94.9884,6.61059,497,0,0,1,0
15,6123,234.676,5.15234,vmcache,32,1000,tpcc,4096,93.6318,7.64645,387,144110,1319,1,4969.31
16,7549,279.746,0,vmcache,32,1000,tpcc,4096,94.0838,7.85639,484,0,0,1,0
17,7682,278.891,0,vmcache,32,1000,tpcc,4096,94.5364,8.06512,465,0,0,1,0
18,8121,278.027,0,vmcache,32,1000,tpcc,4096,94.9867,8.2738,418,0,0,1,0
19,7018,236.758,7.05469,vmcache,32,1000,tpcc,4096,93.7736,9.2395,415,132197,1806,1,4896.19
20,8429,277.395,0,vmcache,32,1000,tpcc,4096,94.2227,9.44861,531,0,0,1,0
21,8712,276.531,0,vmcache,32,1000,tpcc,4096,94.6709,9.65706,432,0,0,1,0
22,7216,232.891,4.10938,vmcache,32,1000,tpcc,4096,93.4636,10.6189,406,131890,1052,1,4884.81
23,9524,275.336,0,vmcache,32,1000,tpcc,4096,93.9123,10.8264,441,0,0,1,0
24,9567,274.25,0,vmcache,32,1000,tpcc,4096,94.358,11.0336,457,0,0,1,0
25,9609,274.355,0,vmcache,32,1000,tpcc,4096,94.8057,11.2399,505,0,0,1,0
26,8898,232.723,5.04297,vmcache,32,1000,tpcc,4096,93.611,12.1957,398,130910,1291,1,4848.52
27,10316,273.926,0,vmcache,32,1000,tpcc,4096,94.0606,12.402,475,0,0,1,0
28,11580,273.008,0,vmcache,32,1000,tpcc,4096,94.5141,12.6059,497,0,0,1,0
29,11273,271.629,0,vmcache,32,1000,tpcc,4096,94.9625,12.8103,439,0,0,1,0
30,9778,232.535,5.53125,vmcache,32,1000,tpcc,4096,93.8987,13.7008,431,119788,1416,1,4791.52
31,12304,270.883,0,vmcache,32,1000,tpcc,4096,94.3477,13.9046,465,0,0,1,0
32,12579,271.34,0,vmcache,32,1000,tpcc,4096,94.7987,14.1085,426,0,0,1,0
33,10801,232.07,6.16016,vmcache,32,1000,tpcc,4096,93.7474,14.9923,343,118927,1577,1,4757.08
34,13348,270.238,0,vmcache,32,1000,tpcc,4096,94.1953,15.1975,363,0,0,1,0
35,13876,269.832,0,vmcache,32,1000,tpcc,4096,94.6435,15.4025,335,0,0,1,0
36,12074,233.09,4.89844,vmcache,32,1000,tpcc,4096,93.7661,16.2042,328,104979,1254,1,4771.77
37,14512,262.648,0,vmcache,32,1000,tpcc,4096,94.2048,16.4035,320,0,0,1,0
38,14730,261.723,0,vmcache,32,1000,tpcc,4096,94.6439,16.6019,294,0,0,1,0
39,13093,219.551,3.73438,vmcache,32,1000,tpcc,4096,93.3147,17.6118,213,141690,956,1,4723
40,15250,261.617,0,vmcache,32,1000,tpcc,4096,93.756,17.8093,313,0,0,1,0
41,15743,259.945,0,vmcache,32,1000,tpcc,4096,94.1953,18.0061,240,0,0,1,0
42,16115,260.398,0,vmcache,32,1000,tpcc,4096,94.6353,18.2032,263,0,0,1,0
43,14570,227.254,5.44531,vmcache,32,1000,tpcc,4096,93.9986,18.8779,186,84247,1394,1,4680.39
44,16727,261.254,0,vmcache,32,1000,tpcc,4096,94.3346,19.13,208,9195,0,1,4597.5
45,17504,260.789,0,vmcache,32,1000,tpcc,4096,94.7764,19.3287,200,0,0,1,0
46,15251,228.266,4.21484,vmcache,32,1000,tpcc,4096,93.9255,20.115,183,102893,1079,1,4676.95
47,18139,259.898,0,vmcache,32,1000,tpcc,4096,94.3678,20.3128,193,0,0,1,0
48,18180,261.051,0,vmcache,32,1000,tpcc,4096,94.8108,20.5122,170,0,0,1,0
49,16251,229.492,6.32812,vmcache,32,1000,tpcc,4096,94.0188,21.2691,151,97824,1620,1,4658.29
50,18761,260.973,0,vmcache,32,1000,tpcc,4096,94.4672,21.4665,169,0,0,1,0
51,19228,259.145,0,vmcache,32,1000,tpcc,4096,94.912,21.663,162,0,0,1,0
52,16840,222.945,6.71094,vmcache,32,1000,tpcc,4096,93.9049,22.5171,160,115003,1718,1,4600.12
53,19388,261.492,0,vmcache,32,1000,tpcc,4096,94.3561,22.7147,200,0,0,1,0
54,19647,259.449,0,vmcache,32,1000,tpcc,4096,94.8035,22.9114,172,0,0,1,0
55,17250,227.176,6.48828,vmcache,32,1000,tpcc,4096,93.9735,23.6848,163,100711,1661,1,4577.77
56,20262,259.77,0,vmcache,32,1000,tpcc,4096,94.423,23.8818,183,0,0,1,0
57,20550,258.805,0,vmcache,32,1000,tpcc,4096,94.8718,24.0778,195,0,0,1,0
58,18433,231.262,5.98828,vmcache,32,1000,tpcc,4096,94.055,24.8529,180,100424,1533,1,4564.73
59,20855,260.547,0,vmcache,32,1000,tpcc,4096,94.5083,25.0503,216,0,0,1,0
60,21141,259.531,0,vmcache,32,1000,tpcc,4096,94.9608,25.2475,191,0,0,1,0
61,18272,225.492,5.04297,vmcache,32,1000,tpcc,4096,93.8686,26.1541,177,123299,1291,1,4566.63
62,21527,259.285,0,vmcache,32,1000,tpcc,4096,94.3214,26.3505,217,0,0,1,0
63,21506,259.758,0,vmcache,32,1000,tpcc,4096,94.7766,26.548,228,0,0,1,0
64,19249,229.727,5.91797,vmcache,32,1000,tpcc,4096,93.921,27.343,148,104211,1515,1,4530.91
65,22057,260.996,0,vmcache,32,1000,tpcc,4096,94.383,27.5402,185,0,0,1,0
66,22635,260.258,0,vmcache,32,1000,tpcc,4096,94.8452,27.7373,215,0,0,1,0
67,19686,224.852,6.17188,vmcache,32,1000,tpcc,4096,93.8284,28.6062,145,117100,1580,1,4503.85
68,22795,260.035,0,vmcache,32,1000,tpcc,4096,94.2898,28.8045,203,0,0,1,0
69,22788,259.879,0,vmcache,32,1000,tpcc,4096,94.7516,29.0018,173,0,0,1,0
70,20580,227.113,3.08594,vmcache,32,1000,tpcc,4096,93.7508,29.8728,158,117206,790,1,4507.92
71,23023,259.445,0,vmcache,32,1000,tpcc,4096,94.2124,30.0702,189,0,0,1,0
72,23605,260.035,0,vmcache,32,1000,tpcc,4096,94.6787,30.2669,189,0,0,1,0
73,21033,230.281,6.125,vmcache,32,1000,tpcc,4096,93.8957,31.0296,168,98714,1568,1,4487
74,24025,260.617,0,vmcache,32,1000,tpcc,4096,94.36,31.228,176,0,0,1,0
75,23951,255.664,0,vmcache,32,1000,tpcc,4096,94.8197,31.4214,199,0,0,1,0
76,20661,220.578,4.46484,vmcache,32,1000,tpcc,4096,93.7656,32.3063,166,120454,1143,1,4461.26
77,24447,258.895,0,vmcache,32,1000,tpcc,4096,94.2302,32.5018,206,0,0,1,0
78,24474,260.352,0,vmcache,32,1000,tpcc,4096,94.6958,32.6997,212,0,0,1,0
79,21692,227.773,6.14844,vmcache,32,1000,tpcc,4096,93.806,33.5112,180,107032,1574,1,4459.67
80,24805,255.305,0,vmcache,32,1000,tpcc,4096,94.2092,33.7314,228,4448,0,1,4448
81,25454,260.707,0,vmcache,32,1000,tpcc,4096,94.6747,33.9295,223,0,0,1,0
82,22428,227.918,5.94531,vmcache,32,1000,tpcc,4096,93.6317,34.8184,198,120212,1522,1,4452.3
83,25877,260.055,0,vmcache,32,1000,tpcc,4096,94.0996,35.0146,232,0,0,1,0
84,26079,261.684,0,vmcache,32,1000,tpcc,4096,94.5672,35.2134,250,0,0,1,0
85,25221,250.879,5.14453,vmcache,32,1000,tpcc,4096,94.9999,35.4039,225,0,1317,1,0
86,23853,234.359,0.886719,vmcache,32,1000,tpcc,4096,94.0045,36.2886,251,118749,227,1,4398.11
87,27343,260.93,0,vmcache,32,1000,tpcc,4096,94.4705,36.4879,247,0,0,1,0
88,27147,261.148,0,vmcache,32,1000,tpcc,4096,94.9422,36.6853,232,0,0,1,0
89,23775,226.316,6.91797,vmcache,32,1000,tpcc,4096,93.9181,37.5626,191,118498,1771,1,4388.81
90,27554,261.969,0,vmcache,32,1000,tpcc,4096,94.3938,37.7602,247,0,0,1,0
91,27524,259.812,0,vmcache,32,1000,tpcc,4096,94.8624,37.9584,228,0,0,1,0
92,24792,231.523,6.40625,vmcache,32,1000,tpcc,4096,94.0178,38.7567,200,104637,1640,1,4359.88
93,28353,260.336,0,vmcache,32,1000,tpcc,4096,94.4887,38.955,242,0,0,1,0
94,28302,261.273,0,vmcache,32,1000,tpcc,4096,94.9668,39.1521,255,0,0,1,0
95,25546,231.883,4.01172,vmcache,32,1000,tpcc,4096,94.2338,39.9002,234,95970,1027,1,4362.27
96,28471,261.082,0,vmcache,32,1000,tpcc,4096,94.7135,40.0978,277,0,0,1,0
97,25567,230.523,5.42969,vmcache,32,1000,tpcc,4096,93.8777,40.8938,221,104332,1390,1,4347.17
98,29750,262.316,0,vmcache,32,1000,tpcc,4096,94.3604,41.0924,240,0,0,1,0
99,29426,261.074,0,vmcache,32,1000,tpcc,4096,94.84,41.2909,279,0,0,1,0
100,25644,227.031,4.67578,vmcache,32,1000,tpcc,4096,93.7902,42.1899,239,121684,1197,1,4345.86
101,29888,261.297,0,vmcache,32,1000,tpcc,4096,94.2753,42.3877,282,0,0,1,0
102,30738,261.828,0,vmcache,32,1000,tpcc,4096,94.76,42.5857,295,0,0,1,0
103,26994,231.199,6.83203,vmcache,32,1000,tpcc,4096,93.8816,43.404,257,107930,1749,1,4317.2
104,30386,261.801,0,vmcache,32,1000,tpcc,4096,94.3672,43.6022,268,0,0,1,0
105,30593,261.215,0,vmcache,32,1000,tpcc,4096,94.8524,43.7999,265,0,0,1,0
106,27390,232.324,4.88281,vmcache,32,1000,tpcc,4096,94.031,44.5946,217,103755,1250,1,4323.12
107,31982,261.852,0,vmcache,32,1000,tpcc,4096,94.5162,44.7928,300,0,0,1,0
108,31543,262.125,3.55078,vmcache,32,1000,tpcc,4096,94.9913,44.991,259,0,909,1,0
109,28224,232.156,2.03125,vmcache,32,1000,tpcc,4096,94.135,45.8069,264,107459,520,1,4298.36
110,32496,261.766,0,vmcache,32,1000,tpcc,4096,94.6215,46.0055,246,0,0,1,0
111,28603,231.285,3.32031,vmcache,32,1000,tpcc,4096,93.7603,46.8206,216,107504,850,1,4300.16
112,33020,262.273,0,vmcache,32,1000,tpcc,4096,94.2514,47.0179,290,0,0,1,0
113,32281,261.504,0,vmcache,32,1000,tpcc,4096,94.7379,47.216,277,0,0,1,0
114,29162,230.641,8.37109,vmcache,32,1000,tpcc,4096,93.823,48.0505,223,110474,2143,1,4249
115,33752,261.762,0,vmcache,32,1000,tpcc,4096,94.3096,48.2502,268,0,0,1,0
116,33758,262.145,0,vmcache,32,1000,tpcc,4096,94.8016,48.4484,251,0,0,1,0
117,30181,229.195,5.29688,vmcache,32,1000,tpcc,4096,93.9394,49.2599,217,107003,1356,1,4280.12
118,33801,262.922,0,vmcache,32,1000,tpcc,4096,94.4372,49.4575,269,0,0,1,0
119,34298,261.758,0,vmcache,32,1000,tpcc,4096,94.9335,49.6553,251,0,0,1,0
120,31110,232.23,5.32422,vmcache,32,1000,tpcc,4096,94.0966,50.4613,221,105727,1363,1,4229.08
121,35077,263.477,0,vmcache,32,1000,tpcc,4096,94.5949,50.6612,250,0,0,1,0
122,30964,227.973,5.36719,vmcache,32,1000,tpcc,4096,93.6506,51.5142,219,114146,1374,1,4227.63
123,35327,262.461,0,vmcache,32,1000,tpcc,4096,94.1487,51.7133,267,0,0,1,0
124,35895,263.227,0,vmcache,32,1000,tpcc,4096,94.6515,51.9113,258,0,0,1,0
125,32028,234.707,5.27344,vmcache,32,1000,tpcc,4096,93.9288,52.6659,236,96648,1350,1,4393.09
126,36512,262.594,0,vmcache,32,1000,tpcc,4096,94.4298,52.8649,275,0,0,1,0
127,36505,263.035,0,vmcache,32,1000,tpcc,4096,94.9347,53.0632,261,0,0,1,0
128,31840,228.812,7.3125,vmcache,32,1000,tpcc,4096,93.865,53.978,246,124590,1880,1,4791.92
129,37206,262.883,0,vmcache,32,1000,tpcc,4096,94.3705,54.1764,274,0,0,1,0
130,36958,263.559,0,vmcache,32,1000,tpcc,4096,94.8721,54.3761,273,0,0,1,0
