vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=3,batch_sz=4096,mode=0] exmap:0
space: 180.624 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,2863,312.387,3.23047,vmcache,32,1000,tpcc,4096,93.8815,1.03127,254,133376,39381162,1,5129.85
1,3731,337.441,0,vmcache,32,1000,tpcc,4096,94.3977,1.28846,304,0,0,1,0
2,4129,326.449,0,vmcache,32,1000,tpcc,4096,94.9019,1.53535,321,0,0,1,0
3,3620,268.484,5.69922,vmcache,32,1000,tpcc,4096,93.518,2.62926,308,149539,1459,1,5156.52
4,4222,304.977,0,vmcache,32,1000,tpcc,4096,93.9905,2.86,366,0,0,1,0
5,4464,300.547,0,vmcache,32,1000,tpcc,4096,94.4552,3.08832,389,0,0,1,0
6,4968,298.75,0,vmcache,32,1000,tpcc,4096,94.9222,3.3136,404,0,0,1,0
7,4376,253.449,6.07031,vmcache,32,1000,tpcc,4096,93.8487,4.23067,395,122108,1554,1,5087.83
8,5077,291.699,0,vmcache,32,1000,tpcc,4096,94.3083,4.44977,457,0,0,1,0
9,5985,288.906,0,vmcache,32,1000,tpcc,4096,94.7639,4.66791,403,0,0,1,0
10,4843,243.496,8.1875,vmcache,32,1000,tpcc,4096,93.5078,5.6596,365,135671,2096,1,5024.85
11,6340,283.613,0,vmcache,32,1000,tpcc,4096,93.9574,5.87398,421,0,0,1,0
12,6358,286.137,0,vmcache,32,1000,tpcc,4096,94.4146,6.08878,475,0,0,1,0
13,6627,284.023,0,vmcache,32,1000,tpcc,4096,94.8651,6.30377,467,0,0,1,0
14,6111,241.121,6.04297,vmcache,32,1000,tpcc,4096,93.6865,7.25887,449,129963,1547,1,4998.58
15,7304,282.625,0,vmcache,32,1000,tpcc,4096,94.1427,7.47086,469,0,0,1,0
16,7434,280.223,0,vmcache,32,1000,tpcc,4096,94.5927,7.68226,484,0,0,1,0
17,7532,264.855,6.46094,vmcache,32,1000,tpcc,4096,94.999,7.8828,437,0,1654,1,0
18,7239,254.242,0,vmcache,32,1000,tpcc,4096,93.9371,8.8101,424,123397,0,1,4935.88
19,8204,278.395,0,vmcache,32,1000,tpcc,4096,94.3901,9.01846,436,0,0,1,0
20,8580,277.277,0,vmcache,32,1000,tpcc,4096,94.8398,9.22713,508,0,0,1,0
21,7570,238.324,8.98828,vmcache,32,1000,tpcc,4096,93.7994,10.1065,399,117319,2301,1,4888.29
22,8719,276.078,0,vmcache,32,1000,tpcc,4096,94.2483,10.3143,487,0,0,1,0
23,9504,275.453,0,vmcache,32,1000,tpcc,4096,94.6934,10.5235,431,0,0,1,0
24,8391,238.07,6.26953,vmcache,32,1000,tpcc,4096,93.6683,11.4001,405,117098,1605,1,4879.08
25,9722,274.586,0,vmcache,32,1000,tpcc,4096,94.1191,11.6053,527,0,0,1,0
26,10278,273.438,0,vmcache,32,1000,tpcc,4096,94.5659,11.8119,456,0,0,1,0
27,10232,271.633,6.76562,vmcache,32,1000,tpcc,4096,94.9986,12.0159,451,0,1210,1,0
28,10432,243.082,1.67188,vmcache,32,1000,tpcc,4096,94.2953,12.7455,404,91751,950,1,4829
29,11284,273.309,0,vmcache,32,1000,tpcc,4096,94.748,12.9503,460,0,0,1,0
30,10065,234.039,6.72266,vmcache,32,1000,tpcc,4096,93.7979,13.7848,426,110626,1721,1,4809.83
31,11963,259.758,0,vmcache,32,1000,tpcc,4096,94.0571,14.066,410,14362,0,1,4787.33
32,12359,270.176,0,vmcache,32,1000,tpcc,4096,94.5034,14.2703,406,0,0,1,0
33,12925,270.227,0,vmcache,32,1000,tpcc,4096,94.9528,14.4739,403,0,0,1,0
34,11231,228.801,6.61719,vmcache,32,1000,tpcc,4096,93.7249,15.4408,333,133368,1694,1,4763.14
35,13852,270.059,0,vmcache,32,1000,tpcc,4096,94.1785,15.6433,374,0,0,1,0
36,14160,268.27,0,vmcache,32,1000,tpcc,4096,94.6288,15.8452,345,0,0,1,0
37,13073,231.91,4.17188,vmcache,32,1000,tpcc,4096,93.5304,16.7578,284,123662,1068,1,4756.23
38,14682,269.312,0,vmcache,32,1000,tpcc,4096,93.984,16.9606,309,0,0,1,0
39,15870,268.582,0,vmcache,32,1000,tpcc,4096,94.4378,17.1632,288,0,0,1,0
40,16007,267.41,0,vmcache,32,1000,tpcc,4096,94.887,17.3664,261,0,0,1,0
41,13799,226.844,5.17578,vmcache,32,1000,tpcc,4096,93.8542,18.2386,259,117488,1325,1,4699.52
42,16219,261.582,0,vmcache,32,1000,tpcc,4096,94.2942,18.4372,247,0,0,1,0
43,16598,260.984,0,vmcache,32,1000,tpcc,4096,94.7379,18.6345,230,0,0,1,0
44,14697,226.273,9.72266,vmcache,32,1000,tpcc,4096,93.7567,19.4739,167,112170,2489,1,4673.75
45,17551,260.66,0,vmcache,32,1000,tpcc,4096,94.1996,19.6723,200,0,0,1,0
46,17961,261.348,0,vmcache,32,1000,tpcc,4096,94.6424,19.8715,166,0,0,1,0
47,15699,224.586,7.68359,vmcache,32,1000,tpcc,4096,94.2215,20.4321,167,65347,1967,1,4667.64
