vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 exmap:0
space: 180.617 GB 
Switching to workload ratios: dr=1 dw=1 nr=1 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,2546,282.582,291.117,vmcache,32,1000,tpcc,1,94.9867,0,0,0,39452165,0,0,12522,432237772,67108864
1,3109,276.488,268.254,vmcache,32,1000,tpcc,1,95.0004,0,0,0,69689,0,0,11396,453469474,67108864
2,3179,273.074,274.734,vmcache,32,1000,tpcc,1,94.9963,0,0,0,70332,0,0,8762,430135358,67108864
3,3696,264.98,267.297,vmcache,32,1000,tpcc,1,94.9911,0,0,0,68428,0,0,10330,416067390,33554432
4,3368,259.797,264.738,vmcache,32,1000,tpcc,1,94.9799,0,0,0,67614,0,0,11036,457001962,33554432
5,3558,252.223,247.711,vmcache,32,1000,tpcc,1,94.9948,0,0,0,63573,0,0,11418,504379352,33554432
6,3774,249.457,254.305,vmcache,32,1000,tpcc,1,94.9854,0,0,0,64939,0,0,10680,436637688,33554432
7,3924,248.582,246.426,vmcache,32,1000,tpcc,1,94.9945,0,0,0,63248,0,0,11084,488135618,33554432
8,4071,245.59,253.605,vmcache,32,1000,tpcc,1,94.9849,0,0,0,64141,0,0,10442,441380460,33554432
9,4129,245.562,240.625,vmcache,32,1000,tpcc,1,94.9968,0,0,0,62382,0,0,10264,401419100,33554432
10,4404,242.887,245.367,vmcache,32,1000,tpcc,1,94.9961,0,0,0,62814,0,0,10286,502350402,33554432
11,5132,239.902,245.926,vmcache,32,1000,tpcc,1,94.9865,0,0,0,62957,0,0,10634,386712530,33554432
12,4937,240.285,244.719,vmcache,32,1000,tpcc,1,94.9899,0,0,0,62020,0,0,10302,373510444,33554432
13,5102,238.707,238.148,vmcache,32,1000,tpcc,1,94.9944,0,0,0,61594,0,0,10932,388844704,33554432
14,5095,236.789,244.59,vmcache,32,1000,tpcc,1,94.988,0,0,0,62054,0,0,10584,373233612,33554432
15,5277,237.977,236.539,vmcache,32,1000,tpcc,1,94.9969,0,0,0,61115,0,0,9872,339026886,33554432
16,5702,235.762,245.324,vmcache,32,1000,tpcc,1,94.9854,0,0,0,62384,0,0,10556,376814292,33554432
17,5964,236.352,236.246,vmcache,32,1000,tpcc,1,94.995,0,0,0,60898,0,0,10410,405100600,33554432
18,5924,236.797,244.586,vmcache,32,1000,tpcc,1,94.988,0,0,0,62378,0,0,10204,369739416,33554432
19,6048,234.957,243.832,vmcache,32,1000,tpcc,1,94.9927,0,0,0,60983,0,0,10352,315213010,33554432
20,6492,235.621,233.445,vmcache,32,1000,tpcc,1,94.9953,0,0,0,61436,0,0,9220,325074412,33554432
21,6682,233.727,243.43,vmcache,32,1000,tpcc,1,94.9853,0,0,0,61982,0,0,10064,388662616,33554432
22,6494,232.023,236.84,vmcache,32,1000,tpcc,1,94.9841,0,0,0,60885,0,0,9554,346196656,33554432
23,6523,232.699,232.871,vmcache,32,1000,tpcc,1,94.9988,0,0,0,59697,0,0,10266,332095928,33554432
24,7256,231.742,244.734,vmcache,32,1000,tpcc,1,94.9856,0,0,0,61877,0,0,10272,329047850,16777216
25,6897,233.059,233.941,vmcache,32,1000,tpcc,1,94.9909,0,0,0,60664,0,0,9816,323304624,33554432
26,7023,231.148,241.172,vmcache,32,1000,tpcc,1,94.9844,0,0,0,61188,0,0,10442,284299728,33554432
27,7645,230.938,237.402,vmcache,32,1000,tpcc,1,94.9908,0,0,0,60173,0,0,10604,294633442,33554432
28,7738,231.148,236.016,vmcache,32,1000,tpcc,1,94.985,0,0,0,61181,0,0,10070,324664838,16777216
29,7515,230.5,235.77,vmcache,32,1000,tpcc,1,94.9827,0,0,0,60750,0,0,10240,312399798,16777216
30,8078,229.664,233.145,vmcache,32,1000,tpcc,1,94.9921,0,0,0,59685,0,0,10494,276909330,16777216
31,8189,229.109,241.77,vmcache,32,1000,tpcc,1,94.9929,0,0,0,60302,0,0,9568,287987318,16777216
32,8515,230.371,232.309,vmcache,32,1000,tpcc,1,94.9894,0,0,0,61062,0,0,9924,325943896,16777216
33,8853,227.582,235.02,vmcache,32,1000,tpcc,1,94.9883,0,0,0,60165,0,0,9006,274723128,16777216
34,8842,227.07,233.715,vmcache,32,1000,tpcc,1,94.9897,0,0,0,59831,0,0,9502,272855650,16777216
35,9110,228.211,234.023,vmcache,32,1000,tpcc,1,94.9951,0,0,0,59910,0,0,10548,289563848,16777216
36,9359,228.086,234.531,vmcache,32,1000,tpcc,1,94.9982,0,0,0,60040,0,0,9728,249210110,16777216
37,9896,225.488,241.625,vmcache,32,1000,tpcc,1,94.9876,0,0,0,60667,0,0,9268,275005208,16777216
38,9997,229.598,231.613,vmcache,32,1000,tpcc,1,94.9911,0,0,0,60482,0,0,9586,221653270,16777216
39,10036,227.223,232.637,vmcache,32,1000,tpcc,1,94.9999,0,0,0,59555,0,0,9696,220678448,16777216
40,10157,226.25,242.852,vmcache,32,1000,tpcc,1,94.9826,0,0,0,61489,0,0,9798,212404856,16777216
41,10873,226.879,231.941,vmcache,32,1000,tpcc,1,94.9878,0,0,0,59903,0,0,10338,195780274,16777216
42,10948,224.934,234.512,vmcache,32,1000,tpcc,1,94.9836,0,0,0,60190,0,0,9056,186500818,16777216
43,10830,222.867,229.109,vmcache,32,1000,tpcc,1,94.9917,0,0,0,58652,0,0,10514,214714828,16777216
44,11335,221.461,229.039,vmcache,32,1000,tpcc,1,94.9967,0,0,0,58634,0,0,8298,175135618,16777216
45,11603,221.93,239.062,vmcache,32,1000,tpcc,1,94.9836,0,0,0,60365,0,0,9330,212454118,16777216
46,11964,220.305,229.25,vmcache,32,1000,tpcc,1,94.9921,0,0,0,58178,0,0,9968,189196798,16777216
47,11976,221.566,224.082,vmcache,32,1000,tpcc,1,94.9979,0,0,0,58710,0,0,8832,194075354,16777216
48,12187,218.488,235.773,vmcache,32,1000,tpcc,1,94.982,0,0,0,59811,0,0,9038,181113064,16777216
49,12413,221.477,223.93,vmcache,32,1000,tpcc,1,94.9997,0,0,0,57873,0,0,10338,172500946,16777216
50,12668,220.277,231.531,vmcache,32,1000,tpcc,1,94.9958,0,0,0,59272,0,0,9194,186345876,16777216
51,12753,219.91,231.371,vmcache,32,1000,tpcc,1,94.9923,0,0,0,59231,0,0,10110,179145270,16777216
52,12993,218.203,233.398,vmcache,32,1000,tpcc,1,94.9816,0,0,0,59531,0,0,9742,187340010,16777216
53,13301,220.961,225.102,vmcache,32,1000,tpcc,1,95.0003,0,0,0,57766,0,0,8044,153671540,16777216
54,13539,220.074,234.852,vmcache,32,1000,tpcc,1,94.9882,0,0,0,60201,0,0,8872,147698818,16777216
55,13699,219.246,233.082,vmcache,32,1000,tpcc,1,94.9903,0,0,0,58723,0,0,8992,137746118,16777216
56,13917,219.242,225.352,vmcache,32,1000,tpcc,1,94.9949,0,0,0,58636,0,0,9552,113495626,16777216
57,14045,220.109,232.094,vmcache,32,1000,tpcc,1,94.993,0,0,0,59416,0,0,9824,143646972,16777216
58,13977,218.469,232.016,vmcache,32,1000,tpcc,1,94.9868,0,0,0,59396,0,0,9470,181274292,16777216
59,14382,219.789,227.164,vmcache,32,1000,tpcc,1,95.0003,0,0,0,58154,0,0,8274,127038838,16777216
60,14294,218.312,232.617,vmcache,32,1000,tpcc,1,94.9921,0,0,0,59550,0,0,9836,89230370,16777216
61,14551,219.039,235.207,vmcache,32,1000,tpcc,1,94.9921,0,0,0,59094,0,0,9848,87951756,16777216
62,15056,219.5,224.602,vmcache,32,1000,tpcc,1,94.9995,0,0,0,58617,0,0,9532,98227808,16777216
63,14661,218.418,234.727,vmcache,32,1000,tpcc,1,94.9863,0,0,0,60090,0,0,8930,86125810,16777216
64,14910,219.496,227.398,vmcache,32,1000,tpcc,1,94.9996,0,0,0,58214,0,0,8874,81572946,16777216
65,15149,220.383,232.867,vmcache,32,1000,tpcc,1,94.9987,0,0,0,59614,0,0,9110,76922112,16777216
66,15048,217.461,234.309,vmcache,32,1000,tpcc,1,94.9846,0,0,0,59983,0,0,10050,86280820,16777216
67,15104,218.074,233.617,vmcache,32,1000,tpcc,1,94.9833,0,0,0,59095,0,0,8964,74707554,16777216
68,15448,220.129,230.863,vmcache,32,1000,tpcc,1,94.9867,0,0,0,59359,0,0,10238,79653376,16777216
69,15980,220.191,231.867,vmcache,32,1000,tpcc,1,94.9853,0,0,0,59811,0,0,9304,76550610,16777216
70,15421,218.301,230.902,vmcache,32,1000,tpcc,1,94.9857,0,0,0,59111,0,0,8996,86842016,16777216
71,15752,218.645,234.297,vmcache,32,1000,tpcc,1,94.9811,0,0,0,59666,0,0,8118,90517638,16777216
72,15937,219.289,226.23,vmcache,32,1000,tpcc,1,94.9972,0,0,0,58229,0,0,9578,81049246,16777216
73,16081,220.715,233.184,vmcache,32,1000,tpcc,1,95.0004,0,0,0,59695,0,0,9212,87583736,16777216
74,15813,218.402,241.117,vmcache,32,1000,tpcc,1,94.9889,0,0,0,60401,0,0,9582,92760268,16777216
75,16059,218.812,230.914,vmcache,32,1000,tpcc,1,94.9896,0,0,0,59430,0,0,9292,84543258,8388608
76,16379,218.504,226.422,vmcache,32,1000,tpcc,1,94.9962,0,0,0,58973,0,0,9252,77343538,16777216
77,15926,215.699,233.039,vmcache,32,1000,tpcc,1,94.9857,0,0,0,59658,0,0,9976,76968754,16777216
78,16598,220.488,234.355,vmcache,32,1000,tpcc,1,94.9876,0,0,0,59995,0,0,9606,88440154,16777216
79,16477,218.703,234.289,vmcache,32,1000,tpcc,1,94.9973,0,0,0,58896,0,0,9566,81040860,8388608
80,16790,219.457,235.27,vmcache,32,1000,tpcc,1,94.9827,0,0,0,61311,0,0,9980,78118578,16777216
81,16812,219.363,233.234,vmcache,32,1000,tpcc,1,94.9855,0,0,0,59724,0,0,9826,79083482,8388608
82,17092,219.734,231.102,vmcache,32,1000,tpcc,1,94.9981,0,0,0,59255,0,0,8924,72649166,8388608
83,17185,221.297,238.457,vmcache,32,1000,tpcc,1,94.9906,0,0,0,61215,0,0,8578,77319880,8388608
84,16968,219.078,238.598,vmcache,32,1000,tpcc,1,94.9938,0,0,0,59861,0,0,9858,75283116,8388608
85,17381,220.34,227.383,vmcache,32,1000,tpcc,1,94.9974,0,0,0,60170,0,0,8434,84257950,8388608
86,17322,219.688,233.586,vmcache,32,1000,tpcc,1,94.997,0,0,0,60336,0,0,9540,78467798,8388608
87,17123,219.219,236.324,vmcache,32,1000,tpcc,1,94.9868,0,0,0,61068,0,0,9910,97889160,8388608
88,17625,219.727,233.98,vmcache,32,1000,tpcc,1,94.98,0,0,0,60940,0,0,9120,79499522,8388608
89,17457,221.785,231.227,vmcache,32,1000,tpcc,1,94.9859,0,0,0,60326,0,0,9556,73651876,8388608
90,17945,220.828,230.551,vmcache,32,1000,tpcc,1,94.9896,0,0,0,60349,0,0,9234,71259728,8388608
91,17783,222.293,229.324,vmcache,32,1000,tpcc,1,95.0001,0,0,0,60142,0,0,8934,77307760,8388608
92,18037,220.699,230.336,vmcache,32,1000,tpcc,1,94.998,0,0,0,60823,0,0,9580,70555884,8388608
93,17692,220.281,231.895,vmcache,32,1000,tpcc,1,94.9869,0,0,0,61399,0,0,9804,74542084,8388608
94,18255,221.184,229.012,vmcache,32,1000,tpcc,1,94.9829,0,0,0,60951,0,0,10278,77082868,8388608
95,18113,222.656,228.75,vmcache,32,1000,tpcc,1,94.9898,0,0,0,60610,0,0,9068,68809486,8388608
96,18260,222.879,223.129,vmcache,32,1000,tpcc,1,94.9987,0,0,0,60478,0,0,9886,64723484,8388608
97,18167,220.281,229.203,vmcache,32,1000,tpcc,1,94.981,0,0,0,61870,0,0,8892,74511580,8388608
98,18287,223.555,220.324,vmcache,32,1000,tpcc,1,94.9971,0,0,0,59914,0,0,9740,57550484,8388608
