vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 exmap:0
space: 90.3259 GB 
ts,tx,rmb,wmb,system,threads,datasize,workload,batch
469,70739,341.238,364.887,vmcache,32,500,tpcc,64
470,71491,345.641,365.578,vmcache,32,500,tpcc,64
471,70153,342.469,361.492,vmcache,32,500,tpcc,64
472,71143,344.289,363.344,vmcache,32,500,tpcc,64
473,71277,345.074,372.977,vmcache,32,500,tpcc,64
474,70669,344.652,362.219,vmcache,32,500,tpcc,64
475,69289,337.562,353.531,vmcache,32,500,tpcc,64
476,67811,330.461,358.711,vmcache,32,500,tpcc,64
477,70760,344.711,358.73,vmcache,32,500,tpcc,64
478,70855,345.031,366.262,vmcache,32,500,tpcc,64
479,71418,344.273,368.242,vmcache,32,500,tpcc,64
480,70658,340.141,365.176,vmcache,32,500,tpcc,64
481,71399,350.324,366.551,vmcache,32,500,tpcc,64
482,72164,351.906,373.957,vmcache,32,500,tpcc,64
483,68557,337.805,357.27,vmcache,32,500,tpcc,64
484,70084,332.113,359.145,vmcache,32,500,tpcc,64
485,69148,343.363,358.723,vmcache,32,500,tpcc,64
486,71496,340.391,366.898,vmcache,32,500,tpcc,64
487,69504,342.234,358.262,vmcache,32,500,tpcc,64
488,70658,345.137,366.109,vmcache,32,500,tpcc,64
489,72333,345.277,372.191,vmcache,32,500,tpcc,64
490,72654,350.422,366.145,vmcache,32,500,tpcc,64
491,70502,340.902,366.484,vmcache,32,500,tpcc,64
492,69190,337.156,359.301,vmcache,32,500,tpcc,64
493,70898,342.613,360.102,vmcache,32,500,tpcc,64
494,69608,340.086,362.02,vmcache,32,500,tpcc,64
495,71397,339.359,364.324,vmcache,32,500,tpcc,64
496,71310,349.16,366.633,vmcache,32,500,tpcc,64
497,70988,346.023,373.527,vmcache,32,500,tpcc,64
498,73349,351.52,367.137,vmcache,32,500,tpcc,64
499,69017,337.203,358.184,vmcache,32,500,tpcc,64
500,69545,337.887,357.809,vmcache,32,500,tpcc,64
501,69371,337.543,362.16,vmcache,32,500,tpcc,64
502,69255,336.34,355.797,vmcache,32,500,tpcc,64
503,69400,331.336,356.027,vmcache,32,500,tpcc,64
504,69110,339.043,358.262,vmcache,32,500,tpcc,64
505,70641,349.879,366.363,vmcache,32,500,tpcc,64
506,72126,350.266,373.188,vmcache,32,500,tpcc,64
507,71842,345.098,366.43,vmcache,32,500,tpcc,64
508,70648,342.789,366.789,vmcache,32,500,tpcc,64
509,68808,338.352,357.898,vmcache,32,500,tpcc,64
510,71486,338.191,366.949,vmcache,32,500,tpcc,64
511,69489,335.234,359.777,vmcache,32,500,tpcc,64
512,70475,332.652,365.414,vmcache,32,500,tpcc,64
513,72162,346.262,372.977,vmcache,32,500,tpcc,64
514,72724,343.23,367.441,vmcache,32,500,tpcc,64
515,70362,335.43,366.887,vmcache,32,500,tpcc,64
516,70954,338.605,358.996,vmcache,32,500,tpcc,64
517,70865,338.594,364.262,vmcache,32,500,tpcc,64
518,70828,336.309,365.27,vmcache,32,500,tpcc,64
519,67614,326.539,350.105,vmcache,32,500,tpcc,64
520,69589,332.246,356.531,vmcache,32,500,tpcc,64
521,70868,340.156,373.773,vmcache,32,500,tpcc,64
522,72770,345.574,366.805,vmcache,32,500,tpcc,64
523,70954,336.418,364.828,vmcache,32,500,tpcc,64
524,71004,338.191,365.25,vmcache,32,500,tpcc,64
525,70907,344.859,366.031,vmcache,32,500,tpcc,64
526,71647,339.582,365.934,vmcache,32,500,tpcc,64
527,69901,331.988,359.02,vmcache,32,500,tpcc,64
528,70004,332.77,359.727,vmcache,32,500,tpcc,64
529,70767,339.574,365.652,vmcache,32,500,tpcc,64
530,73307,346.66,371.906,vmcache,32,500,tpcc,64
531,69282,338.156,365.758,vmcache,32,500,tpcc,64
532,69184,332.938,364.137,vmcache,32,500,tpcc,64
533,72858,347.082,369.723,vmcache,32,500,tpcc,64
534,70465,337.043,365.121,vmcache,32,500,tpcc,64
535,69016,331.656,358.43,vmcache,32,500,tpcc,64
536,69355,334.695,358.996,vmcache,32,500,tpcc,64
537,71145,340.164,366.543,vmcache,32,500,tpcc,64
538,71163,340.297,367.559,vmcache,32,500,tpcc,64
539,71115,339.336,371.387,vmcache,32,500,tpcc,64
540,72978,344.648,366.211,vmcache,32,500,tpcc,64
541,71912,348.449,375.375,vmcache,32,500,tpcc,64
542,72467,342.711,374.023,vmcache,32,500,tpcc,64
543,67689,329.621,350.289,vmcache,32,500,tpcc,64
544,70053,329.867,359.141,vmcache,32,500,tpcc,64
545,69217,333.43,358.609,vmcache,32,500,tpcc,64
546,71339,337.871,364.25,vmcache,32,500,tpcc,64
547,69155,332.484,361.684,vmcache,32,500,tpcc,64
548,71324,337.297,360.836,vmcache,32,500,tpcc,64
549,72084,344.598,369.992,vmcache,32,500,tpcc,64
550,71198,346.309,373.34,vmcache,32,500,tpcc,64
551,70033,339.438,368.531,vmcache,32,500,tpcc,64
552,70528,339.766,364.715,vmcache,32,500,tpcc,64
553,69228,333.414,366.742,vmcache,32,500,tpcc,64
554,70620,338.414,365.77,vmcache,32,500,tpcc,64
555,72534,341.859,365.957,vmcache,32,500,tpcc,64
556,71152,339.023,366.969,vmcache,32,500,tpcc,64
557,70528,343.762,368.863,vmcache,32,500,tpcc,64
558,72808,346.145,371.938,vmcache,32,500,tpcc,64
559,69014,328.07,358.25,vmcache,32,500,tpcc,64
560,67336,327.676,350.723,vmcache,32,500,tpcc,64
561,68940,332.211,357.605,vmcache,32,500,tpcc,64
562,68974,331.875,360.848,vmcache,32,500,tpcc,64
563,69484,330.18,355.016,vmcache,32,500,tpcc,64
564,71513,339.438,373.988,vmcache,32,500,tpcc,64
565,72579,345.98,374.41,vmcache,32,500,tpcc,64
566,73413,349.66,373.816,vmcache,32,500,tpcc,64
567,70662,338.941,366.16,vmcache,32,500,tpcc,64
568,69005,335.973,360.301,vmcache,32,500,tpcc,64
569,70887,340.191,372.652,vmcache,32,500,tpcc,64
570,71560,343.934,366.523,vmcache,32,500,tpcc,64
571,69142,335.98,359.828,vmcache,32,500,tpcc,64
572,70905,338.684,365.043,vmcache,32,500,tpcc,64
573,72180,340.926,374.031,vmcache,32,500,tpcc,64
574,72181,346.148,369.406,vmcache,32,500,tpcc,64
575,70081,340.148,370.266,vmcache,32,500,tpcc,64
576,70568,339.328,359.137,vmcache,32,500,tpcc,64
577,70948,335.492,367.27,vmcache,32,500,tpcc,64
578,69174,338.676,360.461,vmcache,32,500,tpcc,64
579,69120,332.484,357.871,vmcache,32,500,tpcc,64
580,71222,339.18,365.441,vmcache,32,500,tpcc,64
581,73694,353.574,381.574,vmcache,32,500,tpcc,64
582,71952,347.008,382.371,vmcache,32,500,tpcc,64
583,71431,345.305,364.871,vmcache,32,500,tpcc,64
584,71487,341.008,368.555,vmcache,32,500,tpcc,64
585,71560,343.984,371.301,vmcache,32,500,tpcc,64
586,71973,345.566,374.07,vmcache,32,500,tpcc,64
587,69310,334.16,356.801,vmcache,32,500,tpcc,64
588,70133,334.797,364.625,vmcache,32,500,tpcc,64
589,73105,350.852,373.922,vmcache,32,500,tpcc,64
590,71650,347.027,373.406,vmcache,32,500,tpcc,64
591,71701,339.98,372.754,vmcache,32,500,tpcc,64
592,71638,342.129,365.77,vmcache,32,500,tpcc,64
593,71106,342.043,365.977,vmcache,32,500,tpcc,64
594,70899,339.117,365.488,vmcache,32,500,tpcc,64
595,69550,332.164,358.371,vmcache,32,500,tpcc,64
596,71489,338.484,365.941,vmcache,32,500,tpcc,64
597,71719,347.391,373.887,vmcache,32,500,tpcc,64
598,72374,348.223,376.043,vmcache,32,500,tpcc,64
599,71840,345.535,370.992,vmcache,32,500,tpcc,64
600,71563,342.223,373.02,vmcache,32,500,tpcc,64
601,73311,349.871,374.445,vmcache,32,500,tpcc,64
602,70994,343.27,373.879,vmcache,32,500,tpcc,64
603,70310,336.164,359.258,vmcache,32,500,tpcc,64
604,69275,336.055,359.547,vmcache,32,500,tpcc,64
605,72517,346.273,372.492,vmcache,32,500,tpcc,64
606,71930,347.48,373.812,vmcache,32,500,tpcc,64
607,70353,339.637,366.297,vmcache,32,500,tpcc,64
608,73182,345.984,373.672,vmcache,32,500,tpcc,64
609,71649,347.848,375.605,vmcache,32,500,tpcc,64
610,71423,346.922,371.352,vmcache,32,500,tpcc,64
611,70979,333.906,366.316,vmcache,32,500,tpcc,64
612,70710,343.973,366.289,vmcache,32,500,tpcc,64
613,72693,344.258,374.117,vmcache,32,500,tpcc,64
614,72758,349.84,373.094,vmcache,32,500,tpcc,64
615,71471,344.875,374.789,vmcache,32,500,tpcc,64
616,71393,344.543,373.645,vmcache,32,500,tpcc,64
617,72800,350.777,374.98,vmcache,32,500,tpcc,64
618,70127,343.086,366.824,vmcache,32,500,tpcc,64
619,69892,332.164,359.113,vmcache,32,500,tpcc,64
620,70339,340.531,365.254,vmcache,32,500,tpcc,64
621,71681,339.371,368.883,vmcache,32,500,tpcc,64
622,72630,347.105,371.062,vmcache,32,500,tpcc,64
623,71536,343.441,373.352,vmcache,32,500,tpcc,64
624,71080,342.512,366.352,vmcache,32,500,tpcc,64
625,72001,346.633,373.719,vmcache,32,500,tpcc,64
626,72669,347.051,380.77,vmcache,32,500,tpcc,64
627,69845,332.848,357.789,vmcache,32,500,tpcc,64
628,68945,338.023,359.652,vmcache,32,500,tpcc,64
629,73455,344.809,370.746,vmcache,32,500,tpcc,64
630,71209,346.656,372.609,vmcache,32,500,tpcc,64
631,70918,340.75,374.258,vmcache,32,500,tpcc,64
632,72806,346.379,366.594,vmcache,32,500,tpcc,64
633,73056,348.617,381.285,vmcache,32,500,tpcc,64
634,73290,352.301,373.801,vmcache,32,500,tpcc,64
635,69207,331.312,363.938,vmcache,32,500,tpcc,64
636,70350,339.391,358.949,vmcache,32,500,tpcc,64
637,71660,340.766,370.141,vmcache,32,500,tpcc,64
638,70820,343.418,365.922,vmcache,32,500,tpcc,64
639,70383,339.621,365.137,vmcache,32,500,tpcc,64
640,70691,339.48,365.762,vmcache,32,500,tpcc,64
641,72290,347.762,374.816,vmcache,32,500,tpcc,64
642,72413,347.207,379.918,vmcache,32,500,tpcc,64
643,70614,338.566,356.848,vmcache,32,500,tpcc,64
644,69736,335.027,366.281,vmcache,32,500,tpcc,64
645,72444,346.34,372.773,vmcache,32,500,tpcc,64
646,71431,349.492,373.473,vmcache,32,500,tpcc,64
647,72219,341.773,368.75,vmcache,32,500,tpcc,64
648,72493,348.875,379.695,vmcache,32,500,tpcc,64
649,74456,353.664,375.195,vmcache,32,500,tpcc,64
650,73252,354.867,387.543,vmcache,32,500,tpcc,64
651,72057,346.746,365.695,vmcache,32,500,tpcc,64
652,71619,337.52,365.059,vmcache,32,500,tpcc,64
653,69137,338.523,366.543,vmcache,32,500,tpcc,64
654,71725,340.18,364.66,vmcache,32,500,tpcc,64
655,69874,334.57,364.551,vmcache,32,500,tpcc,64
656,72061,344.957,366.348,vmcache,32,500,tpcc,64
657,71147,347.195,375.223,vmcache,32,500,tpcc,64
658,73629,352.43,377.707,vmcache,32,500,tpcc,64
659,72473,342.008,373.18,vmcache,32,500,tpcc,64
660,69692,343.598,365.359,vmcache,32,500,tpcc,64
661,73183,346.66,372.688,vmcache,32,500,tpcc,64
662,71510,347.121,372.832,vmcache,32,500,tpcc,64
663,69643,340.797,370.746,vmcache,32,500,tpcc,64
664,72129,347.215,368.957,vmcache,32,500,tpcc,64
665,74425,356.09,389.133,vmcache,32,500,tpcc,64
666,73040,352.367,380.73,vmcache,32,500,tpcc,64
667,71843,346.75,373.977,vmcache,32,500,tpcc,64
668,71393,344.141,365.07,vmcache,32,500,tpcc,64
669,72610,347.082,372.883,vmcache,32,500,tpcc,64
670,70100,341.438,371.879,vmcache,32,500,tpcc,64
671,69938,338.648,358.754,vmcache,32,500,tpcc,64
672,70808,340.492,372.859,vmcache,32,500,tpcc,64
673,73677,354.289,374.078,vmcache,32,500,tpcc,64
674,72311,351.648,380.438,vmcache,32,500,tpcc,64
675,72103,343.566,373.227,vmcache,32,500,tpcc,64
676,72882,353.211,372.863,vmcache,32,500,tpcc,64
677,70409,339.68,366.816,vmcache,32,500,tpcc,64
678,71998,347.074,373.16,vmcache,32,500,tpcc,64
679,70623,339.129,364.113,vmcache,32,500,tpcc,64
680,72560,346.004,372.629,vmcache,32,500,tpcc,64
681,73545,354.578,388.379,vmcache,32,500,tpcc,64
682,74124,356.531,380.762,vmcache,32,500,tpcc,64
683,71431,345.703,372.719,vmcache,32,500,tpcc,64
684,72678,352.48,374.324,vmcache,32,500,tpcc,64
685,71283,346.543,371.703,vmcache,32,500,tpcc,64
686,72096,348.852,373.293,vmcache,32,500,tpcc,64
687,68753,333.355,359.812,vmcache,32,500,tpcc,64
688,71746,341.934,370.711,vmcache,32,500,tpcc,64
689,73756,351.383,373.695,vmcache,32,500,tpcc,64
690,71712,347.617,381.164,vmcache,32,500,tpcc,64
691,71811,345.305,365.246,vmcache,32,500,tpcc,64
692,72292,346.336,372.648,vmcache,32,500,tpcc,64
693,71524,347.234,373.348,vmcache,32,500,tpcc,64
694,71290,340.52,373.023,vmcache,32,500,tpcc,64
695,72007,341.152,365.262,vmcache,32,500,tpcc,64
696,71814,344.387,364.883,vmcache,32,500,tpcc,64
697,72042,351.66,381.094,vmcache,32,500,tpcc,64
698,73949,355.707,381.809,vmcache,32,500,tpcc,64
699,72755,347.109,374.035,vmcache,32,500,tpcc,64
700,71859,346.551,371.688,vmcache,32,500,tpcc,64
701,73928,353.426,381.043,vmcache,32,500,tpcc,64
702,71531,339.656,365.723,vmcache,32,500,tpcc,64
703,69942,340.184,365.691,vmcache,32,500,tpcc,64
704,69827,340.387,364.59,vmcache,32,500,tpcc,64
705,72857,346.211,372.156,vmcache,32,500,tpcc,64
706,72174,346.992,381.289,vmcache,32,500,tpcc,64
707,72075,345.242,369.734,vmcache,32,500,tpcc,64
708,71377,346.652,368.305,vmcache,32,500,tpcc,64
709,73461,354.543,381.125,vmcache,32,500,tpcc,64
710,70113,341.508,374.844,vmcache,32,500,tpcc,64
711,70137,339.98,358.812,vmcache,32,500,tpcc,64
712,70985,339.93,366.887,vmcache,32,500,tpcc,64
713,72683,350.781,379.785,vmcache,32,500,tpcc,64
714,72884,352.254,380.289,vmcache,32,500,tpcc,64
715,73090,351.691,374.992,vmcache,32,500,tpcc,64
716,72850,351.766,378.461,vmcache,32,500,tpcc,64
717,73509,357.898,382.121,vmcache,32,500,tpcc,64
718,72200,346.949,375.633,vmcache,32,500,tpcc,64
719,72228,346.855,371.508,vmcache,32,500,tpcc,64
720,69673,337.625,364.949,vmcache,32,500,tpcc,64
721,72249,346.34,372.977,vmcache,32,500,tpcc,64
722,72277,350.176,372.941,vmcache,32,500,tpcc,64
723,71478,342.711,373.672,vmcache,32,500,tpcc,64
724,70651,342.395,364.609,vmcache,32,500,tpcc,64
725,71684,348.992,373.074,vmcache,32,500,tpcc,64
726,72110,346.715,375.383,vmcache,32,500,tpcc,64
727,68922,333.043,363.645,vmcache,32,500,tpcc,64
728,70080,339.574,364.816,vmcache,32,500,tpcc,64
729,72041,346.391,367.781,vmcache,32,500,tpcc,64
730,72551,349.535,378.324,vmcache,32,500,tpcc,64
731,71518,347.68,373.113,vmcache,32,500,tpcc,64
732,72866,349.738,372.57,vmcache,32,500,tpcc,64
733,73686,354.363,379.992,vmcache,32,500,tpcc,64
734,72277,350.816,379.793,vmcache,32,500,tpcc,64
735,70929,338.289,365.863,vmcache,32,500,tpcc,64
736,70818,345.172,365.578,vmcache,32,500,tpcc,64
737,71450,341.715,372.359,vmcache,32,500,tpcc,64
738,72545,346.645,372.652,vmcache,32,500,tpcc,64
739,71851,345.391,365.727,vmcache,32,500,tpcc,64
740,71001,347.16,373.074,vmcache,32,500,tpcc,64
741,71996,347.719,378.836,vmcache,32,500,tpcc,64
742,73182,352.668,373.48,vmcache,32,500,tpcc,64
743,70310,334.672,365.383,vmcache,32,500,tpcc,64
744,68723,339.121,359.594,vmcache,32,500,tpcc,64
745,71870,347.031,369.848,vmcache,32,500,tpcc,64
746,70177,345.461,371.316,vmcache,32,500,tpcc,64
747,71422,340.41,372.156,vmcache,32,500,tpcc,64
748,71646,352.879,371.531,vmcache,32,500,tpcc,64
749,74502,354.836,381.492,vmcache,32,500,tpcc,64
750,72873,354.914,380.094,vmcache,32,500,tpcc,64
751,71046,346.703,372.746,vmcache,32,500,tpcc,64
752,70391,340.871,365.617,vmcache,32,500,tpcc,64
753,70835,340.754,372.82,vmcache,32,500,tpcc,64
754,71529,345.508,371.895,vmcache,32,500,tpcc,64
755,71333,345.98,364.211,vmcache,32,500,tpcc,64
756,71208,347.773,373.383,vmcache,32,500,tpcc,64
757,72487,348.617,373.285,vmcache,32,500,tpcc,64
758,73232,355.406,388.723,vmcache,32,500,tpcc,64
759,72042,346.75,368.121,vmcache,32,500,tpcc,64
760,71794,345.688,370.402,vmcache,32,500,tpcc,64
761,72156,348.176,375.582,vmcache,32,500,tpcc,64
762,72715,347.23,376.527,vmcache,32,500,tpcc,64
763,70545,340.77,368.414,vmcache,32,500,tpcc,64
764,71898,347.602,366,vmcache,32,500,tpcc,64
765,72859,354.496,380.805,vmcache,32,500,tpcc,64
766,72224,346.734,374.07,vmcache,32,500,tpcc,64
767,71268,346.211,371.637,vmcache,32,500,tpcc,64
768,70124,342.34,364.992,vmcache,32,500,tpcc,64
769,71754,347.434,372.973,vmcache,32,500,tpcc,64
770,72603,341.57,373.141,vmcache,32,500,tpcc,64
771,68987,338.965,359.121,vmcache,32,500,tpcc,64
772,70218,340.984,372.57,vmcache,32,500,tpcc,64
773,73997,353.5,374.426,vmcache,32,500,tpcc,64
774,72236,347.09,378.961,vmcache,32,500,tpcc,64
775,71960,346.07,372.301,vmcache,32,500,tpcc,64
776,70921,345.578,366.305,vmcache,32,500,tpcc,64
777,72153,346.852,371.094,vmcache,32,500,tpcc,64
778,70881,347.84,371.973,vmcache,32,500,tpcc,64
779,70339,340.07,365.008,vmcache,32,500,tpcc,64
780,71174,340.047,368.441,vmcache,32,500,tpcc,64
781,73175,354.785,385.465,vmcache,32,500,tpcc,64
782,72352,354.59,376.086,vmcache,32,500,tpcc,64
783,72587,350.34,378.402,vmcache,32,500,tpcc,64
784,71440,344.086,367.582,vmcache,32,500,tpcc,64
785,72276,347.027,373.879,vmcache,32,500,tpcc,64
786,72094,346.207,371.363,vmcache,32,500,tpcc,64
787,69879,338.988,364.359,vmcache,32,500,tpcc,64
788,70526,339.191,364.91,vmcache,32,500,tpcc,64
789,73384,353.285,379.387,vmcache,32,500,tpcc,64
790,72083,348.891,380.664,vmcache,32,500,tpcc,64
791,71897,349.309,372.027,vmcache,32,500,tpcc,64
792,72449,349.574,374.414,vmcache,32,500,tpcc,64
793,71780,348.289,379.352,vmcache,32,500,tpcc,64
794,73274,352.262,373.086,vmcache,32,500,tpcc,64
795,69598,339.941,372.633,vmcache,32,500,tpcc,64
796,73889,351.262,373.57,vmcache,32,500,tpcc,64
797,73441,358.188,380.328,vmcache,32,500,tpcc,64
798,74135,360.422,387.082,vmcache,32,500,tpcc,64
799,72817,350.656,381.5,vmcache,32,500,tpcc,64
800,72985,354.035,381.586,vmcache,32,500,tpcc,64
801,74539,359.848,380.27,vmcache,32,500,tpcc,64
802,72735,353.656,380.996,vmcache,32,500,tpcc,64
803,69951,341.168,368.492,vmcache,32,500,tpcc,64
804,70782,340.957,370.695,vmcache,32,500,tpcc,64
805,73083,353.297,373.227,vmcache,32,500,tpcc,64
806,72977,354.898,380.387,vmcache,32,500,tpcc,64
807,72033,347.152,372.957,vmcache,32,500,tpcc,64
808,71255,347.188,376.734,vmcache,32,500,tpcc,64
809,73666,356.031,385.859,vmcache,32,500,tpcc,64
810,72318,345.832,372.598,vmcache,32,500,tpcc,64
811,70049,348.328,365.336,vmcache,32,500,tpcc,64
812,71518,342.582,374.066,vmcache,32,500,tpcc,64
813,73235,358.23,380.648,vmcache,32,500,tpcc,64
814,74367,363.184,388.598,vmcache,32,500,tpcc,64
815,71680,350.398,377.887,vmcache,32,500,tpcc,64
816,73422,355.082,377.641,vmcache,32,500,tpcc,64
817,74111,362.164,389.023,vmcache,32,500,tpcc,64
818,72814,346.719,373.094,vmcache,32,500,tpcc,64
819,72456,350.527,379.223,vmcache,32,500,tpcc,64
820,71437,343.441,366.312,vmcache,32,500,tpcc,64
821,72579,353.887,379.188,vmcache,32,500,tpcc,64
822,73769,357.477,388.988,vmcache,32,500,tpcc,64
823,72690,352.461,380.551,vmcache,32,500,tpcc,64
824,71835,353.852,371.516,vmcache,32,500,tpcc,64
825,73791,355.184,387.453,vmcache,32,500,tpcc,64
826,72310,347.441,372.848,vmcache,32,500,tpcc,64
827,68983,340.367,360.367,vmcache,32,500,tpcc,64
828,70617,341.875,370.887,vmcache,32,500,tpcc,64
829,72525,349.211,372.262,vmcache,32,500,tpcc,64
830,73483,358.551,382.395,vmcache,32,500,tpcc,64
831,73083,354.207,381.555,vmcache,32,500,tpcc,64
832,72207,355.57,384.324,vmcache,32,500,tpcc,64
833,74481,360.117,383.242,vmcache,32,500,tpcc,64
834,72857,355.594,377.398,vmcache,32,500,tpcc,64
835,70858,340.645,368.988,vmcache,32,500,tpcc,64
836,71461,347.492,371.957,vmcache,32,500,tpcc,64
837,72962,355.32,385.418,vmcache,32,500,tpcc,64
838,74299,359.957,381.699,vmcache,32,500,tpcc,64
839,72012,346.621,372.617,vmcache,32,500,tpcc,64
840,72201,349.449,378.656,vmcache,32,500,tpcc,64
841,74205,358.801,381.848,vmcache,32,500,tpcc,64
842,72536,354,378.875,vmcache,32,500,tpcc,64
843,69979,341.316,364.961,vmcache,32,500,tpcc,64
844,70433,340.539,365.219,vmcache,32,500,tpcc,64
845,72230,347.809,372.078,vmcache,32,500,tpcc,64
846,71275,348.113,380.418,vmcache,32,500,tpcc,64
847,71905,355.492,373.043,vmcache,32,500,tpcc,64
848,71663,348.711,380.16,vmcache,32,500,tpcc,64
849,73750,361.68,388.215,vmcache,32,500,tpcc,64
850,74671,361.969,381.188,vmcache,32,500,tpcc,64
851,70230,341.699,372.988,vmcache,32,500,tpcc,64
852,72545,350.172,373.539,vmcache,32,500,tpcc,64
853,72572,354.289,380.359,vmcache,32,500,tpcc,64
854,72708,354.922,381.191,vmcache,32,500,tpcc,64
855,74825,357.746,380.457,vmcache,32,500,tpcc,64
856,72822,354.727,380.031,vmcache,32,500,tpcc,64
857,74377,361.227,388.453,vmcache,32,500,tpcc,64
858,72298,350.074,380.062,vmcache,32,500,tpcc,64
859,68010,337.441,364.75,vmcache,32,500,tpcc,64
860,71277,346.488,364.27,vmcache,32,500,tpcc,64
861,71827,347.344,373.215,vmcache,32,500,tpcc,64
862,70367,341.238,372.926,vmcache,32,500,tpcc,64
863,72175,346.277,365.77,vmcache,32,500,tpcc,64
864,72363,354.914,379.086,vmcache,32,500,tpcc,64
865,72741,354.57,380.223,vmcache,32,500,tpcc,64
866,73027,356.316,388.754,vmcache,32,500,tpcc,64
867,70369,347.66,373.309,vmcache,32,500,tpcc,64
868,72423,347.414,366.164,vmcache,32,500,tpcc,64
869,71854,348.699,379.969,vmcache,32,500,tpcc,64
870,72467,352.91,375.129,vmcache,32,500,tpcc,64
871,72592,349.602,379.996,vmcache,32,500,tpcc,64
872,73032,356.266,381.332,vmcache,32,500,tpcc,64
873,74596,358.777,380.719,vmcache,32,500,tpcc,64
874,74446,359.203,388.355,vmcache,32,500,tpcc,64
875,70169,338.875,363.473,vmcache,32,500,tpcc,64
876,69628,342.949,365.262,vmcache,32,500,tpcc,64
877,72408,347.301,372.676,vmcache,32,500,tpcc,64
878,70755,347.531,372.457,vmcache,32,500,tpcc,64
879,73123,349.93,381.355,vmcache,32,500,tpcc,64
880,71956,351.242,379.23,vmcache,32,500,tpcc,64
881,72675,359.066,381.652,vmcache,32,500,tpcc,64
882,73355,357.535,381.055,vmcache,32,500,tpcc,64
883,71406,347.984,379.457,vmcache,32,500,tpcc,64
884,72707,346.375,364.816,vmcache,32,500,tpcc,64
885,72864,354.332,380.883,vmcache,32,500,tpcc,64
886,71117,348.277,380.23,vmcache,32,500,tpcc,64
887,73037,353.281,372.602,vmcache,32,500,tpcc,64
888,73581,356.973,381.223,vmcache,32,500,tpcc,64
889,73424,357.863,387.656,vmcache,32,500,tpcc,64
890,73825,358.816,384.199,vmcache,32,500,tpcc,64
891,71872,348.898,377.238,vmcache,32,500,tpcc,64
892,71770,346.211,365.371,vmcache,32,500,tpcc,64
893,71527,348.531,373.398,vmcache,32,500,tpcc,64
894,71105,349.898,379.332,vmcache,32,500,tpcc,64
895,72041,348.488,373.164,vmcache,32,500,tpcc,64
896,73363,357.027,379.426,vmcache,32,500,tpcc,64
897,72109,355.289,380.539,vmcache,32,500,tpcc,64
898,74113,354.656,380.152,vmcache,32,500,tpcc,64
899,70461,348.211,373.332,vmcache,32,500,tpcc,64
space: 146.099 GB 
