vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=1,batch_sz=512,mode=0] exmap:0
space: 180.621 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,2679,291.34,17.6133,vmcache,32,1000,tpcc,512,94.992,0.421673,209,33515,39384048,1,620.648,11690,584885242,67108864
1,3039,278.574,11.3086,vmcache,32,1000,tpcc,512,94.9913,0.830102,233,33037,2895,1,623.34,10158,586506150,67108864
2,3113,267.836,17.3711,vmcache,32,1000,tpcc,512,94.9924,1.21228,245,30203,4447,1,629.229,10580,569514030,67108864
3,3771,262.863,14.3477,vmcache,32,1000,tpcc,512,94.9946,1.59132,239,30370,3673,1,619.796,11588,597133420,33554432
4,3380,247.688,10.4062,vmcache,32,1000,tpcc,512,94.9616,1.97096,298,32387,2664,1,635.039,10748,684017068,33554432
5,3297,239.098,16.4766,vmcache,32,1000,tpcc,512,94.8835,2.35102,287,33051,4218,1,623.604,11746,660310674,33554432
6,3586,245.039,19.1484,vmcache,32,1000,tpcc,512,94.8465,2.71585,298,30277,4902,1,630.771,10610,624784196,33554432
7,4023,252.215,6.07031,vmcache,32,1000,tpcc,512,94.9745,3.02972,360,20801,1554,1,630.333,10672,624197564,33554432
8,4166,243.062,17.6133,vmcache,32,1000,tpcc,512,94.9139,3.40668,305,32554,4509,1,626.038,10560,573121308,16777216
9,3998,233.219,16.0234,vmcache,32,1000,tpcc,512,94.8775,3.75917,351,29610,4102,1,630,10908,554051798,33554432
10,4780,254.469,7.65625,vmcache,32,1000,tpcc,512,94.992,4.0823,370,22028,1960,1,611.889,10486,558531890,16777216
11,4524,218.805,16.0898,vmcache,32,1000,tpcc,512,94.869,4.45708,356,35092,4119,1,626.643,10552,632387852,16777216
12,5142,237.508,16.6094,vmcache,32,1000,tpcc,512,94.9869,4.73992,342,17407,4252,1,621.679,10618,572924678,16777216
13,4962,235.309,6.67188,vmcache,32,1000,tpcc,512,94.9296,5.12255,383,34315,1708,1,623.909,10198,562017004,16777216
