vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=0,batch_sz=2048,mode=0] exmap:0
space: 180.614 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=1
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch
0,1177,139.625,4.91797,vmcache,32,1000,tpcc,2048,94.5927,0.409412,99,50944,39378951,1,2547.2
1,2888,273.371,5.9375,vmcache,32,1000,tpcc,2048,94.996,0.615978,205,0,1520,1,0
2,32,3.30859,0.316406,vmcache,32,1000,tpcc,2048,94.9399,0.64863,0,5055,81,0,2527.5
3,2337,211.426,0,vmcache,32,1000,tpcc,2048,94.4041,1.23938,177,72062,0,1,2573.64
4,3593,291.645,0,vmcache,32,1000,tpcc,2048,94.8543,1.45996,306,0,0,1,0
5,1583,111.793,8.97656,vmcache,32,1000,tpcc,2048,94.9995,1.54463,99,0,2298,1,0
6,1647,122.477,0,vmcache,32,1000,tpcc,2048,94.3589,2.05238,148,69640,0,1,2579.26
7,3690,273.328,0,vmcache,32,1000,tpcc,2048,94.7814,2.25946,283,0,0,1,0
8,2262,151.293,5.75,vmcache,32,1000,tpcc,2048,94.9988,2.37374,182,0,1472,1,0
9,1002,71.1484,0.9375,vmcache,32,1000,tpcc,2048,94.2801,2.84069,83,69283,240,1,2566.04
10,4152,271.918,0,vmcache,32,1000,tpcc,2048,94.7031,3.04618,358,0,0,1,0
11,3278,199.066,5.35156,vmcache,32,1000,tpcc,2048,94.9994,3.19549,252,0,1370,1,0
12,42,1.99219,0.585938,vmcache,32,1000,tpcc,2048,94.8507,3.27201,6,12595,150,1,2519
13,3407,210.676,0,vmcache,32,1000,tpcc,2048,94.3907,3.82581,294,66305,0,1,2550.19
14,4711,272.609,0,vmcache,32,1000,tpcc,2048,94.8183,4.03132,400,0,0,1,0
15,2405,127.168,5.67969,vmcache,32,1000,tpcc,2048,95,4.12771,190,0,1454,1,0
16,1752,83.6875,0.277344,vmcache,32,1000,tpcc,2048,94.2533,4.62984,108,73585,71,1,2537.41
17,5555,267.637,0,vmcache,32,1000,tpcc,2048,94.6767,4.83144,438,0,0,1,0
18,4507,209.363,4.73828,vmcache,32,1000,tpcc,2048,94.9994,4.98818,313,0,920,1,0
19,74,4.96875,1.17578,vmcache,32,1000,tpcc,2048,95,4.99201,6,0,594,1,0
20,3064,133.805,0,vmcache,32,1000,tpcc,2048,94.3155,5.54156,190,75159,0,1,2505.3
21,5554,257.957,0,vmcache,32,1000,tpcc,2048,94.7274,5.73509,439,0,0,1,0
22,4250,182.535,6.625,vmcache,32,1000,tpcc,2048,94.9996,5.87189,276,0,1696,1,0
23,23,0.632812,0.277344,vmcache,32,1000,tpcc,2048,94.9999,5.87231,0,0,71,0,0
24,3727,165.469,0,vmcache,32,1000,tpcc,2048,94.4015,6.42805,307,72347,0,1,2494.72
25,6411,252.551,0,vmcache,32,1000,tpcc,2048,94.8084,6.61716,423,0,0,1,0
26,3496,137.77,9.87891,vmcache,32,1000,tpcc,2048,94.9987,6.72143,250,0,2529,1,0
27,691,25.125,1.44922,vmcache,32,1000,tpcc,2048,94.4406,7.03745,41,49910,371,1,2495.5
28,6162,234.301,0,vmcache,32,1000,tpcc,2048,94.58,7.33255,357,19819,0,1,2477.38
29,6509,248.879,0,vmcache,32,1000,tpcc,2048,94.9805,7.52006,420,0,0,1,0
30,880,31.0469,9.86328,vmcache,32,1000,tpcc,2048,94.9997,7.5438,50,0,2525,1,0
