vmcache blk:/dev/nvme0n1 virtgb:894 physgb:32 remotegb:64 nodes:[0,1] policy:[dr=1,dw=1,nr=0,nw=0] promote:[min=1,scan_mult=2] migrate:[method=2,batch_sz=512,mode=0] exmap:0
space: 180.622 GB 
Switching to workload ratios: dr=0.5 dw=0.5 nr=0.5 nw=0.5
ts,tx,rmb,wmb,system,threads,datasize,workload,batch,dram_occupancy,remote_occupancy,promotions,demotions,evictions,avg_promote_batch,avg_demote_batch,lat_min,lat_max,lat_p95
0,2906,319.52,25.6914,vmcache,32,1000,tpcc,512,94.9857,0.455654,241,35642,39386564,1,625.298,11416,406225914,67108864
1,3225,287.762,18.9648,vmcache,32,1000,tpcc,512,94.8728,0.92262,252,42123,4855,1,619.456,10748,505436302,67108864
2,3589,299.445,17.8945,vmcache,32,1000,tpcc,512,94.9727,1.30286,309,25873,4581,1,631.049,11460,454869870,33554432
3,3801,275.488,18.0078,vmcache,32,1000,tpcc,512,94.924,1.72117,339,35053,4610,1,637.327,10608,513691682,33554432
4,3853,274.09,12.7422,vmcache,32,1000,tpcc,512,94.9833,2.09168,304,27166,3262,1,631.767,10232,569287686,33554432
5,3898,273.133,14.6797,vmcache,32,1000,tpcc,512,94.988,2.48541,321,31304,3758,1,626.08,11192,577813258,33554432
6,4117,268.586,24.0195,vmcache,32,1000,tpcc,512,94.996,2.86028,374,29060,5537,1,631.739,10166,436510236,33554432
7,4438,262.98,12.9648,vmcache,32,1000,tpcc,512,94.9045,3.28678,356,38309,3931,1,628.016,10344,470316082,16777216
8,4746,277.094,7.95312,vmcache,32,1000,tpcc,512,94.9861,3.65992,431,27791,2036,1,631.614,9698,471483848,33554432
9,4899,256.664,21.5156,vmcache,32,1000,tpcc,512,94.9285,4.05143,361,33348,5508,1,617.556,9718,617177216,33554432
10,5482,259.352,14.3594,vmcache,32,1000,tpcc,512,94.9673,4.41059,370,27261,3676,1,633.977,10646,508402644,16777216
11,5456,262.336,13.0938,vmcache,32,1000,tpcc,512,94.9858,4.78675,433,30141,3352,1,627.938,9764,522388636,16777216
12,5553,253.047,12.6016,vmcache,32,1000,tpcc,512,94.9787,5.16292,402,31140,3226,1,622.8,10196,473534252,16777216
13,5869,255.934,18.543,vmcache,32,1000,tpcc,512,94.9171,5.56231,414,34674,4747,1,619.179,9744,492584236,16777216
14,5788,254.602,13.3164,vmcache,32,1000,tpcc,512,94.9359,5.92728,403,29252,3409,1,622.383,10766,484519146,16777216
15,6309,252.527,17.6289,vmcache,32,1000,tpcc,512,94.9329,6.29436,493,29823,4513,1,621.312,8780,419036760,16777216
16,6820,259.516,18.4492,vmcache,32,1000,tpcc,512,94.9937,6.64003,448,25226,4723,1,615.268,9392,583307642,16777216
17,6699,252.711,15.543,vmcache,32,1000,tpcc,512,94.9355,7.03912,415,35103,3979,1,615.842,9838,468312214,16777216
18,7071,257.148,15.5117,vmcache,32,1000,tpcc,512,94.9143,7.42701,448,32620,3971,1,615.472,9836,523345384,16777216
19,7272,254.531,13.9531,vmcache,32,1000,tpcc,512,94.9085,7.80581,418,31302,3572,1,613.765,10194,352673742,16777216
20,7546,252.441,9.73047,vmcache,32,1000,tpcc,512,94.8986,8.19041,400,32644,2491,1,615.925,9714,381837250,16777216
21,7905,262.648,10.7656,vmcache,32,1000,tpcc,512,94.9908,8.53803,435,25150,2756,1,613.415,9114,700435632,16777216
22,7840,248.445,26.6211,vmcache,32,1000,tpcc,512,94.9098,8.92649,433,33830,6815,1,604.107,9498,549764930,16777216
23,8115,259.285,14.25,vmcache,32,1000,tpcc,512,94.9742,9.27842,396,26253,3648,1,610.535,9534,336903384,16777216
24,8376,247.098,12.1094,vmcache,32,1000,tpcc,512,94.9701,9.64942,397,31120,3100,1,610.196,9610,428464848,16777216
25,8588,251.008,12.6914,vmcache,32,1000,tpcc,512,94.9979,10.0094,404,28466,3249,1,605.66,10274,390618516,16777216
26,8751,246.062,12.3633,vmcache,32,1000,tpcc,512,94.8964,10.4273,433,38966,3165,1,608.844,9594,370045706,16777216
27,8975,250.137,11.6836,vmcache,32,1000,tpcc,512,94.8932,10.8041,448,31469,2991,1,605.173,9886,347706412,16777216
28,9350,249.938,12.4922,vmcache,32,1000,tpcc,512,94.8934,11.1779,411,31054,3198,1,608.902,9090,370519422,16777216
29,9864,248.832,12.3398,vmcache,32,1000,tpcc,512,94.9216,11.5373,418,28989,3159,1,603.938,9186,355388880,16777216
30,10423,253.504,12.5469,vmcache,32,1000,tpcc,512,94.9714,11.8925,429,27691,3212,1,601.978,10190,284680568,16777216
31,10451,246.527,21.4102,vmcache,32,1000,tpcc,512,94.9386,12.2653,392,31580,5481,1,595.849,9236,516493032,16777216
32,10924,251.156,12.125,vmcache,32,1000,tpcc,512,94.9844,12.6209,429,27848,3104,1,592.511,9828,377507650,16777216
33,10856,240.281,22.4961,vmcache,32,1000,tpcc,512,94.9414,12.9883,382,31284,5759,1,601.615,9242,348039622,16777216
34,11493,253.125,21.0273,vmcache,32,1000,tpcc,512,94.9983,13.3319,415,25717,4719,1,598.07,9094,417995978,8388608
35,12038,245.73,13.668,vmcache,32,1000,tpcc,512,94.9041,13.7438,363,37818,4163,1,600.286,9070,474364256,16777216
36,12044,248.074,13.5352,vmcache,32,1000,tpcc,512,94.9434,14.097,358,27813,3465,1,591.766,8356,321253692,16777216
37,12410,246.207,18.8906,vmcache,32,1000,tpcc,512,94.8892,14.4865,323,33964,4836,1,595.86,10186,543104232,8388608
38,13072,249.086,16.2344,vmcache,32,1000,tpcc,512,94.8788,14.8631,303,31354,4156,1,591.585,9294,358995830,8388608
39,13405,243.207,17.6211,vmcache,32,1000,tpcc,512,94.9214,15.2028,299,26082,4511,1,592.773,9540,369652530,8388608
40,13590,244.746,14.2539,vmcache,32,1000,tpcc,512,94.9741,15.5453,308,26491,3649,1,588.689,9760,356043062,8388608
41,13840,238.254,17.4609,vmcache,32,1000,tpcc,512,94.9106,15.9311,271,34547,4470,1,595.638,9770,428742304,8388608
42,14102,240.637,14.8789,vmcache,32,1000,tpcc,512,94.9726,16.2618,230,24877,3809,1,592.31,8866,583470434,8388608
43,14411,239.977,15.7617,vmcache,32,1000,tpcc,512,94.995,16.6107,246,27981,4035,1,595.34,8920,469465420,8388608
44,14922,241.664,11.375,vmcache,32,1000,tpcc,512,94.9888,16.9837,236,31653,2912,1,586.167,9476,270699776,8388608
45,14787,234.324,17.5039,vmcache,32,1000,tpcc,512,94.9651,17.3445,212,30965,4481,1,584.245,9178,317118334,8388608
46,14776,233.02,13.3359,vmcache,32,1000,tpcc,512,94.8723,17.7447,200,37623,3414,1,587.859,8336,327120724,8388608
47,15700,239.945,12.8125,vmcache,32,1000,tpcc,512,94.9204,18.0869,207,26762,3280,1,581.783,8668,234399648,8388608
48,16214,240.516,16.4219,vmcache,32,1000,tpcc,512,94.9388,18.4398,183,28528,4204,1,582.204,9122,281585140,8388608
49,16184,238.199,18.7891,vmcache,32,1000,tpcc,512,94.9951,18.7661,163,24437,4810,1,581.833,8288,297300956,8388608
50,16673,238.953,16.1484,vmcache,32,1000,tpcc,512,94.9877,19.1314,152,30721,3985,1,579.642,8592,362202150,8388608
51,16912,240.723,15.6953,vmcache,32,1000,tpcc,512,94.9966,19.4904,153,29400,4167,1,588,9120,518895104,8388608
52,16545,235.605,20.4922,vmcache,32,1000,tpcc,512,94.976,19.8493,137,30207,5246,1,580.904,8230,459226980,8388608
53,17033,235.988,18.1094,vmcache,32,1000,tpcc,512,94.9366,20.2227,145,32687,4636,1,583.696,8916,317966816,8388608
54,17695,239.18,13.207,vmcache,32,1000,tpcc,512,94.9905,20.5623,160,26574,3381,1,577.696,8858,339105640,8388608
55,17478,233.691,17.2148,vmcache,32,1000,tpcc,512,94.9047,20.9569,159,36498,4407,1,579.333,8628,259335236,8388608
56,18069,243.105,15.0547,vmcache,32,1000,tpcc,512,94.9351,21.3121,197,28505,3854,1,570.1,9668,296115750,8388608
57,17652,233.324,13.3867,vmcache,32,1000,tpcc,512,94.9761,21.6492,160,26979,3427,1,574.021,9142,255636420,8388608
58,17892,237.5,17.9219,vmcache,32,1000,tpcc,512,94.9462,22.0215,169,32196,4588,1,574.929,8630,282304984,8388608
59,18309,236.641,22.1367,vmcache,32,1000,tpcc,512,94.8817,22.4039,179,33977,5667,1,575.881,8728,317324240,8388608
60,19326,242.973,15.6641,vmcache,32,1000,tpcc,512,94.9878,22.7221,193,22262,4010,1,570.821,8640,361428798,8388608
61,18602,238.773,15.7617,vmcache,32,1000,tpcc,512,94.965,23.097,166,32713,4035,1,573.912,8678,480355726,8388608
62,18958,235.129,21.1289,vmcache,32,1000,tpcc,512,94.9311,23.464,170,31524,5409,1,573.164,9724,421684474,8388608
63,19019,237.215,10.9922,vmcache,32,1000,tpcc,512,94.9268,23.8365,162,32425,2814,1,568.86,9392,272264108,8388608
64,19390,241.168,13.1016,vmcache,32,1000,tpcc,512,94.976,24.1852,158,27727,3354,1,577.646,9110,261833866,8388608
65,19484,236.426,19.8047,vmcache,32,1000,tpcc,512,94.9473,24.5552,171,31864,5070,1,569,8772,413530766,8388608
66,19541,234.531,16.1172,vmcache,32,1000,tpcc,512,94.8838,24.9457,216,35807,4126,1,568.365,7622,246010844,8388608
67,19907,241.199,13.5781,vmcache,32,1000,tpcc,512,94.9501,25.2864,165,26457,3476,1,562.915,8654,364381938,8388608
68,19788,236.828,15.582,vmcache,32,1000,tpcc,512,94.9444,25.6537,196,31600,3989,1,574.545,9694,353950904,8388608
69,20975,244.852,12.1836,vmcache,32,1000,tpcc,512,94.9657,26.0266,183,31165,3119,1,566.636,8992,250085718,8388608
70,20355,238.023,10.5977,vmcache,32,1000,tpcc,512,94.9812,26.3936,184,31255,2713,1,568.273,9448,383925800,8388608
71,20762,237.676,19.7148,vmcache,32,1000,tpcc,512,94.9539,26.7685,171,32696,5047,1,563.724,9332,330263702,8388608
72,20888,238.973,10.3398,vmcache,32,1000,tpcc,512,94.9593,27.1438,178,32544,2647,1,561.103,7432,178732678,8388608
73,20837,235.805,19.1289,vmcache,32,1000,tpcc,512,94.9324,27.5169,168,32568,4897,1,561.517,8794,263280508,8388608
74,21099,238.902,11.0664,vmcache,32,1000,tpcc,512,94.9562,27.8822,183,30950,2833,1,562.727,8304,314155484,8388608
75,20590,237.648,21.5039,vmcache,32,1000,tpcc,512,94.9465,28.2469,141,31134,5505,1,566.073,8854,244938582,8388608
76,21750,237.348,18.1641,vmcache,32,1000,tpcc,512,94.9505,28.609,179,30511,4650,1,565.019,9140,346563340,8388608
77,21789,237.625,16.375,vmcache,32,1000,tpcc,512,94.9614,28.9712,181,30417,4192,1,563.278,9286,301946480,8388608
78,21770,239.633,11.6055,vmcache,32,1000,tpcc,512,94.9971,29.3311,181,29780,2971,1,561.887,8742,230133734,8388608
79,21902,235.148,20.0195,vmcache,32,1000,tpcc,512,94.9445,29.7157,198,34680,5125,1,559.355,8126,312474938,8388608
80,21915,238.902,16.332,vmcache,32,1000,tpcc,512,94.9612,30.0773,183,30019,4181,1,555.907,9078,258927564,8388608
81,22363,238.418,16.4102,vmcache,32,1000,tpcc,512,94.9884,30.432,186,29004,4201,1,557.769,9544,257742060,8388608
82,22790,242.953,17.7344,vmcache,32,1000,tpcc,512,94.9959,30.8028,199,31138,4540,1,556.036,8256,241812458,8388608
83,22425,236.32,14.8516,vmcache,32,1000,tpcc,512,94.9426,31.1973,222,36353,3802,1,559.277,8904,343850908,8388608
84,22442,238.254,16.4062,vmcache,32,1000,tpcc,512,94.9959,31.5391,209,26933,4200,1,561.104,8306,281835360,8388608
85,23269,239.047,14.1211,vmcache,32,1000,tpcc,512,94.9892,31.9157,229,32873,3615,1,557.169,8080,209592212,8388608
86,22675,235.496,16.0586,vmcache,32,1000,tpcc,512,94.9291,32.3097,215,36164,4111,1,556.369,6656,254522650,8388608
87,23810,240.609,21.9961,vmcache,32,1000,tpcc,512,94.9288,32.6742,214,30511,5631,1,565.019,8310,365398908,8388608
88,23380,234.957,18.1016,vmcache,32,1000,tpcc,512,94.9245,33.0365,225,31018,4634,1,553.893,8838,278065012,8388608
